"","ID","sample","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"992","D1ACTD_0H__07_Cell_CP_60_TNF","ACTD","D1","0","TNF",3,11,14,0,0,0
"993","D1ACTD_0H__07_Cell_CP_61_IFN","ACTD","D1","0","IFN",4,8,12,0,0,0
"994","D1ACTD_0H__07_Cell_CP_61_TNF","ACTD","D1","0","TNF",4,7,11,0,0,0
"995","D1ACTD_0H__07_Cell_CP_62_IFN","ACTD","D1","0","IFN",6,5,11,0,0,0
"996","D1ACTD_0H__07_Cell_CP_62_TNF","ACTD","D1","0","TNF",4,6,10,0,0,0
"997","D1ACTD_0H__07_Cell_CP_63_IFN","ACTD","D1","0","IFN",3,8,11,0,0,0
"998","D1ACTD_0H__07_Cell_CP_63_TNF","ACTD","D1","0","TNF",5,3,8,0,0,0
"999","D1ACTD_0H__07_Cell_CP_64_IFN","ACTD","D1","0","IFN",3,7,10,0,0,0
"1000","D1ACTD_0H__07_Cell_CP_64_TNF","ACTD","D1","0","TNF",4,9,13,0,0,0
"1001","D1ACTD_0H__07_Cell_CP_65_IFN","ACTD","D1","0","IFN",3,4,7,0,0,0
"1002","D1ACTD_0H__07_Cell_CP_65_TNF","ACTD","D1","0","TNF",2,4,6,0,0,0
"1003","D1ACTD_0H__07_Cell_CP_66_IFN","ACTD","D1","0","IFN",3,4,7,0,0,0
"1004","D1ACTD_0H__07_Cell_CP_66_TNF","ACTD","D1","0","TNF",0,1,1,0,0,0
"1005","D1ACTD_0H__07_Cell_CP_67_IFN","ACTD","D1","0","IFN",1,29,30,0,0,0
"1006","D1ACTD_0H__07_Cell_CP_67_TNF","ACTD","D1","0","TNF",2,12,14,0,0,0
"1007","D1ACTD_0H__07_Cell_CP_68_IFN","ACTD","D1","0","IFN",6,6,12,0,0,0
"1008","D1ACTD_0H__07_Cell_CP_68_TNF","ACTD","D1","0","TNF",5,6,11,0,0,0
"1009","D1ACTD_0H__07_Cell_CP_69_IFN","ACTD","D1","0","IFN",0,1,1,0,0,0
"1010","D1ACTD_0H__07_Cell_CP_69_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1011","D1ACTD_0H__07_Cell_CP_7_IFN","ACTD","D1","0","IFN",1,4,5,0,0,0
"1012","D1ACTD_0H__07_Cell_CP_7_TNF","ACTD","D1","0","TNF",5,6,11,0,0,0
"1013","D1ACTD_0H__07_Cell_CP_70_IFN","ACTD","D1","0","IFN",2,0,2,0,0,0
"1014","D1ACTD_0H__07_Cell_CP_70_TNF","ACTD","D1","0","TNF",5,4,9,0,0,0
"1015","D1ACTD_0H__07_Cell_CP_72_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1016","D1ACTD_0H__07_Cell_CP_72_TNF","ACTD","D1","0","TNF",1,5,6,0,0,0
"1017","D1ACTD_0H__07_Cell_CP_73_IFN","ACTD","D1","0","IFN",5,6,11,0,0,0
"1018","D1ACTD_0H__07_Cell_CP_73_TNF","ACTD","D1","0","TNF",7,2,9,0,0,0
"1019","D1ACTD_0H__07_Cell_CP_74_IFN","ACTD","D1","0","IFN",2,3,5,0,0,0
"1020","D1ACTD_0H__07_Cell_CP_74_TNF","ACTD","D1","0","TNF",4,5,9,0,0,0
"1021","D1ACTD_0H__07_Cell_CP_75_IFN","ACTD","D1","0","IFN",1,14,15,0,0,0
"1022","D1ACTD_0H__07_Cell_CP_75_TNF","ACTD","D1","0","TNF",1,9,10,0,0,0
"1023","D1ACTD_0H__07_Cell_CP_76_IFN","ACTD","D1","0","IFN",0,6,6,0,0,0
"1024","D1ACTD_0H__07_Cell_CP_76_TNF","ACTD","D1","0","TNF",0,2,2,0,0,0
"1025","D1ACTD_0H__07_Cell_CP_78_IFN","ACTD","D1","0","IFN",7,1,8,0,0,0
"1026","D1ACTD_0H__07_Cell_CP_78_TNF","ACTD","D1","0","TNF",0,2,2,0,0,0
"1027","D1ACTD_0H__07_Cell_CP_79_IFN","ACTD","D1","0","IFN",0,5,5,0,0,0
"1028","D1ACTD_0H__07_Cell_CP_79_TNF","ACTD","D1","0","TNF",0,6,6,0,0,0
"1029","D1ACTD_0H__07_Cell_CP_80_IFN","ACTD","D1","0","IFN",4,0,4,0,0,0
"1030","D1ACTD_0H__07_Cell_CP_80_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1031","D1ACTD_0H__07_Cell_CP_83_IFN","ACTD","D1","0","IFN",5,8,13,0,0,0
"1032","D1ACTD_0H__07_Cell_CP_83_TNF","ACTD","D1","0","TNF",7,3,10,0,0,0
"1033","D1ACTD_0H__07_Cell_CP_84_IFN","ACTD","D1","0","IFN",0,5,5,0,0,0
"1034","D1ACTD_0H__07_Cell_CP_84_TNF","ACTD","D1","0","TNF",1,4,5,0,0,0
"1035","D1ACTD_0H__07_Cell_CP_85_IFN","ACTD","D1","0","IFN",0,5,5,0,0,0
"1036","D1ACTD_0H__07_Cell_CP_85_TNF","ACTD","D1","0","TNF",4,1,5,0,0,0
"1037","D1ACTD_0H__07_Cell_CP_86_IFN","ACTD","D1","0","IFN",2,5,7,0,0,0
"1038","D1ACTD_0H__07_Cell_CP_86_TNF","ACTD","D1","0","TNF",1,2,3,0,0,0
"1039","D1ACTD_0H__07_Cell_CP_87_IFN","ACTD","D1","0","IFN",2,0,2,0,0,0
"1040","D1ACTD_0H__07_Cell_CP_87_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1041","D1ACTD_0H__07_Cell_CP_88_IFN","ACTD","D1","0","IFN",4,1,5,0,0,0
"1042","D1ACTD_0H__07_Cell_CP_88_TNF","ACTD","D1","0","TNF",0,1,1,0,0,0
"1043","D1ACTD_0H__07_Cell_CP_9_IFN","ACTD","D1","0","IFN",3,2,5,0,0,0
"1044","D1ACTD_0H__07_Cell_CP_9_TNF","ACTD","D1","0","TNF",4,5,9,0,0,0
"1045","D1ACTD_0H__08_Cell_CP_10_IFN","ACTD","D1","0","IFN",2,5,7,0,0,0
"1047","D1ACTD_0H__08_Cell_CP_12_IFN","ACTD","D1","0","IFN",7,4,11,0,0,0
"1048","D1ACTD_0H__08_Cell_CP_12_TNF","ACTD","D1","0","TNF",4,4,8,0,0,0
"1049","D1ACTD_0H__08_Cell_CP_14_IFN","ACTD","D1","0","IFN",1,2,3,0,0,0
"1050","D1ACTD_0H__08_Cell_CP_14_TNF","ACTD","D1","0","TNF",4,1,5,0,0,0
"1051","D1ACTD_0H__08_Cell_CP_15_IFN","ACTD","D1","0","IFN",1,0,1,0,0,0
"1052","D1ACTD_0H__08_Cell_CP_15_TNF","ACTD","D1","0","TNF",6,3,9,0,0,0
"1054","D1ACTD_0H__08_Cell_CP_16_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1055","D1ACTD_0H__08_Cell_CP_17_IFN","ACTD","D1","0","IFN",2,4,6,0,0,0
"1056","D1ACTD_0H__08_Cell_CP_17_TNF","ACTD","D1","0","TNF",5,1,6,0,0,0
"1057","D1ACTD_0H__08_Cell_CP_18_IFN","ACTD","D1","0","IFN",0,2,2,0,0,0
"1058","D1ACTD_0H__08_Cell_CP_18_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1059","D1ACTD_0H__08_Cell_CP_19_IFN","ACTD","D1","0","IFN",7,6,13,0,0,0
"1060","D1ACTD_0H__08_Cell_CP_19_TNF","ACTD","D1","0","TNF",5,2,7,0,0,0
"1061","D1ACTD_0H__08_Cell_CP_20_IFN","ACTD","D1","0","IFN",6,3,9,0,0,0
"1062","D1ACTD_0H__08_Cell_CP_20_TNF","ACTD","D1","0","TNF",3,6,9,0,0,0
"1063","D1ACTD_0H__08_Cell_CP_21_IFN","ACTD","D1","0","IFN",0,5,5,0,0,0
"1064","D1ACTD_0H__08_Cell_CP_21_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1065","D1ACTD_0H__08_Cell_CP_22_IFN","ACTD","D1","0","IFN",0,2,2,0,0,0
"1066","D1ACTD_0H__08_Cell_CP_22_TNF","ACTD","D1","0","TNF",4,1,5,0,0,0
"1067","D1ACTD_0H__08_Cell_CP_24_IFN","ACTD","D1","0","IFN",2,4,6,0,0,0
"1068","D1ACTD_0H__08_Cell_CP_24_TNF","ACTD","D1","0","TNF",2,3,5,0,0,0
"1069","D1ACTD_0H__08_Cell_CP_26_IFN","ACTD","D1","0","IFN",0,2,2,0,0,0
"1070","D1ACTD_0H__08_Cell_CP_26_TNF","ACTD","D1","0","TNF",4,2,6,0,0,0
"1071","D1ACTD_0H__08_Cell_CP_27_IFN","ACTD","D1","0","IFN",6,2,8,0,0,0
"1072","D1ACTD_0H__08_Cell_CP_27_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1073","D1ACTD_0H__08_Cell_CP_28_IFN","ACTD","D1","0","IFN",4,0,4,0,0,0
"1074","D1ACTD_0H__08_Cell_CP_28_TNF","ACTD","D1","0","TNF",5,2,7,0,0,0
"1075","D1ACTD_0H__08_Cell_CP_29_IFN","ACTD","D1","0","IFN",3,2,5,0,0,0
"1076","D1ACTD_0H__08_Cell_CP_29_TNF","ACTD","D1","0","TNF",4,3,7,0,0,0
"1077","D1ACTD_0H__08_Cell_CP_30_IFN","ACTD","D1","0","IFN",4,11,15,0,0,0
"1078","D1ACTD_0H__08_Cell_CP_30_TNF","ACTD","D1","0","TNF",1,2,3,0,0,0
"1079","D1ACTD_0H__08_Cell_CP_31_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1080","D1ACTD_0H__08_Cell_CP_31_TNF","ACTD","D1","0","TNF",1,2,3,0,0,0
"1081","D1ACTD_0H__08_Cell_CP_32_IFN","ACTD","D1","0","IFN",3,1,4,0,0,0
"1082","D1ACTD_0H__08_Cell_CP_32_TNF","ACTD","D1","0","TNF",2,2,4,0,0,0
"1083","D1ACTD_0H__08_Cell_CP_33_IFN","ACTD","D1","0","IFN",4,8,12,0,0,0
"1084","D1ACTD_0H__08_Cell_CP_33_TNF","ACTD","D1","0","TNF",11,1,12,0,0,0
"1085","D1ACTD_0H__08_Cell_CP_34_IFN","ACTD","D1","0","IFN",4,2,6,0,0,0
"1086","D1ACTD_0H__08_Cell_CP_34_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1087","D1ACTD_0H__08_Cell_CP_35_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1088","D1ACTD_0H__08_Cell_CP_35_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1089","D1ACTD_0H__08_Cell_CP_36_IFN","ACTD","D1","0","IFN",5,1,6,0,0,0
"1090","D1ACTD_0H__08_Cell_CP_36_TNF","ACTD","D1","0","TNF",3,3,6,0,0,0
"1091","D1ACTD_0H__08_Cell_CP_38_IFN","ACTD","D1","0","IFN",2,2,4,0,0,0
"1092","D1ACTD_0H__08_Cell_CP_38_TNF","ACTD","D1","0","TNF",2,3,5,0,0,0
"1093","D1ACTD_0H__08_Cell_CP_39_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1094","D1ACTD_0H__08_Cell_CP_39_TNF","ACTD","D1","0","TNF",0,1,1,0,0,0
"1095","D1ACTD_0H__08_Cell_CP_4_IFN","ACTD","D1","0","IFN",2,0,2,0,0,0
"1096","D1ACTD_0H__08_Cell_CP_4_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1097","D1ACTD_0H__08_Cell_CP_41_IFN","ACTD","D1","0","IFN",2,0,2,0,0,0
"1098","D1ACTD_0H__08_Cell_CP_41_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1099","D1ACTD_0H__08_Cell_CP_42_IFN","ACTD","D1","0","IFN",3,8,11,0,0,0
"1100","D1ACTD_0H__08_Cell_CP_42_TNF","ACTD","D1","0","TNF",7,2,9,0,0,0
"1101","D1ACTD_0H__08_Cell_CP_44_IFN","ACTD","D1","0","IFN",9,4,13,0,0,0
"1102","D1ACTD_0H__08_Cell_CP_44_TNF","ACTD","D1","0","TNF",8,1,9,0,0,0
"1103","D1ACTD_0H__08_Cell_CP_45_IFN","ACTD","D1","0","IFN",4,4,8,0,0,0
"1104","D1ACTD_0H__08_Cell_CP_45_TNF","ACTD","D1","0","TNF",8,5,13,0,0,0
"1105","D1ACTD_0H__08_Cell_CP_46_IFN","ACTD","D1","0","IFN",4,2,6,0,0,0
"1106","D1ACTD_0H__08_Cell_CP_46_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1107","D1ACTD_0H__08_Cell_CP_47_IFN","ACTD","D1","0","IFN",6,0,6,0,0,0
"1108","D1ACTD_0H__08_Cell_CP_47_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1109","D1ACTD_0H__08_Cell_CP_48_IFN","ACTD","D1","0","IFN",1,2,3,0,0,0
"1110","D1ACTD_0H__08_Cell_CP_48_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1111","D1ACTD_0H__08_Cell_CP_49_IFN","ACTD","D1","0","IFN",7,6,13,0,0,0
"1112","D1ACTD_0H__08_Cell_CP_49_TNF","ACTD","D1","0","TNF",6,5,11,0,0,0
"1114","D1ACTD_0H__08_Cell_CP_5_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1115","D1ACTD_0H__08_Cell_CP_50_IFN","ACTD","D1","0","IFN",1,0,1,0,0,0
"1116","D1ACTD_0H__08_Cell_CP_50_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1117","D1ACTD_0H__08_Cell_CP_51_IFN","ACTD","D1","0","IFN",3,13,16,0,0,0
"1118","D1ACTD_0H__08_Cell_CP_51_TNF","ACTD","D1","0","TNF",4,3,7,0,0,0
"1119","D1ACTD_0H__08_Cell_CP_54_IFN","ACTD","D1","0","IFN",4,7,11,0,0,0
"1120","D1ACTD_0H__08_Cell_CP_54_TNF","ACTD","D1","0","TNF",3,3,6,0,0,0
"1121","D1ACTD_0H__08_Cell_CP_55_IFN","ACTD","D1","0","IFN",4,4,8,0,0,0
"1122","D1ACTD_0H__08_Cell_CP_55_TNF","ACTD","D1","0","TNF",4,4,8,0,0,0
"1123","D1ACTD_0H__08_Cell_CP_56_IFN","ACTD","D1","0","IFN",4,4,8,0,0,0
"1124","D1ACTD_0H__08_Cell_CP_56_TNF","ACTD","D1","0","TNF",4,3,7,0,0,0
"1125","D1ACTD_0H__08_Cell_CP_58_IFN","ACTD","D1","0","IFN",4,2,6,0,0,0
"1126","D1ACTD_0H__08_Cell_CP_58_TNF","ACTD","D1","0","TNF",5,1,6,0,0,0
"1127","D1ACTD_0H__08_Cell_CP_59_IFN","ACTD","D1","0","IFN",3,4,7,0,0,0
"1128","D1ACTD_0H__08_Cell_CP_59_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1129","D1ACTD_0H__08_Cell_CP_60_IFN","ACTD","D1","0","IFN",4,2,6,0,0,0
"1130","D1ACTD_0H__08_Cell_CP_60_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1131","D1ACTD_0H__08_Cell_CP_61_IFN","ACTD","D1","0","IFN",4,5,9,0,0,0
"1132","D1ACTD_0H__08_Cell_CP_61_TNF","ACTD","D1","0","TNF",5,5,10,0,0,0
"1133","D1ACTD_0H__08_Cell_CP_62_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1134","D1ACTD_0H__08_Cell_CP_62_TNF","ACTD","D1","0","TNF",4,1,5,0,0,0
"1135","D1ACTD_0H__08_Cell_CP_63_IFN","ACTD","D1","0","IFN",9,7,16,0,0,0
"1136","D1ACTD_0H__08_Cell_CP_63_TNF","ACTD","D1","0","TNF",10,7,17,0,0,0
"1137","D1ACTD_0H__08_Cell_CP_65_IFN","ACTD","D1","0","IFN",2,8,10,0,0,0
"1138","D1ACTD_0H__08_Cell_CP_65_TNF","ACTD","D1","0","TNF",4,5,9,0,0,0
"1139","D1ACTD_0H__08_Cell_CP_66_IFN","ACTD","D1","0","IFN",5,4,9,0,0,0
"1140","D1ACTD_0H__08_Cell_CP_66_TNF","ACTD","D1","0","TNF",4,5,9,0,0,0
"1141","D1ACTD_0H__08_Cell_CP_67_IFN","ACTD","D1","0","IFN",2,3,5,0,0,0
"1142","D1ACTD_0H__08_Cell_CP_67_TNF","ACTD","D1","0","TNF",3,0,3,0,0,0
"1143","D1ACTD_0H__08_Cell_CP_68_IFN","ACTD","D1","0","IFN",8,1,9,0,0,0
"1144","D1ACTD_0H__08_Cell_CP_68_TNF","ACTD","D1","0","TNF",5,1,6,0,0,0
"1145","D1ACTD_0H__08_Cell_CP_69_IFN","ACTD","D1","0","IFN",0,1,1,0,0,0
"1146","D1ACTD_0H__08_Cell_CP_69_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1147","D1ACTD_0H__08_Cell_CP_7_IFN","ACTD","D1","0","IFN",4,2,6,0,0,0
"1148","D1ACTD_0H__08_Cell_CP_7_TNF","ACTD","D1","0","TNF",4,3,7,0,0,0
"1149","D1ACTD_0H__08_Cell_CP_70_IFN","ACTD","D1","0","IFN",3,12,15,0,0,0
"1150","D1ACTD_0H__08_Cell_CP_70_TNF","ACTD","D1","0","TNF",6,6,12,0,0,0
"1151","D1ACTD_0H__08_Cell_CP_71_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1152","D1ACTD_0H__08_Cell_CP_71_TNF","ACTD","D1","0","TNF",8,5,13,0,0,0
"1153","D1ACTD_0H__08_Cell_CP_73_IFN","ACTD","D1","0","IFN",2,2,4,0,0,0
"1154","D1ACTD_0H__08_Cell_CP_73_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1155","D1ACTD_0H__08_Cell_CP_75_IFN","ACTD","D1","0","IFN",5,4,9,0,0,0
"1156","D1ACTD_0H__08_Cell_CP_75_TNF","ACTD","D1","0","TNF",4,5,9,0,0,0
"1157","D1ACTD_0H__08_Cell_CP_76_IFN","ACTD","D1","0","IFN",3,5,8,0,0,0
"1158","D1ACTD_0H__08_Cell_CP_76_TNF","ACTD","D1","0","TNF",1,2,3,0,0,0
"1159","D1ACTD_0H__08_Cell_CP_77_IFN","ACTD","D1","0","IFN",1,5,6,0,0,0
"1160","D1ACTD_0H__08_Cell_CP_77_TNF","ACTD","D1","0","TNF",3,0,3,0,0,0
"1161","D1ACTD_0H__08_Cell_CP_78_IFN","ACTD","D1","0","IFN",2,2,4,0,0,0
"1162","D1ACTD_0H__08_Cell_CP_78_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1163","D1ACTD_0H__08_Cell_CP_79_IFN","ACTD","D1","0","IFN",4,6,10,0,0,0
"1164","D1ACTD_0H__08_Cell_CP_79_TNF","ACTD","D1","0","TNF",5,3,8,0,0,0
"1165","D1ACTD_0H__08_Cell_CP_8_IFN","ACTD","D1","0","IFN",1,2,3,0,0,0
"1166","D1ACTD_0H__08_Cell_CP_8_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1167","D1ACTD_0H__08_Cell_CP_80_IFN","ACTD","D1","0","IFN",8,3,11,0,0,0
"1168","D1ACTD_0H__08_Cell_CP_80_TNF","ACTD","D1","0","TNF",5,0,5,0,0,0
"1169","D1ACTD_0H__08_Cell_CP_81_IFN","ACTD","D1","0","IFN",3,0,3,0,0,0
"1170","D1ACTD_0H__08_Cell_CP_81_TNF","ACTD","D1","0","TNF",2,0,2,0,0,0
"1171","D1ACTD_0H__08_Cell_CP_82_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1172","D1ACTD_0H__08_Cell_CP_82_TNF","ACTD","D1","0","TNF",0,2,2,0,0,0
"1173","D1ACTD_0H__08_Cell_CP_84_IFN","ACTD","D1","0","IFN",5,7,12,0,0,0
"1174","D1ACTD_0H__08_Cell_CP_84_TNF","ACTD","D1","0","TNF",2,3,5,0,0,0
"1175","D1ACTD_0H__08_Cell_CP_85_IFN","ACTD","D1","0","IFN",9,0,9,0,0,0
"1176","D1ACTD_0H__08_Cell_CP_85_TNF","ACTD","D1","0","TNF",2,2,4,0,0,0
"1177","D1ACTD_0H__08_Cell_CP_87_IFN","ACTD","D1","0","IFN",8,13,21,0,0,0
"1178","D1ACTD_0H__08_Cell_CP_87_TNF","ACTD","D1","0","TNF",4,2,6,0,0,0
"1179","D1ACTD_0H__08_Cell_CP_88_IFN","ACTD","D1","0","IFN",5,1,6,0,0,0
"1180","D1ACTD_0H__08_Cell_CP_88_TNF","ACTD","D1","0","TNF",6,4,10,0,0,0
"1181","D1ACTD_0H__08_Cell_CP_89_IFN","ACTD","D1","0","IFN",6,3,9,0,0,0
"1182","D1ACTD_0H__08_Cell_CP_89_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1184","D1ACTD_0H__08_Cell_CP_9_TNF","ACTD","D1","0","TNF",1,1,2,0,0,0
"1185","D1ACTD_0H__08_Cell_CP_90_IFN","ACTD","D1","0","IFN",1,2,3,0,0,0
"1186","D1ACTD_0H__08_Cell_CP_90_TNF","ACTD","D1","0","TNF",2,3,5,0,0,0
"1187","D1ACTD_0H__08_Cell_CP_92_IFN","ACTD","D1","0","IFN",2,5,7,0,0,0
"1188","D1ACTD_0H__08_Cell_CP_92_TNF","ACTD","D1","0","TNF",5,2,7,0,0,0
"1189","D1ACTD_0H__08_Cell_CP_93_IFN","ACTD","D1","0","IFN",7,5,12,0,0,0
"1190","D1ACTD_0H__08_Cell_CP_93_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1191","D1ACTD_0H__08_Cell_CP_94_IFN","ACTD","D1","0","IFN",3,1,4,0,0,0
"1192","D1ACTD_0H__08_Cell_CP_94_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1193","D1ACTD_0H__08_Cell_CP_95_IFN","ACTD","D1","0","IFN",0,1,1,0,0,0
"1194","D1ACTD_0H__08_Cell_CP_95_TNF","ACTD","D1","0","TNF",3,2,5,0,0,0
"1195","D1ACTD_0H__09_Cell_CP_10_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1196","D1ACTD_0H__09_Cell_CP_10_TNF","ACTD","D1","0","TNF",5,0,5,0,0,0
"1197","D1ACTD_0H__09_Cell_CP_12_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1198","D1ACTD_0H__09_Cell_CP_12_TNF","ACTD","D1","0","TNF",3,3,6,0,0,0
"1199","D1ACTD_0H__09_Cell_CP_13_IFN","ACTD","D1","0","IFN",2,1,3,0,0,0
"1200","D1ACTD_0H__09_Cell_CP_13_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1201","D1ACTD_0H__09_Cell_CP_14_IFN","ACTD","D1","0","IFN",2,2,4,0,0,0
"1202","D1ACTD_0H__09_Cell_CP_14_TNF","ACTD","D1","0","TNF",7,6,13,0,0,0
"1204","D1ACTD_0H__09_Cell_CP_15_TNF","ACTD","D1","0","TNF",1,0,1,0,0,0
"1205","D1ACTD_0H__09_Cell_CP_16_IFN","ACTD","D1","0","IFN",4,0,4,0,0,0
"1206","D1ACTD_0H__09_Cell_CP_16_TNF","ACTD","D1","0","TNF",4,2,6,0,0,0
"1207","D1ACTD_0H__09_Cell_CP_17_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1208","D1ACTD_0H__09_Cell_CP_17_TNF","ACTD","D1","0","TNF",2,0,2,0,0,0
"1209","D1ACTD_0H__09_Cell_CP_18_IFN","ACTD","D1","0","IFN",1,2,3,0,0,0
"1210","D1ACTD_0H__09_Cell_CP_18_TNF","ACTD","D1","0","TNF",1,0,1,0,0,0
"1211","D1ACTD_0H__09_Cell_CP_19_IFN","ACTD","D1","0","IFN",1,4,5,0,0,0
"1212","D1ACTD_0H__09_Cell_CP_19_TNF","ACTD","D1","0","TNF",5,6,11,0,0,0
"1213","D1ACTD_0H__09_Cell_CP_21_IFN","ACTD","D1","0","IFN",0,1,1,0,0,0
"1214","D1ACTD_0H__09_Cell_CP_21_TNF","ACTD","D1","0","TNF",4,0,4,0,0,0
"1215","D1ACTD_0H__09_Cell_CP_22_IFN","ACTD","D1","0","IFN",4,1,5,0,0,0
"1216","D1ACTD_0H__09_Cell_CP_22_TNF","ACTD","D1","0","TNF",6,0,6,0,0,0
"1217","D1ACTD_0H__09_Cell_CP_23_IFN","ACTD","D1","0","IFN",0,1,1,0,0,0
"1218","D1ACTD_0H__09_Cell_CP_23_TNF","ACTD","D1","0","TNF",2,0,2,0,0,0
"1219","D1ACTD_0H__09_Cell_CP_24_IFN","ACTD","D1","0","IFN",1,0,1,0,0,0
"1220","D1ACTD_0H__09_Cell_CP_24_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1221","D1ACTD_0H__09_Cell_CP_25_IFN","ACTD","D1","0","IFN",2,2,4,0,0,0
"1222","D1ACTD_0H__09_Cell_CP_25_TNF","ACTD","D1","0","TNF",4,1,5,0,0,0
"1223","D1ACTD_0H__09_Cell_CP_26_IFN","ACTD","D1","0","IFN",5,0,5,0,0,0
"1224","D1ACTD_0H__09_Cell_CP_26_TNF","ACTD","D1","0","TNF",6,1,7,0,0,0
"1225","D1ACTD_0H__09_Cell_CP_27_IFN","ACTD","D1","0","IFN",3,1,4,0,0,0
"1226","D1ACTD_0H__09_Cell_CP_27_TNF","ACTD","D1","0","TNF",2,4,6,0,0,0
"1228","D1ACTD_0H__09_Cell_CP_28_TNF","ACTD","D1","0","TNF",2,1,3,0,0,0
"1229","D1ACTD_0H__09_Cell_CP_29_IFN","ACTD","D1","0","IFN",3,0,3,0,0,0
"1230","D1ACTD_0H__09_Cell_CP_29_TNF","ACTD","D1","0","TNF",10,2,12,0,0,0
"1231","D1ACTD_0H__09_Cell_CP_30_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
"1232","D1ACTD_0H__09_Cell_CP_30_TNF","ACTD","D1","0","TNF",2,2,4,0,0,0
"1233","D1ACTD_0H__09_Cell_CP_31_IFN","ACTD","D1","0","IFN",1,4,5,0,0,0
"1234","D1ACTD_0H__09_Cell_CP_31_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1235","D1ACTD_0H__09_Cell_CP_32_IFN","ACTD","D1","0","IFN",2,1,3,0,0,0
"1236","D1ACTD_0H__09_Cell_CP_32_TNF","ACTD","D1","0","TNF",1,3,4,0,0,0
"1237","D1ACTD_0H__09_Cell_CP_33_IFN","ACTD","D1","0","IFN",2,1,3,0,0,0
"1238","D1ACTD_0H__09_Cell_CP_33_TNF","ACTD","D1","0","TNF",0,1,1,0,0,0
"1240","D1ACTD_0H__09_Cell_CP_34_TNF","ACTD","D1","0","TNF",3,1,4,0,0,0
"1241","D1ACTD_0H__09_Cell_CP_35_IFN","ACTD","D1","0","IFN",5,1,6,0,0,0
"1242","D1ACTD_0H__09_Cell_CP_35_TNF","ACTD","D1","0","TNF",1,0,1,0,0,0
"1243","D1ACTD_0H__09_Cell_CP_36_IFN","ACTD","D1","0","IFN",5,0,5,0,0,0
"1244","D1ACTD_0H__09_Cell_CP_36_TNF","ACTD","D1","0","TNF",8,1,9,0,0,0
"1245","D1ACTD_0H__09_Cell_CP_37_IFN","ACTD","D1","0","IFN",8,5,13,0,0,0
"1246","D1ACTD_0H__09_Cell_CP_37_TNF","ACTD","D1","0","TNF",5,0,5,0,0,0
"1247","D1ACTD_0H__09_Cell_CP_38_IFN","ACTD","D1","0","IFN",2,4,6,0,0,0
"1248","D1ACTD_0H__09_Cell_CP_38_TNF","ACTD","D1","0","TNF",2,4,6,0,0,0
"1249","D1ACTD_0H__09_Cell_CP_39_IFN","ACTD","D1","0","IFN",3,1,4,0,0,0
"1250","D1ACTD_0H__09_Cell_CP_39_TNF","ACTD","D1","0","TNF",3,0,3,0,0,0
"1251","D1ACTD_0H__09_Cell_CP_40_IFN","ACTD","D1","0","IFN",1,1,2,0,0,0
