"","ID","sample","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"6113","D1CHX_0H__04_Cell_CP_45_IFN","CHX","D1","0","IFN",15,10,25,0,0,0
"6114","D1CHX_0H__04_Cell_CP_45_TNF","CHX","D1","0","TNF",17,13,30,0,0,0
"6115","D1CHX_0H__04_Cell_CP_46_IFN","CHX","D1","0","IFN",6,1,7,0,0,0
"6116","D1CHX_0H__04_Cell_CP_46_TNF","CHX","D1","0","TNF",6,2,8,0,0,0
"6117","D1CHX_0H__04_Cell_CP_47_IFN","CHX","D1","0","IFN",5,5,10,0,0,0
"6118","D1CHX_0H__04_Cell_CP_47_TNF","CHX","D1","0","TNF",6,4,10,5,0,5
"6119","D1CHX_0H__04_Cell_CP_48_IFN","CHX","D1","0","IFN",6,6,12,0,0,0
"6120","D1CHX_0H__04_Cell_CP_48_TNF","CHX","D1","0","TNF",18,8,26,0,0,0
"6121","D1CHX_0H__04_Cell_CP_49_IFN","CHX","D1","0","IFN",3,1,4,0,0,0
"6122","D1CHX_0H__04_Cell_CP_49_TNF","CHX","D1","0","TNF",5,0,5,0,0,0
"6123","D1CHX_0H__04_Cell_CP_50_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6124","D1CHX_0H__04_Cell_CP_50_TNF","CHX","D1","0","TNF",4,3,7,0,0,0
"6125","D1CHX_0H__04_Cell_CP_51_IFN","CHX","D1","0","IFN",8,2,10,0,0,0
"6126","D1CHX_0H__04_Cell_CP_51_TNF","CHX","D1","0","TNF",11,1,12,0,0,0
"6127","D1CHX_0H__04_Cell_CP_52_IFN","CHX","D1","0","IFN",4,5,9,0,0,0
"6128","D1CHX_0H__04_Cell_CP_52_TNF","CHX","D1","0","TNF",7,6,13,0,0,0
"6129","D1CHX_0H__04_Cell_CP_53_IFN","CHX","D1","0","IFN",11,4,15,0,0,0
"6130","D1CHX_0H__04_Cell_CP_53_TNF","CHX","D1","0","TNF",8,2,10,0,0,0
"6131","D1CHX_0H__04_Cell_CP_54_IFN","CHX","D1","0","IFN",5,6,11,0,0,0
"6132","D1CHX_0H__04_Cell_CP_54_TNF","CHX","D1","0","TNF",3,4,7,0,0,0
"6133","D1CHX_0H__04_Cell_CP_55_IFN","CHX","D1","0","IFN",5,0,5,0,0,0
"6134","D1CHX_0H__04_Cell_CP_55_TNF","CHX","D1","0","TNF",3,2,5,0,0,0
"6135","D1CHX_0H__04_Cell_CP_58_IFN","CHX","D1","0","IFN",9,16,25,0,0,0
"6136","D1CHX_0H__04_Cell_CP_58_TNF","CHX","D1","0","TNF",5,3,8,0,0,0
"6137","D1CHX_0H__04_Cell_CP_59_IFN","CHX","D1","0","IFN",16,5,21,0,0,0
"6138","D1CHX_0H__04_Cell_CP_59_TNF","CHX","D1","0","TNF",13,3,16,0,0,0
"6139","D1CHX_0H__04_Cell_CP_6_IFN","CHX","D1","0","IFN",0,4,4,0,0,0
"6140","D1CHX_0H__04_Cell_CP_6_TNF","CHX","D1","0","TNF",2,3,5,0,0,0
"6141","D1CHX_0H__04_Cell_CP_60_IFN","CHX","D1","0","IFN",10,3,13,0,0,0
"6142","D1CHX_0H__04_Cell_CP_60_TNF","CHX","D1","0","TNF",4,7,11,0,0,0
"6143","D1CHX_0H__04_Cell_CP_61_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6144","D1CHX_0H__04_Cell_CP_61_TNF","CHX","D1","0","TNF",12,2,14,0,0,0
"6145","D1CHX_0H__04_Cell_CP_62_IFN","CHX","D1","0","IFN",7,7,14,0,0,0
"6146","D1CHX_0H__04_Cell_CP_62_TNF","CHX","D1","0","TNF",5,8,13,0,0,0
"6147","D1CHX_0H__04_Cell_CP_63_IFN","CHX","D1","0","IFN",7,2,9,0,0,0
"6148","D1CHX_0H__04_Cell_CP_63_TNF","CHX","D1","0","TNF",5,5,10,0,0,0
"6149","D1CHX_0H__04_Cell_CP_64_IFN","CHX","D1","0","IFN",5,4,9,0,0,0
"6150","D1CHX_0H__04_Cell_CP_64_TNF","CHX","D1","0","TNF",6,5,11,0,0,0
"6151","D1CHX_0H__04_Cell_CP_65_IFN","CHX","D1","0","IFN",11,20,31,0,0,0
"6152","D1CHX_0H__04_Cell_CP_65_TNF","CHX","D1","0","TNF",14,8,22,0,0,0
"6153","D1CHX_0H__04_Cell_CP_66_IFN","CHX","D1","0","IFN",0,4,4,0,0,0
"6154","D1CHX_0H__04_Cell_CP_66_TNF","CHX","D1","0","TNF",3,2,5,0,0,0
"6155","D1CHX_0H__04_Cell_CP_67_IFN","CHX","D1","0","IFN",10,3,13,0,0,0
"6156","D1CHX_0H__04_Cell_CP_67_TNF","CHX","D1","0","TNF",6,1,7,0,0,0
"6157","D1CHX_0H__04_Cell_CP_68_IFN","CHX","D1","0","IFN",15,10,25,0,0,0
"6158","D1CHX_0H__04_Cell_CP_68_TNF","CHX","D1","0","TNF",12,8,20,0,0,0
"6159","D1CHX_0H__04_Cell_CP_69_IFN","CHX","D1","0","IFN",4,6,10,0,0,0
"6160","D1CHX_0H__04_Cell_CP_69_TNF","CHX","D1","0","TNF",3,1,4,0,0,0
"6161","D1CHX_0H__04_Cell_CP_7_IFN","CHX","D1","0","IFN",4,8,12,0,0,0
"6162","D1CHX_0H__04_Cell_CP_7_TNF","CHX","D1","0","TNF",11,9,20,0,0,0
"6163","D1CHX_0H__04_Cell_CP_70_IFN","CHX","D1","0","IFN",6,8,14,0,0,0
"6164","D1CHX_0H__04_Cell_CP_70_TNF","CHX","D1","0","TNF",9,8,17,0,0,0
"6165","D1CHX_0H__04_Cell_CP_72_IFN","CHX","D1","0","IFN",9,5,14,0,0,0
"6166","D1CHX_0H__04_Cell_CP_72_TNF","CHX","D1","0","TNF",5,3,8,0,0,0
"6167","D1CHX_0H__04_Cell_CP_74_IFN","CHX","D1","0","IFN",8,5,13,0,0,0
"6168","D1CHX_0H__04_Cell_CP_74_TNF","CHX","D1","0","TNF",13,5,18,0,0,0
"6169","D1CHX_0H__04_Cell_CP_75_IFN","CHX","D1","0","IFN",2,6,8,0,0,0
"6170","D1CHX_0H__04_Cell_CP_75_TNF","CHX","D1","0","TNF",6,1,7,0,0,0
"6171","D1CHX_0H__04_Cell_CP_77_IFN","CHX","D1","0","IFN",4,1,5,0,0,0
"6172","D1CHX_0H__04_Cell_CP_77_TNF","CHX","D1","0","TNF",4,2,6,0,0,0
"6173","D1CHX_0H__04_Cell_CP_78_IFN","CHX","D1","0","IFN",8,0,8,0,0,0
"6174","D1CHX_0H__04_Cell_CP_78_TNF","CHX","D1","0","TNF",5,0,5,0,0,0
"6175","D1CHX_0H__04_Cell_CP_79_IFN","CHX","D1","0","IFN",4,2,6,0,0,0
"6176","D1CHX_0H__04_Cell_CP_79_TNF","CHX","D1","0","TNF",1,3,4,0,0,0
"6177","D1CHX_0H__04_Cell_CP_8_IFN","CHX","D1","0","IFN",4,3,7,0,0,0
"6178","D1CHX_0H__04_Cell_CP_8_TNF","CHX","D1","0","TNF",13,4,17,3,4,7
"6179","D1CHX_0H__04_Cell_CP_80_IFN","CHX","D1","0","IFN",7,8,15,0,0,0
"6180","D1CHX_0H__04_Cell_CP_80_TNF","CHX","D1","0","TNF",3,4,7,0,0,0
"6181","D1CHX_0H__04_Cell_CP_81_IFN","CHX","D1","0","IFN",1,2,3,0,0,0
"6182","D1CHX_0H__04_Cell_CP_81_TNF","CHX","D1","0","TNF",1,1,2,0,0,0
"6183","D1CHX_0H__04_Cell_CP_82_IFN","CHX","D1","0","IFN",6,6,12,0,0,0
"6184","D1CHX_0H__04_Cell_CP_82_TNF","CHX","D1","0","TNF",9,3,12,0,0,0
"6185","D1CHX_0H__04_Cell_CP_83_IFN","CHX","D1","0","IFN",3,8,11,0,0,0
"6186","D1CHX_0H__04_Cell_CP_83_TNF","CHX","D1","0","TNF",1,6,7,0,0,0
"6187","D1CHX_0H__04_Cell_CP_84_IFN","CHX","D1","0","IFN",6,7,13,0,0,0
"6188","D1CHX_0H__04_Cell_CP_84_TNF","CHX","D1","0","TNF",6,4,10,0,0,0
"6189","D1CHX_0H__04_Cell_CP_85_IFN","CHX","D1","0","IFN",3,0,3,0,0,0
"6190","D1CHX_0H__04_Cell_CP_85_TNF","CHX","D1","0","TNF",3,1,4,0,0,0
"6191","D1CHX_0H__04_Cell_CP_9_IFN","CHX","D1","0","IFN",3,2,5,0,0,0
"6192","D1CHX_0H__04_Cell_CP_9_TNF","CHX","D1","0","TNF",15,3,18,0,0,0
"6193","D1CHX_0H__05_Cell_CP_10_IFN","CHX","D1","0","IFN",4,4,8,0,0,0
"6194","D1CHX_0H__05_Cell_CP_10_TNF","CHX","D1","0","TNF",2,3,5,0,0,0
"6195","D1CHX_0H__05_Cell_CP_12_IFN","CHX","D1","0","IFN",0,1,1,0,0,0
"6196","D1CHX_0H__05_Cell_CP_12_TNF","CHX","D1","0","TNF",3,1,4,5,0,5
"6197","D1CHX_0H__05_Cell_CP_13_IFN","CHX","D1","0","IFN",5,9,14,0,0,0
"6198","D1CHX_0H__05_Cell_CP_13_TNF","CHX","D1","0","TNF",6,3,9,0,0,0
"6199","D1CHX_0H__05_Cell_CP_14_IFN","CHX","D1","0","IFN",8,5,13,0,0,0
"6200","D1CHX_0H__05_Cell_CP_14_TNF","CHX","D1","0","TNF",5,5,10,0,0,0
"6201","D1CHX_0H__05_Cell_CP_15_IFN","CHX","D1","0","IFN",9,6,15,0,0,0
"6202","D1CHX_0H__05_Cell_CP_15_TNF","CHX","D1","0","TNF",10,9,19,4,3,7
"6203","D1CHX_0H__05_Cell_CP_17_IFN","CHX","D1","0","IFN",13,3,16,0,0,0
"6204","D1CHX_0H__05_Cell_CP_17_TNF","CHX","D1","0","TNF",12,6,18,0,0,0
"6205","D1CHX_0H__05_Cell_CP_18_IFN","CHX","D1","0","IFN",10,0,10,0,0,0
"6206","D1CHX_0H__05_Cell_CP_18_TNF","CHX","D1","0","TNF",5,1,6,0,0,0
"6207","D1CHX_0H__05_Cell_CP_19_IFN","CHX","D1","0","IFN",7,6,13,0,0,0
"6208","D1CHX_0H__05_Cell_CP_19_TNF","CHX","D1","0","TNF",13,10,23,0,0,0
"6209","D1CHX_0H__05_Cell_CP_2_IFN","CHX","D1","0","IFN",5,4,9,0,0,0
"6210","D1CHX_0H__05_Cell_CP_2_TNF","CHX","D1","0","TNF",4,3,7,0,0,0
"6211","D1CHX_0H__05_Cell_CP_20_IFN","CHX","D1","0","IFN",4,6,10,0,0,0
"6212","D1CHX_0H__05_Cell_CP_20_TNF","CHX","D1","0","TNF",5,12,17,0,0,0
"6213","D1CHX_0H__05_Cell_CP_21_IFN","CHX","D1","0","IFN",5,6,11,0,0,0
"6214","D1CHX_0H__05_Cell_CP_21_TNF","CHX","D1","0","TNF",10,4,14,0,0,0
"6215","D1CHX_0H__05_Cell_CP_24_IFN","CHX","D1","0","IFN",8,4,12,0,0,0
"6216","D1CHX_0H__05_Cell_CP_24_TNF","CHX","D1","0","TNF",7,5,12,0,0,0
"6217","D1CHX_0H__05_Cell_CP_25_IFN","CHX","D1","0","IFN",3,1,4,0,0,0
"6218","D1CHX_0H__05_Cell_CP_25_TNF","CHX","D1","0","TNF",6,3,9,0,0,0
"6219","D1CHX_0H__05_Cell_CP_26_IFN","CHX","D1","0","IFN",7,12,19,0,0,0
"6220","D1CHX_0H__05_Cell_CP_26_TNF","CHX","D1","0","TNF",11,5,16,0,0,0
"6221","D1CHX_0H__05_Cell_CP_27_IFN","CHX","D1","0","IFN",4,10,14,0,0,0
"6222","D1CHX_0H__05_Cell_CP_27_TNF","CHX","D1","0","TNF",6,9,15,0,0,0
"6223","D1CHX_0H__05_Cell_CP_29_IFN","CHX","D1","0","IFN",9,4,13,0,0,0
"6224","D1CHX_0H__05_Cell_CP_29_TNF","CHX","D1","0","TNF",11,5,16,0,0,0
"6225","D1CHX_0H__05_Cell_CP_30_IFN","CHX","D1","0","IFN",8,1,9,0,0,0
"6226","D1CHX_0H__05_Cell_CP_30_TNF","CHX","D1","0","TNF",7,5,12,0,0,0
"6227","D1CHX_0H__05_Cell_CP_31_IFN","CHX","D1","0","IFN",13,9,22,0,0,0
"6228","D1CHX_0H__05_Cell_CP_31_TNF","CHX","D1","0","TNF",18,9,27,0,0,0
"6229","D1CHX_0H__05_Cell_CP_32_IFN","CHX","D1","0","IFN",4,6,10,0,0,0
"6230","D1CHX_0H__05_Cell_CP_32_TNF","CHX","D1","0","TNF",17,6,23,0,0,0
"6231","D1CHX_0H__05_Cell_CP_33_IFN","CHX","D1","0","IFN",2,0,2,0,0,0
"6232","D1CHX_0H__05_Cell_CP_33_TNF","CHX","D1","0","TNF",3,0,3,0,0,0
"6233","D1CHX_0H__05_Cell_CP_34_IFN","CHX","D1","0","IFN",3,6,9,0,0,0
"6234","D1CHX_0H__05_Cell_CP_34_TNF","CHX","D1","0","TNF",12,0,12,0,0,0
"6235","D1CHX_0H__05_Cell_CP_35_IFN","CHX","D1","0","IFN",12,5,17,0,0,0
"6236","D1CHX_0H__05_Cell_CP_35_TNF","CHX","D1","0","TNF",4,1,5,3,0,3
"6237","D1CHX_0H__05_Cell_CP_36_IFN","CHX","D1","0","IFN",3,8,11,0,0,0
"6238","D1CHX_0H__05_Cell_CP_36_TNF","CHX","D1","0","TNF",18,5,23,0,0,0
"6239","D1CHX_0H__05_Cell_CP_38_IFN","CHX","D1","0","IFN",12,22,34,0,0,0
"6240","D1CHX_0H__05_Cell_CP_38_TNF","CHX","D1","0","TNF",11,7,18,0,0,0
"6241","D1CHX_0H__05_Cell_CP_39_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6242","D1CHX_0H__05_Cell_CP_39_TNF","CHX","D1","0","TNF",11,1,12,0,0,0
"6243","D1CHX_0H__05_Cell_CP_4_IFN","CHX","D1","0","IFN",0,1,1,0,0,0
"6244","D1CHX_0H__05_Cell_CP_4_TNF","CHX","D1","0","TNF",2,5,7,0,0,0
"6245","D1CHX_0H__05_Cell_CP_40_IFN","CHX","D1","0","IFN",7,5,12,0,0,0
"6246","D1CHX_0H__05_Cell_CP_40_TNF","CHX","D1","0","TNF",8,9,17,0,0,0
"6247","D1CHX_0H__05_Cell_CP_41_IFN","CHX","D1","0","IFN",13,2,15,0,0,0
"6248","D1CHX_0H__05_Cell_CP_41_TNF","CHX","D1","0","TNF",7,3,10,0,0,0
"6249","D1CHX_0H__05_Cell_CP_42_IFN","CHX","D1","0","IFN",15,3,18,0,0,0
"6250","D1CHX_0H__05_Cell_CP_42_TNF","CHX","D1","0","TNF",12,3,15,0,0,0
"6251","D1CHX_0H__05_Cell_CP_43_IFN","CHX","D1","0","IFN",5,11,16,0,0,0
"6252","D1CHX_0H__05_Cell_CP_43_TNF","CHX","D1","0","TNF",9,3,12,0,0,0
"6253","D1CHX_0H__05_Cell_CP_44_IFN","CHX","D1","0","IFN",6,4,10,0,0,0
"6254","D1CHX_0H__05_Cell_CP_44_TNF","CHX","D1","0","TNF",7,9,16,0,0,0
"6255","D1CHX_0H__05_Cell_CP_45_IFN","CHX","D1","0","IFN",5,2,7,0,0,0
"6256","D1CHX_0H__05_Cell_CP_45_TNF","CHX","D1","0","TNF",9,0,9,0,0,0
"6257","D1CHX_0H__05_Cell_CP_46_IFN","CHX","D1","0","IFN",12,7,19,0,0,0
"6258","D1CHX_0H__05_Cell_CP_46_TNF","CHX","D1","0","TNF",13,6,19,0,0,0
"6259","D1CHX_0H__05_Cell_CP_47_IFN","CHX","D1","0","IFN",2,5,7,0,0,0
"6260","D1CHX_0H__05_Cell_CP_47_TNF","CHX","D1","0","TNF",8,13,21,4,0,4
"6261","D1CHX_0H__05_Cell_CP_5_IFN","CHX","D1","0","IFN",6,5,11,0,0,0
"6262","D1CHX_0H__05_Cell_CP_5_TNF","CHX","D1","0","TNF",6,3,9,0,0,0
"6263","D1CHX_0H__05_Cell_CP_51_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6264","D1CHX_0H__05_Cell_CP_51_TNF","CHX","D1","0","TNF",12,3,15,0,0,0
"6265","D1CHX_0H__05_Cell_CP_52_IFN","CHX","D1","0","IFN",12,0,12,0,0,0
"6266","D1CHX_0H__05_Cell_CP_52_TNF","CHX","D1","0","TNF",7,5,12,0,0,0
"6267","D1CHX_0H__05_Cell_CP_53_IFN","CHX","D1","0","IFN",7,5,12,0,0,0
"6268","D1CHX_0H__05_Cell_CP_53_TNF","CHX","D1","0","TNF",4,3,7,4,4,8
"6269","D1CHX_0H__05_Cell_CP_55_IFN","CHX","D1","0","IFN",5,11,16,0,0,0
"6270","D1CHX_0H__05_Cell_CP_55_TNF","CHX","D1","0","TNF",6,1,7,0,0,0
"6271","D1CHX_0H__05_Cell_CP_56_IFN","CHX","D1","0","IFN",16,5,21,0,0,0
"6272","D1CHX_0H__05_Cell_CP_56_TNF","CHX","D1","0","TNF",7,1,8,0,0,0
"6273","D1CHX_0H__05_Cell_CP_57_IFN","CHX","D1","0","IFN",9,14,23,0,0,0
"6274","D1CHX_0H__05_Cell_CP_57_TNF","CHX","D1","0","TNF",8,9,17,0,0,0
"6275","D1CHX_0H__05_Cell_CP_58_IFN","CHX","D1","0","IFN",8,6,14,0,0,0
"6276","D1CHX_0H__05_Cell_CP_58_TNF","CHX","D1","0","TNF",3,7,10,0,0,0
"6277","D1CHX_0H__05_Cell_CP_59_IFN","CHX","D1","0","IFN",8,2,10,0,0,0
"6278","D1CHX_0H__05_Cell_CP_59_TNF","CHX","D1","0","TNF",11,4,15,0,0,0
"6279","D1CHX_0H__05_Cell_CP_6_IFN","CHX","D1","0","IFN",6,6,12,0,0,0
"6280","D1CHX_0H__05_Cell_CP_6_TNF","CHX","D1","0","TNF",3,5,8,0,0,0
"6281","D1CHX_0H__05_Cell_CP_60_IFN","CHX","D1","0","IFN",6,1,7,0,0,0
"6282","D1CHX_0H__05_Cell_CP_60_TNF","CHX","D1","0","TNF",1,4,5,0,0,0
"6283","D1CHX_0H__05_Cell_CP_61_IFN","CHX","D1","0","IFN",11,10,21,0,0,0
"6284","D1CHX_0H__05_Cell_CP_61_TNF","CHX","D1","0","TNF",20,10,30,0,0,0
"6285","D1CHX_0H__05_Cell_CP_63_IFN","CHX","D1","0","IFN",9,13,22,0,0,0
"6286","D1CHX_0H__05_Cell_CP_63_TNF","CHX","D1","0","TNF",3,5,8,0,0,0
"6287","D1CHX_0H__05_Cell_CP_64_IFN","CHX","D1","0","IFN",4,8,12,0,0,0
"6288","D1CHX_0H__05_Cell_CP_64_TNF","CHX","D1","0","TNF",3,0,3,0,0,0
"6289","D1CHX_0H__05_Cell_CP_65_IFN","CHX","D1","0","IFN",14,1,15,0,0,0
"6290","D1CHX_0H__05_Cell_CP_65_TNF","CHX","D1","0","TNF",10,1,11,0,0,0
"6291","D1CHX_0H__05_Cell_CP_66_IFN","CHX","D1","0","IFN",12,0,12,0,0,0
"6292","D1CHX_0H__05_Cell_CP_66_TNF","CHX","D1","0","TNF",7,4,11,0,0,0
"6293","D1CHX_0H__05_Cell_CP_67_IFN","CHX","D1","0","IFN",7,2,9,0,0,0
"6294","D1CHX_0H__05_Cell_CP_67_TNF","CHX","D1","0","TNF",1,2,3,0,0,0
"6295","D1CHX_0H__05_Cell_CP_68_IFN","CHX","D1","0","IFN",10,14,24,0,0,0
"6296","D1CHX_0H__05_Cell_CP_68_TNF","CHX","D1","0","TNF",5,4,9,0,0,0
"6297","D1CHX_0H__05_Cell_CP_69_IFN","CHX","D1","0","IFN",14,5,19,0,0,0
"6298","D1CHX_0H__05_Cell_CP_69_TNF","CHX","D1","0","TNF",14,4,18,0,0,0
"6299","D1CHX_0H__05_Cell_CP_70_IFN","CHX","D1","0","IFN",16,9,25,0,0,0
"6300","D1CHX_0H__05_Cell_CP_70_TNF","CHX","D1","0","TNF",16,4,20,0,0,0
"6301","D1CHX_0H__05_Cell_CP_71_IFN","CHX","D1","0","IFN",15,5,20,0,0,0
"6302","D1CHX_0H__05_Cell_CP_71_TNF","CHX","D1","0","TNF",13,0,13,0,0,0
"6303","D1CHX_0H__05_Cell_CP_72_IFN","CHX","D1","0","IFN",5,1,6,0,0,0
"6304","D1CHX_0H__05_Cell_CP_72_TNF","CHX","D1","0","TNF",2,0,2,0,0,0
"6305","D1CHX_0H__05_Cell_CP_73_IFN","CHX","D1","0","IFN",7,11,18,0,0,0
"6306","D1CHX_0H__05_Cell_CP_73_TNF","CHX","D1","0","TNF",5,7,12,0,0,0
"6307","D1CHX_0H__05_Cell_CP_74_IFN","CHX","D1","0","IFN",9,7,16,0,0,0
"6308","D1CHX_0H__05_Cell_CP_74_TNF","CHX","D1","0","TNF",7,1,8,0,0,0
"6309","D1CHX_0H__05_Cell_CP_75_IFN","CHX","D1","0","IFN",10,14,24,0,0,0
"6310","D1CHX_0H__05_Cell_CP_75_TNF","CHX","D1","0","TNF",11,2,13,0,0,0
"6311","D1CHX_0H__05_Cell_CP_76_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6312","D1CHX_0H__05_Cell_CP_76_TNF","CHX","D1","0","TNF",9,1,10,0,0,0
"6313","D1CHX_0H__05_Cell_CP_77_IFN","CHX","D1","0","IFN",3,3,6,0,0,0
"6314","D1CHX_0H__05_Cell_CP_77_TNF","CHX","D1","0","TNF",4,1,5,0,0,0
"6315","D1CHX_0H__05_Cell_CP_79_IFN","CHX","D1","0","IFN",5,7,12,0,0,0
"6316","D1CHX_0H__05_Cell_CP_79_TNF","CHX","D1","0","TNF",6,0,6,0,0,0
"6317","D1CHX_0H__05_Cell_CP_8_IFN","CHX","D1","0","IFN",1,7,8,0,0,0
"6318","D1CHX_0H__05_Cell_CP_8_TNF","CHX","D1","0","TNF",3,2,5,0,0,0
"6319","D1CHX_0H__05_Cell_CP_80_IFN","CHX","D1","0","IFN",13,2,15,0,0,0
"6320","D1CHX_0H__05_Cell_CP_80_TNF","CHX","D1","0","TNF",9,6,15,0,0,0
"6321","D1CHX_0H__05_Cell_CP_81_IFN","CHX","D1","0","IFN",14,2,16,0,0,0
"6322","D1CHX_0H__05_Cell_CP_81_TNF","CHX","D1","0","TNF",7,1,8,0,0,0
"6323","D1CHX_0H__05_Cell_CP_82_IFN","CHX","D1","0","IFN",3,4,7,0,0,0
"6324","D1CHX_0H__05_Cell_CP_82_TNF","CHX","D1","0","TNF",3,6,9,0,0,0
"6325","D1CHX_0H__05_Cell_CP_83_IFN","CHX","D1","0","IFN",6,9,15,0,0,0
"6326","D1CHX_0H__05_Cell_CP_83_TNF","CHX","D1","0","TNF",5,8,13,0,0,0
"6327","D1CHX_0H__05_Cell_CP_85_IFN","CHX","D1","0","IFN",6,8,14,0,0,0
"6328","D1CHX_0H__05_Cell_CP_85_TNF","CHX","D1","0","TNF",8,4,12,0,0,0
"6329","D1CHX_0H__05_Cell_CP_86_IFN","CHX","D1","0","IFN",1,1,2,0,0,0
"6330","D1CHX_0H__05_Cell_CP_86_TNF","CHX","D1","0","TNF",7,2,9,0,0,0
"6331","D1CHX_0H__05_Cell_CP_87_IFN","CHX","D1","0","IFN",7,5,12,0,0,0
"6332","D1CHX_0H__05_Cell_CP_87_TNF","CHX","D1","0","TNF",8,3,11,0,0,0
"6333","D1CHX_0H__05_Cell_CP_9_IFN","CHX","D1","0","IFN",7,5,12,0,0,0
"6334","D1CHX_0H__05_Cell_CP_9_TNF","CHX","D1","0","TNF",2,7,9,0,0,0
"6335","D1CHX_0H__05_Cell_CP_90_IFN","CHX","D1","0","IFN",5,5,10,0,0,0
"6336","D1CHX_0H__05_Cell_CP_90_TNF","CHX","D1","0","TNF",3,2,5,0,0,0
"6337","D1CHX_0H__06_Cell_CP_10_IFN","CHX","D1","0","IFN",8,14,22,0,0,0
"6338","D1CHX_0H__06_Cell_CP_10_TNF","CHX","D1","0","TNF",9,4,13,0,0,0
"6339","D1CHX_0H__06_Cell_CP_11_IFN","CHX","D1","0","IFN",3,6,9,0,0,0
"6340","D1CHX_0H__06_Cell_CP_11_TNF","CHX","D1","0","TNF",3,2,5,0,0,0
"6341","D1CHX_0H__06_Cell_CP_12_IFN","CHX","D1","0","IFN",5,15,20,0,0,0
"6342","D1CHX_0H__06_Cell_CP_12_TNF","CHX","D1","0","TNF",11,4,15,0,0,0
"6343","D1CHX_0H__06_Cell_CP_13_IFN","CHX","D1","0","IFN",7,6,13,0,0,0
"6344","D1CHX_0H__06_Cell_CP_13_TNF","CHX","D1","0","TNF",9,3,12,0,0,0
"6345","D1CHX_0H__06_Cell_CP_14_IFN","CHX","D1","0","IFN",3,1,4,0,0,0
"6346","D1CHX_0H__06_Cell_CP_14_TNF","CHX","D1","0","TNF",2,4,6,0,0,0
"6347","D1CHX_0H__06_Cell_CP_15_IFN","CHX","D1","0","IFN",5,2,7,0,0,0
"6348","D1CHX_0H__06_Cell_CP_15_TNF","CHX","D1","0","TNF",4,0,4,0,0,0
"6349","D1CHX_0H__06_Cell_CP_17_IFN","CHX","D1","0","IFN",7,3,10,0,0,0
"6350","D1CHX_0H__06_Cell_CP_17_TNF","CHX","D1","0","TNF",7,1,8,0,0,0
"6351","D1CHX_0H__06_Cell_CP_18_IFN","CHX","D1","0","IFN",3,12,15,0,0,0
"6352","D1CHX_0H__06_Cell_CP_18_TNF","CHX","D1","0","TNF",3,3,6,0,0,0
"6353","D1CHX_0H__06_Cell_CP_19_IFN","CHX","D1","0","IFN",6,1,7,0,0,0
"6354","D1CHX_0H__06_Cell_CP_19_TNF","CHX","D1","0","TNF",11,4,15,0,0,0
"6355","D1CHX_0H__06_Cell_CP_20_IFN","CHX","D1","0","IFN",1,7,8,0,0,0
"6356","D1CHX_0H__06_Cell_CP_20_TNF","CHX","D1","0","TNF",4,3,7,0,0,0
"6357","D1CHX_0H__06_Cell_CP_22_IFN","CHX","D1","0","IFN",7,6,13,0,0,0
"6358","D1CHX_0H__06_Cell_CP_22_TNF","CHX","D1","0","TNF",9,3,12,0,0,0
"6359","D1CHX_0H__06_Cell_CP_23_IFN","CHX","D1","0","IFN",4,7,11,0,0,0
"6360","D1CHX_0H__06_Cell_CP_23_TNF","CHX","D1","0","TNF",4,4,8,0,0,0
"6361","D1CHX_0H__06_Cell_CP_25_IFN","CHX","D1","0","IFN",5,13,18,0,0,0
"6362","D1CHX_0H__06_Cell_CP_25_TNF","CHX","D1","0","TNF",7,6,13,0,0,0
"6363","D1CHX_0H__06_Cell_CP_26_IFN","CHX","D1","0","IFN",7,3,10,0,0,0
"6364","D1CHX_0H__06_Cell_CP_26_TNF","CHX","D1","0","TNF",10,7,17,0,0,0
"6365","D1CHX_0H__06_Cell_CP_27_IFN","CHX","D1","0","IFN",9,2,11,0,0,0
"6366","D1CHX_0H__06_Cell_CP_27_TNF","CHX","D1","0","TNF",7,3,10,0,0,0
"6367","D1CHX_0H__06_Cell_CP_28_IFN","CHX","D1","0","IFN",4,1,5,0,0,0
"6368","D1CHX_0H__06_Cell_CP_28_TNF","CHX","D1","0","TNF",9,2,11,0,0,0
"6369","D1CHX_0H__06_Cell_CP_29_IFN","CHX","D1","0","IFN",0,1,1,0,0,0
"6370","D1CHX_0H__06_Cell_CP_29_TNF","CHX","D1","0","TNF",1,0,1,0,0,0
"6371","D1CHX_0H__06_Cell_CP_3_IFN","CHX","D1","0","IFN",7,4,11,0,0,0
"6372","D1CHX_0H__06_Cell_CP_3_TNF","CHX","D1","0","TNF",4,11,15,0,0,0
"6373","D1CHX_0H__06_Cell_CP_31_IFN","CHX","D1","0","IFN",6,0,6,0,0,0
"6374","D1CHX_0H__06_Cell_CP_31_TNF","CHX","D1","0","TNF",4,2,6,0,0,0
