"","TNF","IFNG","Donor","timepoint","quadrant"
"216",854.853332519531,369.632049560547,"D3","0h","TNF_single_producer"
"217",675.006408691406,394.984191894531,"D3","0h","TNF_single_producer"
"218",719.244506835938,645.105041503906,"D3","0h","TNF_single_producer"
"219",703.270446777344,872.689025878906,"D3","0h","TNF_single_producer"
"220",642.753479003906,491.471923828125,"D3","0h","TNF_single_producer"
"221",688.757019042969,448.335540771484,"D3","0h","TNF_single_producer"
"222",738.730773925781,661.178649902344,"D3","0h","TNF_single_producer"
"223",689.163818359375,385.966339111328,"D3","0h","TNF_single_producer"
"224",636.407043457031,416.175323486328,"D3","0h","TNF_single_producer"
"225",921.905822753906,468.074340820312,"D3","0h","TNF_single_producer"
"226",1017.91925048828,413.438110351562,"D3","0h","TNF_single_producer"
"227",649.917236328125,551.490295410156,"D3","0h","TNF_single_producer"
"228",872.8359375,308.929016113281,"D3","0h","TNF_single_producer"
"229",715.760620117188,249.730453491211,"D3","0h","TNF_single_producer"
"230",633.34912109375,698.967224121094,"D3","0h","TNF_single_producer"
"231",656.12255859375,772.788146972656,"D3","0h","TNF_single_producer"
"232",631.641174316406,411.22021484375,"D3","0h","TNF_single_producer"
"233",646.908142089844,336.359191894531,"D3","0h","TNF_single_producer"
"234",649.27734375,491.091857910156,"D3","0h","TNF_single_producer"
"235",736.285217285156,537.8779296875,"D3","0h","TNF_single_producer"
"236",754.612243652344,710.547058105469,"D3","0h","TNF_single_producer"
"237",632.540283203125,411.056945800781,"D3","0h","TNF_single_producer"
"238",692.582214355469,854.158569335938,"D3","0h","TNF_single_producer"
"239",661.913208007812,583.283264160156,"D3","0h","TNF_single_producer"
"240",657.076843261719,529.716979980469,"D3","0h","TNF_single_producer"
"241",626.0322265625,310.434112548828,"D3","0h","TNF_single_producer"
"242",726.386047363281,694.812133789062,"D3","0h","TNF_single_producer"
"243",631.216247558594,592.781677246094,"D3","0h","TNF_single_producer"
"244",659.624633789062,421.380065917969,"D3","0h","TNF_single_producer"
"245",877.560363769531,454.341033935547,"D3","0h","TNF_single_producer"
"246",613.898498535156,684.857788085938,"D3","0h","TNF_single_producer"
"247",729.262268066406,535.597595214844,"D3","0h","TNF_single_producer"
"248",695.96923828125,354.134979248047,"D3","0h","TNF_single_producer"
"249",661.819885253906,330.187805175781,"D3","0h","TNF_single_producer"
"250",628.797912597656,757.075500488281,"D3","0h","TNF_single_producer"
"251",742.178833007812,622.113647460938,"D3","0h","TNF_single_producer"
"252",652.087707519531,474.994079589844,"D3","0h","TNF_single_producer"
"253",714.613525390625,498.423828125,"D3","0h","TNF_single_producer"
"254",770.984130859375,395.756500244141,"D3","0h","TNF_single_producer"
"255",653.301330566406,248.573333740234,"D3","0h","TNF_single_producer"
"256",615.012390136719,603.399963378906,"D3","0h","TNF_single_producer"
"257",630.881469726562,465.146789550781,"D3","0h","TNF_single_producer"
"258",805.811767578125,495.384185791016,"D3","0h","TNF_single_producer"
"259",831.901733398438,508.678131103516,"D3","0h","TNF_single_producer"
"260",1735.16271972656,697.070251464844,"D1","1h","TNF_single_producer"
"261",1724.27319335938,678.283203125,"D1","1h","TNF_single_producer"
"262",1857.96765136719,878.791870117188,"D1","1h","TNF_single_producer"
"263",3232.234375,887.025329589844,"D1","1h","TNF_single_producer"
"264",1851.99975585938,956.657409667969,"D1","1h","TNF_single_producer"
"265",672.216735839844,783.147216796875,"D1","1h","TNF_single_producer"
"266",1003.91851806641,901.805114746094,"D1","1h","TNF_single_producer"
"267",655.952880859375,760.907958984375,"D1","1h","TNF_single_producer"
"268",1125.40515136719,843.720336914062,"D1","1h","TNF_single_producer"
"269",707.580078125,734.659973144531,"D1","1h","TNF_single_producer"
"270",672.285827636719,350.040557861328,"D1","1h","TNF_single_producer"
"271",1777.44604492188,453.073577880859,"D1","1h","TNF_single_producer"
"272",1108.75708007812,998.770568847656,"D1","1h","TNF_single_producer"
"273",1231.07299804688,449.114166259766,"D1","1h","TNF_single_producer"
"274",650.890930175781,617.251831054688,"D1","1h","TNF_single_producer"
"275",1691.59484863281,478.0107421875,"D1","1h","TNF_single_producer"
"276",4832.67724609375,805.653625488281,"D1","1h","TNF_single_producer"
"277",615.686157226562,768.461364746094,"D1","1h","TNF_single_producer"
"278",611.105163574219,706.579406738281,"D1","1h","TNF_single_producer"
"279",760.534484863281,448.973358154297,"D1","1h","TNF_single_producer"
"280",619.148193359375,631.30224609375,"D1","1h","TNF_single_producer"
"281",692.514587402344,567.249206542969,"D1","1h","TNF_single_producer"
"282",854.40869140625,641.2568359375,"D1","1h","TNF_single_producer"
"283",1591.16235351562,414.514892578125,"D1","1h","TNF_single_producer"
"284",743.324890136719,983.24462890625,"D1","1h","TNF_single_producer"
"285",1054.18127441406,472.135711669922,"D1","1h","TNF_single_producer"
"286",627.582336425781,485.818267822266,"D1","1h","TNF_single_producer"
"287",1099.11584472656,515.411499023438,"D1","1h","TNF_single_producer"
"288",5474.537109375,854.043579101562,"D1","1h","TNF_single_producer"
"289",1383.85266113281,560.843139648438,"D1","1h","TNF_single_producer"
"290",1665.44750976562,396.016174316406,"D1","1h","TNF_single_producer"
"291",1115.95568847656,641.616760253906,"D1","1h","TNF_single_producer"
"292",738.317199707031,609.409240722656,"D1","1h","TNF_single_producer"
"293",1299.43212890625,291.659759521484,"D1","1h","TNF_single_producer"
"294",1087.27197265625,686.508544921875,"D1","1h","TNF_single_producer"
"295",656.382141113281,266.600402832031,"D1","1h","TNF_single_producer"
"296",605.367126464844,419.352294921875,"D1","1h","TNF_single_producer"
"297",622.943725585938,379.091979980469,"D1","1h","TNF_single_producer"
"298",1278.3486328125,706.519775390625,"D1","1h","TNF_single_producer"
"299",631.619384765625,844.823913574219,"D1","1h","TNF_single_producer"
"300",1666.46105957031,452.29736328125,"D1","1h","TNF_single_producer"
"301",861.515991210938,380.504669189453,"D1","1h","TNF_single_producer"
"302",991.978637695312,556.4619140625,"D1","1h","TNF_single_producer"
"303",618.593994140625,658.350463867188,"D1","1h","TNF_single_producer"
"304",1480.13671875,630.629272460938,"D1","1h","TNF_single_producer"
"305",630.451904296875,410.041900634766,"D1","1h","TNF_single_producer"
"306",678.606750488281,742.693481445312,"D1","1h","TNF_single_producer"
"307",1088.02575683594,727.461730957031,"D1","1h","TNF_single_producer"
"308",666.815734863281,739.734985351562,"D1","1h","TNF_single_producer"
"309",3197.31518554688,350.395690917969,"D1","1h","TNF_single_producer"
"310",885.205200195312,702.953918457031,"D1","1h","TNF_single_producer"
"311",742.967041015625,727.046813964844,"D1","1h","TNF_single_producer"
"312",2093.232421875,313.963134765625,"D1","1h","TNF_single_producer"
"313",802.9130859375,368.216857910156,"D1","1h","TNF_single_producer"
"314",1063.0361328125,891.919494628906,"D1","1h","TNF_single_producer"
"315",649.2392578125,599.264526367188,"D1","1h","TNF_single_producer"
"316",1191.73767089844,731.686584472656,"D1","1h","TNF_single_producer"
"317",958.404846191406,560.180236816406,"D1","1h","TNF_single_producer"
"318",1108.26110839844,276.904876708984,"D1","1h","TNF_single_producer"
"319",1082.36364746094,644.229187011719,"D1","1h","TNF_single_producer"
"320",829.866638183594,690.191711425781,"D1","1h","TNF_single_producer"
"321",2950.25756835938,548.6640625,"D1","1h","TNF_single_producer"
"322",632.034423828125,480.750122070312,"D1","1h","TNF_single_producer"
"323",2615.63623046875,515.593688964844,"D1","1h","TNF_single_producer"
"324",1428.33972167969,317.914764404297,"D1","1h","TNF_single_producer"
"325",644.949951171875,824.567749023438,"D1","1h","TNF_single_producer"
"326",870.591247558594,950.404296875,"D1","1h","TNF_single_producer"
"327",642.855712890625,843.424438476562,"D1","1h","TNF_single_producer"
"328",979.263122558594,859.106994628906,"D1","1h","TNF_single_producer"
"329",1155.12854003906,402.246704101562,"D1","1h","TNF_single_producer"
"330",2500.11572265625,445.876373291016,"D1","1h","TNF_single_producer"
"331",1115.369140625,746.733825683594,"D1","1h","TNF_single_producer"
"332",1025.19885253906,846.751770019531,"D1","1h","TNF_single_producer"
"333",842.582397460938,384.326019287109,"D1","1h","TNF_single_producer"
"334",3201.8271484375,797.061706542969,"D1","1h","TNF_single_producer"
"335",705.502319335938,310.667724609375,"D1","1h","TNF_single_producer"
"336",641.594970703125,630.364196777344,"D1","1h","TNF_single_producer"
"337",1626.78259277344,573.175720214844,"D1","1h","TNF_single_producer"
"338",3071.32690429688,811.502990722656,"D1","1h","TNF_single_producer"
"339",1425.83032226562,828.758850097656,"D1","1h","TNF_single_producer"
"340",786.737609863281,697.294067382812,"D1","1h","TNF_single_producer"
"341",833.891052246094,676.777282714844,"D1","1h","TNF_single_producer"
"342",1160.560546875,327.766082763672,"D1","1h","TNF_single_producer"
"343",691.450744628906,426.757202148438,"D1","1h","TNF_single_producer"
"344",4482.47314453125,709.324890136719,"D1","1h","TNF_single_producer"
"345",666.390319824219,736.951171875,"D1","1h","TNF_single_producer"
"346",1436.21411132812,546.256774902344,"D1","1h","TNF_single_producer"
"347",651.22021484375,577.122192382812,"D1","1h","TNF_single_producer"
"348",623.4130859375,398.722381591797,"D1","1h","TNF_single_producer"
"349",641.282836914062,236.677032470703,"D1","1h","TNF_single_producer"
"350",1212.89050292969,650.811401367188,"D1","1h","TNF_single_producer"
"351",1780.01086425781,905.20361328125,"D1","1h","TNF_single_producer"
"352",626.128051757812,731.852844238281,"D1","1h","TNF_single_producer"
"353",2049.6142578125,708.386474609375,"D1","1h","TNF_single_producer"
"354",1138.19799804688,206.504608154297,"D1","1h","TNF_single_producer"
"355",740.385925292969,713.471313476562,"D1","1h","TNF_single_producer"
"356",653.757019042969,259.031646728516,"D1","1h","TNF_single_producer"
"357",660.838439941406,456.724822998047,"D1","1h","TNF_single_producer"
"358",1335.40600585938,267.714904785156,"D1","1h","TNF_single_producer"
"359",645.905151367188,876.917907714844,"D1","1h","TNF_single_producer"
"360",4355.4345703125,553.114318847656,"D1","1h","TNF_single_producer"
"361",4799.58935546875,446.129821777344,"D1","1h","TNF_single_producer"
"362",951.989318847656,397.766418457031,"D1","1h","TNF_single_producer"
"363",629.867736816406,389.695587158203,"D1","1h","TNF_single_producer"
"364",657.001220703125,533.998413085938,"D1","1h","TNF_single_producer"
"365",1160.49365234375,364.13134765625,"D1","1h","TNF_single_producer"
"366",632.969299316406,941.150207519531,"D1","1h","TNF_single_producer"
"367",785.412353515625,603.169006347656,"D1","1h","TNF_single_producer"
"368",763.131408691406,380.483459472656,"D1","1h","TNF_single_producer"
"369",684.706115722656,469.046569824219,"D1","1h","TNF_single_producer"
"370",1123.48486328125,533.88330078125,"D1","1h","TNF_single_producer"
"371",650.185363769531,548.571960449219,"D1","1h","TNF_single_producer"
"372",689.381958007812,825.07373046875,"D1","1h","TNF_single_producer"
"373",1976.05065917969,594.725952148438,"D1","1h","TNF_single_producer"
"374",3109.26342773438,503.219360351562,"D1","1h","TNF_single_producer"
"375",609.529357910156,623.625122070312,"D1","1h","TNF_single_producer"
"376",2117.48706054688,553.132080078125,"D1","1h","TNF_single_producer"
"377",1106.0751953125,307.879150390625,"D1","1h","TNF_single_producer"
"378",714.610717773438,798.143188476562,"D1","1h","TNF_single_producer"
"379",623.443969726562,247.598403930664,"D1","1h","TNF_single_producer"
"380",2653.1044921875,484.024719238281,"D1","1h","TNF_single_producer"
"381",929.869995117188,873.334716796875,"D1","1h","TNF_single_producer"
"382",989.263122558594,434.114929199219,"D1","1h","TNF_single_producer"
"383",648.518737792969,454.820922851562,"D1","1h","TNF_single_producer"
"384",2009.86083984375,664.83154296875,"D1","1h","TNF_single_producer"
"385",643.403930664062,407.30712890625,"D1","1h","TNF_single_producer"
"386",862.380187988281,744.458251953125,"D1","1h","TNF_single_producer"
"387",1472.63232421875,617.939575195312,"D1","1h","TNF_single_producer"
"388",677.394104003906,545.035400390625,"D1","1h","TNF_single_producer"
"389",940.144653320312,524.268920898438,"D1","1h","TNF_single_producer"
"390",637.891357421875,609.817932128906,"D1","1h","TNF_single_producer"
"391",579.430541992188,563.917846679688,"D1","1h","TNF_single_producer"
"392",1256.24304199219,512.461669921875,"D1","1h","TNF_single_producer"
"393",675.023864746094,817.328735351562,"D1","1h","TNF_single_producer"
"394",612.531188964844,436.9208984375,"D1","1h","TNF_single_producer"
"395",985.235412597656,493.754425048828,"D1","1h","TNF_single_producer"
"396",1288.73486328125,697.492919921875,"D1","1h","TNF_single_producer"
"397",733.864379882812,524.815063476562,"D1","1h","TNF_single_producer"
"398",968.385375976562,474.69580078125,"D1","1h","TNF_single_producer"
"399",856.686645507812,415.725006103516,"D1","1h","TNF_single_producer"
"400",1345.7197265625,301.331359863281,"D1","1h","TNF_single_producer"
"401",2066.60424804688,900.791320800781,"D1","1h","TNF_single_producer"
"402",726.561096191406,594.697814941406,"D1","1h","TNF_single_producer"
"403",789.625305175781,632.714782714844,"D1","1h","TNF_single_producer"
"404",924.215942382812,372.192504882812,"D1","1h","TNF_single_producer"
"405",862.205932617188,387.224700927734,"D1","1h","TNF_single_producer"
"406",922.967529296875,893.688720703125,"D1","1h","TNF_single_producer"
"407",1552.00134277344,724.327819824219,"D1","1h","TNF_single_producer"
