"","ID","sample","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"24064","D2HuRKO_2H_05_Cell_CP_68_TNF","HuRKO","D2","2","TNF",1,10,11,0,0,0
"24065","D2HuRKO_2H_05_Cell_CP_69_IFN","HuRKO","D2","2","IFN",0,5,5,0,0,0
"24066","D2HuRKO_2H_05_Cell_CP_69_TNF","HuRKO","D2","2","TNF",24,57,81,7,6,13
"24069","D2HuRKO_2H_05_Cell_CP_70_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24070","D2HuRKO_2H_05_Cell_CP_70_TNF","HuRKO","D2","2","TNF",3,2,5,0,0,0
"24071","D2HuRKO_2H_05_Cell_CP_71_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24072","D2HuRKO_2H_05_Cell_CP_71_TNF","HuRKO","D2","2","TNF",4,30,34,0,0,0
"24073","D2HuRKO_2H_05_Cell_CP_72_IFN","HuRKO","D2","2","IFN",20,59,79,0,0,0
"24074","D2HuRKO_2H_05_Cell_CP_72_TNF","HuRKO","D2","2","TNF",11,69,80,0,0,0
"24075","D2HuRKO_2H_05_Cell_CP_73_IFN","HuRKO","D2","2","IFN",0,8,8,0,0,0
"24076","D2HuRKO_2H_05_Cell_CP_73_TNF","HuRKO","D2","2","TNF",31,60,91,0,0,0
"24077","D2HuRKO_2H_05_Cell_CP_74_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24078","D2HuRKO_2H_05_Cell_CP_74_TNF","HuRKO","D2","2","TNF",3,19,22,0,0,0
"24079","D2HuRKO_2H_05_Cell_CP_75_IFN","HuRKO","D2","2","IFN",0,8,8,0,0,0
"24080","D2HuRKO_2H_05_Cell_CP_75_TNF","HuRKO","D2","2","TNF",3,5,8,0,0,0
"24081","D2HuRKO_2H_05_Cell_CP_76_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24082","D2HuRKO_2H_05_Cell_CP_76_TNF","HuRKO","D2","2","TNF",3,8,11,11,18,29
"24084","D2HuRKO_2H_05_Cell_CP_77_TNF","HuRKO","D2","2","TNF",1,24,25,0,0,0
"24085","D2HuRKO_2H_05_Cell_CP_78_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24086","D2HuRKO_2H_05_Cell_CP_78_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24087","D2HuRKO_2H_05_Cell_CP_80_IFN","HuRKO","D2","2","IFN",17,60,77,0,0,0
"24088","D2HuRKO_2H_05_Cell_CP_80_TNF","HuRKO","D2","2","TNF",4,16,20,0,0,0
"24089","D2HuRKO_2H_05_Cell_CP_81_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24090","D2HuRKO_2H_05_Cell_CP_81_TNF","HuRKO","D2","2","TNF",25,67,92,0,0,0
"24091","D2HuRKO_2H_05_Cell_CP_82_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24092","D2HuRKO_2H_05_Cell_CP_82_TNF","HuRKO","D2","2","TNF",0,14,14,0,0,0
"24093","D2HuRKO_2H_05_Cell_CP_83_IFN","HuRKO","D2","2","IFN",1,8,9,0,0,0
"24094","D2HuRKO_2H_05_Cell_CP_83_TNF","HuRKO","D2","2","TNF",3,13,16,0,0,0
"24095","D2HuRKO_2H_05_Cell_CP_84_IFN","HuRKO","D2","2","IFN",1,13,14,0,0,0
"24096","D2HuRKO_2H_05_Cell_CP_84_TNF","HuRKO","D2","2","TNF",1,4,5,0,0,0
"24097","D2HuRKO_2H_05_Cell_CP_85_IFN","HuRKO","D2","2","IFN",0,7,7,0,0,0
"24098","D2HuRKO_2H_05_Cell_CP_85_TNF","HuRKO","D2","2","TNF",13,57,70,0,0,0
"24099","D2HuRKO_2H_05_Cell_CP_86_IFN","HuRKO","D2","2","IFN",0,4,4,4,0,4
"24100","D2HuRKO_2H_05_Cell_CP_86_TNF","HuRKO","D2","2","TNF",8,40,48,0,0,0
"24101","D2HuRKO_2H_05_Cell_CP_87_IFN","HuRKO","D2","2","IFN",3,9,12,0,0,0
"24102","D2HuRKO_2H_05_Cell_CP_87_TNF","HuRKO","D2","2","TNF",9,24,33,0,0,0
"24103","D2HuRKO_2H_05_Cell_CP_89_IFN","HuRKO","D2","2","IFN",0,25,25,0,3,3
"24107","D2HuRKO_2H_05_Cell_CP_90_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24108","D2HuRKO_2H_05_Cell_CP_90_TNF","HuRKO","D2","2","TNF",14,33,47,0,0,0
"24109","D2HuRKO_2H_05_Cell_CP_91_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24110","D2HuRKO_2H_05_Cell_CP_91_TNF","HuRKO","D2","2","TNF",1,23,24,0,0,0
"24111","D2HuRKO_2H_05_Cell_CP_92_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24112","D2HuRKO_2H_05_Cell_CP_92_TNF","HuRKO","D2","2","TNF",6,9,15,0,0,0
"24113","D2HuRKO_2H_05_Cell_CP_94_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24114","D2HuRKO_2H_05_Cell_CP_94_TNF","HuRKO","D2","2","TNF",9,31,40,4,0,4
"24115","D2HuRKO_2H_05_Cell_CP_95_IFN","HuRKO","D2","2","IFN",1,4,5,0,0,0
"24116","D2HuRKO_2H_05_Cell_CP_95_TNF","HuRKO","D2","2","TNF",6,16,22,0,0,0
"24118","D2HuRKO_2H_05_Cell_CP_96_TNF","HuRKO","D2","2","TNF",4,7,11,0,0,0
"24119","D2HuRKO_2H_05_Cell_CP_97_IFN","HuRKO","D2","2","IFN",2,12,14,0,0,0
"24120","D2HuRKO_2H_05_Cell_CP_97_TNF","HuRKO","D2","2","TNF",13,43,56,0,0,0
"24121","D2HuRKO_2H_05_Cell_CP_98_IFN","HuRKO","D2","2","IFN",1,19,20,0,0,0
"24122","D2HuRKO_2H_05_Cell_CP_98_TNF","HuRKO","D2","2","TNF",24,88,112,0,0,0
"24124","D2HuRKO_2H_06_Cell_CP_100_TNF","HuRKO","D2","2","TNF",3,21,24,0,0,0
"24125","D2HuRKO_2H_06_Cell_CP_101_IFN","HuRKO","D2","2","IFN",2,18,20,0,0,0
"24126","D2HuRKO_2H_06_Cell_CP_101_TNF","HuRKO","D2","2","TNF",7,18,25,0,0,0
"24127","D2HuRKO_2H_06_Cell_CP_102_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24128","D2HuRKO_2H_06_Cell_CP_102_TNF","HuRKO","D2","2","TNF",4,12,16,0,0,0
"24130","D2HuRKO_2H_06_Cell_CP_103_TNF","HuRKO","D2","2","TNF",4,24,28,6,7,13
"24132","D2HuRKO_2H_06_Cell_CP_104_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24134","D2HuRKO_2H_06_Cell_CP_105_TNF","HuRKO","D2","2","TNF",0,2,2,0,0,0
"24135","D2HuRKO_2H_06_Cell_CP_106_IFN","HuRKO","D2","2","IFN",1,1,2,0,0,0
"24136","D2HuRKO_2H_06_Cell_CP_106_TNF","HuRKO","D2","2","TNF",36,106,142,11,6,17
"24138","D2HuRKO_2H_06_Cell_CP_107_TNF","HuRKO","D2","2","TNF",11,50,61,5,0,5
"24139","D2HuRKO_2H_06_Cell_CP_108_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24140","D2HuRKO_2H_06_Cell_CP_108_TNF","HuRKO","D2","2","TNF",10,49,59,6,0,6
"24142","D2HuRKO_2H_06_Cell_CP_109_TNF","HuRKO","D2","2","TNF",2,4,6,0,0,0
"24144","D2HuRKO_2H_06_Cell_CP_11_TNF","HuRKO","D2","2","TNF",5,3,8,0,0,0
"24146","D2HuRKO_2H_06_Cell_CP_111_TNF","HuRKO","D2","2","TNF",0,2,2,0,0,0
"24147","D2HuRKO_2H_06_Cell_CP_113_IFN","HuRKO","D2","2","IFN",0,16,16,0,0,0
"24148","D2HuRKO_2H_06_Cell_CP_113_TNF","HuRKO","D2","2","TNF",9,38,47,0,0,0
"24149","D2HuRKO_2H_06_Cell_CP_114_IFN","HuRKO","D2","2","IFN",0,6,6,0,0,0
"24150","D2HuRKO_2H_06_Cell_CP_114_TNF","HuRKO","D2","2","TNF",1,8,9,0,0,0
"24152","D2HuRKO_2H_06_Cell_CP_115_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24153","D2HuRKO_2H_06_Cell_CP_116_IFN","HuRKO","D2","2","IFN",1,14,15,0,0,0
"24154","D2HuRKO_2H_06_Cell_CP_116_TNF","HuRKO","D2","2","TNF",2,15,17,0,0,0
"24156","D2HuRKO_2H_06_Cell_CP_117_TNF","HuRKO","D2","2","TNF",2,16,18,0,0,0
"24161","D2HuRKO_2H_06_Cell_CP_12_IFN","HuRKO","D2","2","IFN",23,82,105,5,0,5
"24162","D2HuRKO_2H_06_Cell_CP_12_TNF","HuRKO","D2","2","TNF",27,100,127,11,4,15
"24163","D2HuRKO_2H_06_Cell_CP_120_IFN","HuRKO","D2","2","IFN",3,13,16,0,0,0
"24164","D2HuRKO_2H_06_Cell_CP_120_TNF","HuRKO","D2","2","TNF",2,17,19,0,0,0
"24165","D2HuRKO_2H_06_Cell_CP_121_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24166","D2HuRKO_2H_06_Cell_CP_121_TNF","HuRKO","D2","2","TNF",1,11,12,4,0,4
"24167","D2HuRKO_2H_06_Cell_CP_122_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24168","D2HuRKO_2H_06_Cell_CP_122_TNF","HuRKO","D2","2","TNF",15,80,95,5,3,8
"24170","D2HuRKO_2H_06_Cell_CP_123_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24171","D2HuRKO_2H_06_Cell_CP_124_IFN","HuRKO","D2","2","IFN",3,15,18,0,0,0
"24172","D2HuRKO_2H_06_Cell_CP_124_TNF","HuRKO","D2","2","TNF",5,55,60,0,0,0
"24173","D2HuRKO_2H_06_Cell_CP_126_IFN","HuRKO","D2","2","IFN",28,66,94,5,3,8
"24174","D2HuRKO_2H_06_Cell_CP_126_TNF","HuRKO","D2","2","TNF",11,44,55,0,0,0
"24176","D2HuRKO_2H_06_Cell_CP_127_TNF","HuRKO","D2","2","TNF",5,15,20,0,0,0
"24178","D2HuRKO_2H_06_Cell_CP_129_TNF","HuRKO","D2","2","TNF",1,1,2,0,0,0
"24180","D2HuRKO_2H_06_Cell_CP_13_TNF","HuRKO","D2","2","TNF",6,30,36,4,0,4
"24181","D2HuRKO_2H_06_Cell_CP_130_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24182","D2HuRKO_2H_06_Cell_CP_130_TNF","HuRKO","D2","2","TNF",10,57,67,0,0,0
"24183","D2HuRKO_2H_06_Cell_CP_131_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24184","D2HuRKO_2H_06_Cell_CP_131_TNF","HuRKO","D2","2","TNF",21,70,91,8,12,20
"24185","D2HuRKO_2H_06_Cell_CP_132_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24186","D2HuRKO_2H_06_Cell_CP_132_TNF","HuRKO","D2","2","TNF",5,22,27,0,0,0
"24187","D2HuRKO_2H_06_Cell_CP_133_IFN","HuRKO","D2","2","IFN",13,70,83,3,0,3
"24188","D2HuRKO_2H_06_Cell_CP_133_TNF","HuRKO","D2","2","TNF",25,84,109,8,6,14
"24189","D2HuRKO_2H_06_Cell_CP_134_IFN","HuRKO","D2","2","IFN",23,84,107,0,0,0
"24190","D2HuRKO_2H_06_Cell_CP_134_TNF","HuRKO","D2","2","TNF",13,53,66,6,0,6
"24193","D2HuRKO_2H_06_Cell_CP_136_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24194","D2HuRKO_2H_06_Cell_CP_136_TNF","HuRKO","D2","2","TNF",2,2,4,0,0,0
"24197","D2HuRKO_2H_06_Cell_CP_138_IFN","HuRKO","D2","2","IFN",4,18,22,0,0,0
"24198","D2HuRKO_2H_06_Cell_CP_138_TNF","HuRKO","D2","2","TNF",0,6,6,0,0,0
"24199","D2HuRKO_2H_06_Cell_CP_139_IFN","HuRKO","D2","2","IFN",1,1,2,0,0,0
"24200","D2HuRKO_2H_06_Cell_CP_139_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24202","D2HuRKO_2H_06_Cell_CP_14_TNF","HuRKO","D2","2","TNF",3,8,11,5,0,5
"24204","D2HuRKO_2H_06_Cell_CP_140_TNF","HuRKO","D2","2","TNF",0,8,8,0,0,0
"24206","D2HuRKO_2H_06_Cell_CP_141_TNF","HuRKO","D2","2","TNF",4,11,15,0,0,0
"24208","D2HuRKO_2H_06_Cell_CP_142_TNF","HuRKO","D2","2","TNF",1,2,3,0,0,0
"24209","D2HuRKO_2H_06_Cell_CP_144_IFN","HuRKO","D2","2","IFN",9,26,35,0,0,0
"24210","D2HuRKO_2H_06_Cell_CP_144_TNF","HuRKO","D2","2","TNF",3,16,19,0,0,0
"24211","D2HuRKO_2H_06_Cell_CP_145_IFN","HuRKO","D2","2","IFN",4,15,19,0,0,0
"24212","D2HuRKO_2H_06_Cell_CP_145_TNF","HuRKO","D2","2","TNF",2,6,8,0,0,0
"24213","D2HuRKO_2H_06_Cell_CP_146_IFN","HuRKO","D2","2","IFN",2,3,5,0,0,0
"24214","D2HuRKO_2H_06_Cell_CP_146_TNF","HuRKO","D2","2","TNF",2,27,29,0,0,0
"24215","D2HuRKO_2H_06_Cell_CP_148_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24216","D2HuRKO_2H_06_Cell_CP_148_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24220","D2HuRKO_2H_06_Cell_CP_15_TNF","HuRKO","D2","2","TNF",2,4,6,0,0,0
"24222","D2HuRKO_2H_06_Cell_CP_150_TNF","HuRKO","D2","2","TNF",4,9,13,3,0,3
"24224","D2HuRKO_2H_06_Cell_CP_151_TNF","HuRKO","D2","2","TNF",1,6,7,0,0,0
"24226","D2HuRKO_2H_06_Cell_CP_152_TNF","HuRKO","D2","2","TNF",4,8,12,0,0,0
"24228","D2HuRKO_2H_06_Cell_CP_153_TNF","HuRKO","D2","2","TNF",2,5,7,0,0,0
"24229","D2HuRKO_2H_06_Cell_CP_154_IFN","HuRKO","D2","2","IFN",6,25,31,0,0,0
"24230","D2HuRKO_2H_06_Cell_CP_154_TNF","HuRKO","D2","2","TNF",7,59,66,0,0,0
"24234","D2HuRKO_2H_06_Cell_CP_16_TNF","HuRKO","D2","2","TNF",8,82,90,0,0,0
"24235","D2HuRKO_2H_06_Cell_CP_17_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24238","D2HuRKO_2H_06_Cell_CP_18_TNF","HuRKO","D2","2","TNF",1,1,2,0,0,0
"24240","D2HuRKO_2H_06_Cell_CP_19_TNF","HuRKO","D2","2","TNF",3,7,10,0,0,0
"24242","D2HuRKO_2H_06_Cell_CP_20_TNF","HuRKO","D2","2","TNF",3,7,10,0,0,0
"24244","D2HuRKO_2H_06_Cell_CP_21_TNF","HuRKO","D2","2","TNF",8,25,33,0,0,0
"24245","D2HuRKO_2H_06_Cell_CP_22_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24246","D2HuRKO_2H_06_Cell_CP_22_TNF","HuRKO","D2","2","TNF",0,20,20,0,0,0
"24247","D2HuRKO_2H_06_Cell_CP_23_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24248","D2HuRKO_2H_06_Cell_CP_23_TNF","HuRKO","D2","2","TNF",0,4,4,0,0,0
"24249","D2HuRKO_2H_06_Cell_CP_24_IFN","HuRKO","D2","2","IFN",0,12,12,0,0,0
"24250","D2HuRKO_2H_06_Cell_CP_24_TNF","HuRKO","D2","2","TNF",0,43,43,0,0,0
"24252","D2HuRKO_2H_06_Cell_CP_25_TNF","HuRKO","D2","2","TNF",0,29,29,0,0,0
"24253","D2HuRKO_2H_06_Cell_CP_26_IFN","HuRKO","D2","2","IFN",2,1,3,0,0,0
"24254","D2HuRKO_2H_06_Cell_CP_26_TNF","HuRKO","D2","2","TNF",5,35,40,0,0,0
"24255","D2HuRKO_2H_06_Cell_CP_27_IFN","HuRKO","D2","2","IFN",7,19,26,0,0,0
"24256","D2HuRKO_2H_06_Cell_CP_27_TNF","HuRKO","D2","2","TNF",18,33,51,5,5,10
"24257","D2HuRKO_2H_06_Cell_CP_28_IFN","HuRKO","D2","2","IFN",2,2,4,0,4,4
"24258","D2HuRKO_2H_06_Cell_CP_28_TNF","HuRKO","D2","2","TNF",1,12,13,0,0,0
"24262","D2HuRKO_2H_06_Cell_CP_30_TNF","HuRKO","D2","2","TNF",2,5,7,0,0,0
"24263","D2HuRKO_2H_06_Cell_CP_31_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24264","D2HuRKO_2H_06_Cell_CP_31_TNF","HuRKO","D2","2","TNF",1,0,1,0,0,0
"24266","D2HuRKO_2H_06_Cell_CP_32_TNF","HuRKO","D2","2","TNF",10,14,24,4,0,4
"24267","D2HuRKO_2H_06_Cell_CP_33_IFN","HuRKO","D2","2","IFN",2,6,8,0,0,0
"24268","D2HuRKO_2H_06_Cell_CP_33_TNF","HuRKO","D2","2","TNF",1,10,11,0,0,0
"24269","D2HuRKO_2H_06_Cell_CP_34_IFN","HuRKO","D2","2","IFN",0,2,2,0,0,0
"24270","D2HuRKO_2H_06_Cell_CP_34_TNF","HuRKO","D2","2","TNF",38,68,106,6,7,13
"24272","D2HuRKO_2H_06_Cell_CP_35_TNF","HuRKO","D2","2","TNF",15,53,68,5,0,5
"24274","D2HuRKO_2H_06_Cell_CP_36_TNF","HuRKO","D2","2","TNF",3,21,24,0,0,0
"24276","D2HuRKO_2H_06_Cell_CP_37_TNF","HuRKO","D2","2","TNF",0,23,23,0,0,0
"24278","D2HuRKO_2H_06_Cell_CP_38_TNF","HuRKO","D2","2","TNF",1,3,4,0,0,0
"24281","D2HuRKO_2H_06_Cell_CP_40_IFN","HuRKO","D2","2","IFN",1,6,7,0,0,0
"24282","D2HuRKO_2H_06_Cell_CP_40_TNF","HuRKO","D2","2","TNF",2,7,9,0,0,0
"24283","D2HuRKO_2H_06_Cell_CP_42_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24284","D2HuRKO_2H_06_Cell_CP_42_TNF","HuRKO","D2","2","TNF",1,9,10,6,0,6
"24285","D2HuRKO_2H_06_Cell_CP_43_IFN","HuRKO","D2","2","IFN",0,7,7,0,0,0
"24286","D2HuRKO_2H_06_Cell_CP_43_TNF","HuRKO","D2","2","TNF",52,65,117,10,3,13
"24287","D2HuRKO_2H_06_Cell_CP_44_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24288","D2HuRKO_2H_06_Cell_CP_44_TNF","HuRKO","D2","2","TNF",2,2,4,0,0,0
"24290","D2HuRKO_2H_06_Cell_CP_45_TNF","HuRKO","D2","2","TNF",5,3,8,0,0,0
"24292","D2HuRKO_2H_06_Cell_CP_46_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24294","D2HuRKO_2H_06_Cell_CP_47_TNF","HuRKO","D2","2","TNF",5,9,14,0,0,0
"24296","D2HuRKO_2H_06_Cell_CP_48_TNF","HuRKO","D2","2","TNF",1,3,4,0,0,0
"24302","D2HuRKO_2H_06_Cell_CP_51_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24304","D2HuRKO_2H_06_Cell_CP_52_TNF","HuRKO","D2","2","TNF",13,17,30,0,0,0
"24306","D2HuRKO_2H_06_Cell_CP_53_TNF","HuRKO","D2","2","TNF",3,1,4,0,0,0
"24307","D2HuRKO_2H_06_Cell_CP_54_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24308","D2HuRKO_2H_06_Cell_CP_54_TNF","HuRKO","D2","2","TNF",3,12,15,0,0,0
"24310","D2HuRKO_2H_06_Cell_CP_55_TNF","HuRKO","D2","2","TNF",9,43,52,0,0,0
"24311","D2HuRKO_2H_06_Cell_CP_56_IFN","HuRKO","D2","2","IFN",2,25,27,0,0,0
"24312","D2HuRKO_2H_06_Cell_CP_56_TNF","HuRKO","D2","2","TNF",6,70,76,0,0,0
"24313","D2HuRKO_2H_06_Cell_CP_57_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24314","D2HuRKO_2H_06_Cell_CP_57_TNF","HuRKO","D2","2","TNF",3,6,9,0,0,0
"24315","D2HuRKO_2H_06_Cell_CP_58_IFN","HuRKO","D2","2","IFN",2,4,6,0,0,0
"24316","D2HuRKO_2H_06_Cell_CP_58_TNF","HuRKO","D2","2","TNF",12,24,36,0,0,0
"24317","D2HuRKO_2H_06_Cell_CP_60_IFN","HuRKO","D2","2","IFN",0,17,17,0,0,0
"24318","D2HuRKO_2H_06_Cell_CP_60_TNF","HuRKO","D2","2","TNF",26,102,128,8,10,18
"24319","D2HuRKO_2H_06_Cell_CP_61_IFN","HuRKO","D2","2","IFN",0,3,3,0,0,0
"24320","D2HuRKO_2H_06_Cell_CP_61_TNF","HuRKO","D2","2","TNF",2,6,8,0,0,0
"24321","D2HuRKO_2H_06_Cell_CP_62_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24322","D2HuRKO_2H_06_Cell_CP_62_TNF","HuRKO","D2","2","TNF",4,15,19,0,0,0
"24325","D2HuRKO_2H_06_Cell_CP_64_IFN","HuRKO","D2","2","IFN",3,7,10,0,0,0
"24326","D2HuRKO_2H_06_Cell_CP_64_TNF","HuRKO","D2","2","TNF",3,10,13,0,0,0
"24327","D2HuRKO_2H_06_Cell_CP_65_IFN","HuRKO","D2","2","IFN",26,71,97,5,3,8
"24328","D2HuRKO_2H_06_Cell_CP_65_TNF","HuRKO","D2","2","TNF",10,36,46,5,0,5
"24329","D2HuRKO_2H_06_Cell_CP_66_IFN","HuRKO","D2","2","IFN",0,5,5,0,0,0
"24330","D2HuRKO_2H_06_Cell_CP_66_TNF","HuRKO","D2","2","TNF",6,24,30,0,0,0
"24332","D2HuRKO_2H_06_Cell_CP_68_TNF","HuRKO","D2","2","TNF",9,15,24,0,0,0
"24334","D2HuRKO_2H_06_Cell_CP_69_TNF","HuRKO","D2","2","TNF",9,14,23,0,0,0
"24336","D2HuRKO_2H_06_Cell_CP_7_TNF","HuRKO","D2","2","TNF",1,3,4,0,0,0
"24337","D2HuRKO_2H_06_Cell_CP_70_IFN","HuRKO","D2","2","IFN",5,23,28,0,0,0
"24338","D2HuRKO_2H_06_Cell_CP_70_TNF","HuRKO","D2","2","TNF",4,26,30,0,0,0
"24339","D2HuRKO_2H_06_Cell_CP_71_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24340","D2HuRKO_2H_06_Cell_CP_71_TNF","HuRKO","D2","2","TNF",3,8,11,0,0,0
"24341","D2HuRKO_2H_06_Cell_CP_72_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24342","D2HuRKO_2H_06_Cell_CP_72_TNF","HuRKO","D2","2","TNF",1,9,10,0,0,0
"24343","D2HuRKO_2H_06_Cell_CP_73_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24344","D2HuRKO_2H_06_Cell_CP_73_TNF","HuRKO","D2","2","TNF",3,6,9,0,0,0
"24345","D2HuRKO_2H_06_Cell_CP_74_IFN","HuRKO","D2","2","IFN",0,1,1,0,0,0
"24346","D2HuRKO_2H_06_Cell_CP_74_TNF","HuRKO","D2","2","TNF",3,6,9,0,0,0
"24349","D2HuRKO_2H_06_Cell_CP_76_IFN","HuRKO","D2","2","IFN",0,5,5,0,0,0
"24350","D2HuRKO_2H_06_Cell_CP_76_TNF","HuRKO","D2","2","TNF",12,25,37,4,4,8
"24351","D2HuRKO_2H_06_Cell_CP_77_IFN","HuRKO","D2","2","IFN",1,1,2,0,0,0
"24352","D2HuRKO_2H_06_Cell_CP_77_TNF","HuRKO","D2","2","TNF",1,0,1,7,0,7
"24354","D2HuRKO_2H_06_Cell_CP_78_TNF","HuRKO","D2","2","TNF",2,18,20,0,0,0
"24355","D2HuRKO_2H_06_Cell_CP_8_IFN","HuRKO","D2","2","IFN",1,18,19,0,0,0
"24356","D2HuRKO_2H_06_Cell_CP_8_TNF","HuRKO","D2","2","TNF",2,17,19,0,0,0
"24358","D2HuRKO_2H_06_Cell_CP_81_TNF","HuRKO","D2","2","TNF",6,4,10,0,0,0
"24361","D2HuRKO_2H_06_Cell_CP_83_IFN","HuRKO","D2","2","IFN",9,23,32,0,0,0
"24362","D2HuRKO_2H_06_Cell_CP_83_TNF","HuRKO","D2","2","TNF",16,35,51,0,0,0
"24363","D2HuRKO_2H_06_Cell_CP_85_IFN","HuRKO","D2","2","IFN",0,16,16,0,0,0
"24364","D2HuRKO_2H_06_Cell_CP_85_TNF","HuRKO","D2","2","TNF",5,7,12,0,0,0
"24366","D2HuRKO_2H_06_Cell_CP_86_TNF","HuRKO","D2","2","TNF",0,4,4,0,0,0
"24367","D2HuRKO_2H_06_Cell_CP_88_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24368","D2HuRKO_2H_06_Cell_CP_88_TNF","HuRKO","D2","2","TNF",3,6,9,0,0,0
"24369","D2HuRKO_2H_06_Cell_CP_89_IFN","HuRKO","D2","2","IFN",43,101,144,0,0,0
"24370","D2HuRKO_2H_06_Cell_CP_89_TNF","HuRKO","D2","2","TNF",17,88,105,6,9,15
"24372","D2HuRKO_2H_06_Cell_CP_9_TNF","HuRKO","D2","2","TNF",0,1,1,0,0,0
"24374","D2HuRKO_2H_06_Cell_CP_90_TNF","HuRKO","D2","2","TNF",7,19,26,0,0,0
"24375","D2HuRKO_2H_06_Cell_CP_91_IFN","HuRKO","D2","2","IFN",4,55,59,5,4,9
"24376","D2HuRKO_2H_06_Cell_CP_91_TNF","HuRKO","D2","2","TNF",7,33,40,6,9,15
"24378","D2HuRKO_2H_06_Cell_CP_92_TNF","HuRKO","D2","2","TNF",0,8,8,0,0,0
"24379","D2HuRKO_2H_06_Cell_CP_93_IFN","HuRKO","D2","2","IFN",2,6,8,4,0,4
"24380","D2HuRKO_2H_06_Cell_CP_93_TNF","HuRKO","D2","2","TNF",1,6,7,0,0,0
"24382","D2HuRKO_2H_06_Cell_CP_94_TNF","HuRKO","D2","2","TNF",3,7,10,0,0,0
"24386","D2HuRKO_2H_06_Cell_CP_97_TNF","HuRKO","D2","2","TNF",3,22,25,0,0,0
"24388","D2HuRKO_2H_06_Cell_CP_99_TNF","HuRKO","D2","2","TNF",0,3,3,0,0,0
"24391","D2HuRKO_2H_07_Cell_CP_100_IFN","HuRKO","D2","2","IFN",2,4,6,0,0,0
"24392","D2HuRKO_2H_07_Cell_CP_100_TNF","HuRKO","D2","2","TNF",6,7,13,0,0,0
"24393","D2HuRKO_2H_07_Cell_CP_101_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24394","D2HuRKO_2H_07_Cell_CP_101_TNF","HuRKO","D2","2","TNF",0,33,33,4,0,4
"24395","D2HuRKO_2H_07_Cell_CP_102_IFN","HuRKO","D2","2","IFN",0,4,4,0,0,0
"24396","D2HuRKO_2H_07_Cell_CP_102_TNF","HuRKO","D2","2","TNF",0,4,4,0,0,0
"24399","D2HuRKO_2H_07_Cell_CP_104_IFN","HuRKO","D2","2","IFN",2,2,4,0,0,0
"24400","D2HuRKO_2H_07_Cell_CP_104_TNF","HuRKO","D2","2","TNF",7,7,14,0,0,0
"24402","D2HuRKO_2H_07_Cell_CP_105_TNF","HuRKO","D2","2","TNF",1,11,12,0,0,0
"24404","D2HuRKO_2H_07_Cell_CP_106_TNF","HuRKO","D2","2","TNF",0,3,3,0,0,0
