"","ID","sample","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"8691","D1HuRKO_1H_05_Cell_CP_53_IFN","HuRKO","D1","1","IFN",14,33,47,0,0,0
"8692","D1HuRKO_1H_05_Cell_CP_53_TNF","HuRKO","D1","1","TNF",25,104,129,4,0,4
"8694","D1HuRKO_1H_05_Cell_CP_56_TNF","HuRKO","D1","1","TNF",8,45,53,0,0,0
"8696","D1HuRKO_1H_05_Cell_CP_57_TNF","HuRKO","D1","1","TNF",0,3,3,0,0,0
"8697","D1HuRKO_1H_05_Cell_CP_58_IFN","HuRKO","D1","1","IFN",0,4,4,0,0,0
"8698","D1HuRKO_1H_05_Cell_CP_58_TNF","HuRKO","D1","1","TNF",4,9,13,0,0,0
"8700","D1HuRKO_1H_05_Cell_CP_60_TNF","HuRKO","D1","1","TNF",20,36,56,0,0,0
"8701","D1HuRKO_1H_05_Cell_CP_61_IFN","HuRKO","D1","1","IFN",1,0,1,0,0,0
"8702","D1HuRKO_1H_05_Cell_CP_61_TNF","HuRKO","D1","1","TNF",29,47,76,0,0,0
"8705","D1HuRKO_1H_05_Cell_CP_64_IFN","HuRKO","D1","1","IFN",5,3,8,0,0,0
"8706","D1HuRKO_1H_05_Cell_CP_64_TNF","HuRKO","D1","1","TNF",13,10,23,0,0,0
"8707","D1HuRKO_1H_05_Cell_CP_65_IFN","HuRKO","D1","1","IFN",9,14,23,0,0,0
"8708","D1HuRKO_1H_05_Cell_CP_65_TNF","HuRKO","D1","1","TNF",31,64,95,16,0,16
"8709","D1HuRKO_1H_05_Cell_CP_66_IFN","HuRKO","D1","1","IFN",37,45,82,0,0,0
"8710","D1HuRKO_1H_05_Cell_CP_66_TNF","HuRKO","D1","1","TNF",10,21,31,6,0,6
"8711","D1HuRKO_1H_05_Cell_CP_67_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8712","D1HuRKO_1H_05_Cell_CP_67_TNF","HuRKO","D1","1","TNF",10,25,35,0,0,0
"8713","D1HuRKO_1H_05_Cell_CP_68_IFN","HuRKO","D1","1","IFN",11,25,36,0,0,0
"8714","D1HuRKO_1H_05_Cell_CP_68_TNF","HuRKO","D1","1","TNF",5,23,28,0,0,0
"8715","D1HuRKO_1H_05_Cell_CP_70_IFN","HuRKO","D1","1","IFN",1,2,3,0,0,0
"8716","D1HuRKO_1H_05_Cell_CP_70_TNF","HuRKO","D1","1","TNF",8,25,33,0,0,0
"8717","D1HuRKO_1H_05_Cell_CP_71_IFN","HuRKO","D1","1","IFN",6,15,21,0,0,0
"8718","D1HuRKO_1H_05_Cell_CP_71_TNF","HuRKO","D1","1","TNF",35,155,190,0,0,0
"8719","D1HuRKO_1H_05_Cell_CP_73_IFN","HuRKO","D1","1","IFN",0,5,5,0,0,0
"8720","D1HuRKO_1H_05_Cell_CP_73_TNF","HuRKO","D1","1","TNF",22,78,100,0,0,0
"8721","D1HuRKO_1H_05_Cell_CP_74_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8722","D1HuRKO_1H_05_Cell_CP_74_TNF","HuRKO","D1","1","TNF",2,7,9,0,0,0
"8723","D1HuRKO_1H_05_Cell_CP_75_IFN","HuRKO","D1","1","IFN",3,7,10,0,0,0
"8724","D1HuRKO_1H_05_Cell_CP_75_TNF","HuRKO","D1","1","TNF",29,179,208,7,0,7
"8725","D1HuRKO_1H_05_Cell_CP_79_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8726","D1HuRKO_1H_05_Cell_CP_79_TNF","HuRKO","D1","1","TNF",9,19,28,0,0,0
"8727","D1HuRKO_1H_05_Cell_CP_80_IFN","HuRKO","D1","1","IFN",22,56,78,0,0,0
"8728","D1HuRKO_1H_05_Cell_CP_80_TNF","HuRKO","D1","1","TNF",24,60,84,5,5,10
"8729","D1HuRKO_1H_05_Cell_CP_81_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8730","D1HuRKO_1H_05_Cell_CP_81_TNF","HuRKO","D1","1","TNF",24,34,58,0,0,0
"8731","D1HuRKO_1H_05_Cell_CP_82_IFN","HuRKO","D1","1","IFN",45,64,109,5,0,5
"8732","D1HuRKO_1H_05_Cell_CP_82_TNF","HuRKO","D1","1","TNF",53,54,107,27,7,34
"8733","D1HuRKO_1H_05_Cell_CP_83_IFN","HuRKO","D1","1","IFN",13,44,57,0,0,0
"8734","D1HuRKO_1H_05_Cell_CP_83_TNF","HuRKO","D1","1","TNF",33,42,75,0,0,0
"8735","D1HuRKO_1H_05_Cell_CP_85_IFN","HuRKO","D1","1","IFN",15,21,36,0,0,0
"8736","D1HuRKO_1H_05_Cell_CP_85_TNF","HuRKO","D1","1","TNF",17,52,69,0,0,0
"8737","D1HuRKO_1H_05_Cell_CP_86_IFN","HuRKO","D1","1","IFN",1,8,9,0,0,0
"8738","D1HuRKO_1H_05_Cell_CP_86_TNF","HuRKO","D1","1","TNF",6,8,14,0,0,0
"8739","D1HuRKO_1H_05_Cell_CP_87_IFN","HuRKO","D1","1","IFN",11,13,24,0,0,0
"8740","D1HuRKO_1H_05_Cell_CP_87_TNF","HuRKO","D1","1","TNF",16,27,43,0,0,0
"8742","D1HuRKO_1H_05_Cell_CP_88_TNF","HuRKO","D1","1","TNF",23,46,69,0,0,0
"8743","D1HuRKO_1H_05_Cell_CP_90_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8744","D1HuRKO_1H_05_Cell_CP_90_TNF","HuRKO","D1","1","TNF",2,4,6,0,0,0
"8745","D1HuRKO_1H_05_Cell_CP_91_IFN","HuRKO","D1","1","IFN",1,0,1,0,0,0
"8746","D1HuRKO_1H_05_Cell_CP_91_TNF","HuRKO","D1","1","TNF",2,16,18,9,0,9
"8747","D1HuRKO_1H_05_Cell_CP_92_IFN","HuRKO","D1","1","IFN",7,4,11,0,0,0
"8748","D1HuRKO_1H_05_Cell_CP_92_TNF","HuRKO","D1","1","TNF",14,26,40,0,0,0
"8749","D1HuRKO_1H_05_Cell_CP_93_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8751","D1HuRKO_1H_05_Cell_CP_94_IFN","HuRKO","D1","1","IFN",6,29,35,0,0,0
"8752","D1HuRKO_1H_05_Cell_CP_94_TNF","HuRKO","D1","1","TNF",90,204,294,0,0,0
"8753","D1HuRKO_1H_05_Cell_CP_95_IFN","HuRKO","D1","1","IFN",8,42,50,0,0,0
"8754","D1HuRKO_1H_05_Cell_CP_95_TNF","HuRKO","D1","1","TNF",13,64,77,5,0,5
"8755","D1HuRKO_1H_05_Cell_CP_96_IFN","HuRKO","D1","1","IFN",1,0,1,0,0,0
"8756","D1HuRKO_1H_05_Cell_CP_96_TNF","HuRKO","D1","1","TNF",14,34,48,0,0,0
"8758","D1HuRKO_1H_05_Cell_CP_97_TNF","HuRKO","D1","1","TNF",7,4,11,0,0,0
"8759","D1HuRKO_1H_05_Cell_CP_98_IFN","HuRKO","D1","1","IFN",47,47,94,14,0,14
"8760","D1HuRKO_1H_05_Cell_CP_98_TNF","HuRKO","D1","1","TNF",93,95,188,27,11,38
"8762","D1HuRKO_1H_05_Cell_CP_99_TNF","HuRKO","D1","1","TNF",25,24,49,0,0,0
"8764","D1HuRKO_1H_06_Cell_CP_101_TNF","HuRKO","D1","1","TNF",27,56,83,0,0,0
"8765","D1HuRKO_1H_06_Cell_CP_102_IFN","HuRKO","D1","1","IFN",17,38,55,0,0,0
"8766","D1HuRKO_1H_06_Cell_CP_102_TNF","HuRKO","D1","1","TNF",27,44,71,0,0,0
"8767","D1HuRKO_1H_06_Cell_CP_104_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8768","D1HuRKO_1H_06_Cell_CP_104_TNF","HuRKO","D1","1","TNF",24,63,87,0,0,0
"8769","D1HuRKO_1H_06_Cell_CP_105_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8770","D1HuRKO_1H_06_Cell_CP_105_TNF","HuRKO","D1","1","TNF",36,70,106,0,0,0
"8771","D1HuRKO_1H_06_Cell_CP_106_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8772","D1HuRKO_1H_06_Cell_CP_106_TNF","HuRKO","D1","1","TNF",0,1,1,0,0,0
"8773","D1HuRKO_1H_06_Cell_CP_107_IFN","HuRKO","D1","1","IFN",15,39,54,0,0,0
"8774","D1HuRKO_1H_06_Cell_CP_107_TNF","HuRKO","D1","1","TNF",22,30,52,0,0,0
"8775","D1HuRKO_1H_06_Cell_CP_108_IFN","HuRKO","D1","1","IFN",3,41,44,0,0,0
"8776","D1HuRKO_1H_06_Cell_CP_108_TNF","HuRKO","D1","1","TNF",5,26,31,0,0,0
"8778","D1HuRKO_1H_06_Cell_CP_109_TNF","HuRKO","D1","1","TNF",2,0,2,0,0,0
"8779","D1HuRKO_1H_06_Cell_CP_110_IFN","HuRKO","D1","1","IFN",1,10,11,0,0,0
"8780","D1HuRKO_1H_06_Cell_CP_110_TNF","HuRKO","D1","1","TNF",49,281,330,9,11,20
"8781","D1HuRKO_1H_06_Cell_CP_111_IFN","HuRKO","D1","1","IFN",1,1,2,0,0,0
"8782","D1HuRKO_1H_06_Cell_CP_111_TNF","HuRKO","D1","1","TNF",32,6,38,0,0,0
"8783","D1HuRKO_1H_06_Cell_CP_113_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8784","D1HuRKO_1H_06_Cell_CP_113_TNF","HuRKO","D1","1","TNF",5,3,8,0,0,0
"8786","D1HuRKO_1H_06_Cell_CP_114_TNF","HuRKO","D1","1","TNF",0,12,12,0,0,0
"8790","D1HuRKO_1H_06_Cell_CP_117_TNF","HuRKO","D1","1","TNF",9,11,20,0,0,0
"8791","D1HuRKO_1H_06_Cell_CP_118_IFN","HuRKO","D1","1","IFN",2,7,9,0,0,0
"8792","D1HuRKO_1H_06_Cell_CP_118_TNF","HuRKO","D1","1","TNF",18,8,26,0,0,0
"8793","D1HuRKO_1H_06_Cell_CP_119_IFN","HuRKO","D1","1","IFN",0,5,5,0,0,0
"8794","D1HuRKO_1H_06_Cell_CP_119_TNF","HuRKO","D1","1","TNF",2,2,4,0,0,0
"8795","D1HuRKO_1H_06_Cell_CP_121_IFN","HuRKO","D1","1","IFN",26,24,50,0,0,0
"8796","D1HuRKO_1H_06_Cell_CP_121_TNF","HuRKO","D1","1","TNF",19,37,56,0,0,0
"8799","D1HuRKO_1H_06_Cell_CP_123_IFN","HuRKO","D1","1","IFN",17,39,56,0,0,0
"8800","D1HuRKO_1H_06_Cell_CP_123_TNF","HuRKO","D1","1","TNF",21,24,45,0,0,0
"8801","D1HuRKO_1H_06_Cell_CP_124_IFN","HuRKO","D1","1","IFN",38,33,71,31,7,38
"8802","D1HuRKO_1H_06_Cell_CP_124_TNF","HuRKO","D1","1","TNF",36,75,111,5,0,5
"8803","D1HuRKO_1H_06_Cell_CP_125_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8804","D1HuRKO_1H_06_Cell_CP_125_TNF","HuRKO","D1","1","TNF",10,50,60,7,4,11
"8805","D1HuRKO_1H_06_Cell_CP_126_IFN","HuRKO","D1","1","IFN",1,3,4,0,0,0
"8806","D1HuRKO_1H_06_Cell_CP_126_TNF","HuRKO","D1","1","TNF",12,15,27,4,0,4
"8807","D1HuRKO_1H_06_Cell_CP_127_IFN","HuRKO","D1","1","IFN",4,3,7,0,0,0
"8808","D1HuRKO_1H_06_Cell_CP_127_TNF","HuRKO","D1","1","TNF",5,9,14,0,0,0
"8809","D1HuRKO_1H_06_Cell_CP_128_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8810","D1HuRKO_1H_06_Cell_CP_128_TNF","HuRKO","D1","1","TNF",1,3,4,0,0,0
"8811","D1HuRKO_1H_06_Cell_CP_129_IFN","HuRKO","D1","1","IFN",34,50,84,15,0,15
"8812","D1HuRKO_1H_06_Cell_CP_129_TNF","HuRKO","D1","1","TNF",30,49,79,7,0,7
"8814","D1HuRKO_1H_06_Cell_CP_13_TNF","HuRKO","D1","1","TNF",4,2,6,0,0,0
"8815","D1HuRKO_1H_06_Cell_CP_131_IFN","HuRKO","D1","1","IFN",2,4,6,0,0,0
"8816","D1HuRKO_1H_06_Cell_CP_131_TNF","HuRKO","D1","1","TNF",3,1,4,0,0,0
"8817","D1HuRKO_1H_06_Cell_CP_132_IFN","HuRKO","D1","1","IFN",1,10,11,0,0,0
"8818","D1HuRKO_1H_06_Cell_CP_132_TNF","HuRKO","D1","1","TNF",13,61,74,0,0,0
"8822","D1HuRKO_1H_06_Cell_CP_17_TNF","HuRKO","D1","1","TNF",0,1,1,0,0,0
"8823","D1HuRKO_1H_06_Cell_CP_19_IFN","HuRKO","D1","1","IFN",29,81,110,0,0,0
"8824","D1HuRKO_1H_06_Cell_CP_19_TNF","HuRKO","D1","1","TNF",31,69,100,0,0,0
"8825","D1HuRKO_1H_06_Cell_CP_21_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8826","D1HuRKO_1H_06_Cell_CP_21_TNF","HuRKO","D1","1","TNF",3,5,8,0,0,0
"8827","D1HuRKO_1H_06_Cell_CP_22_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8828","D1HuRKO_1H_06_Cell_CP_22_TNF","HuRKO","D1","1","TNF",26,90,116,0,0,0
"8829","D1HuRKO_1H_06_Cell_CP_23_IFN","HuRKO","D1","1","IFN",12,6,18,0,0,0
"8830","D1HuRKO_1H_06_Cell_CP_23_TNF","HuRKO","D1","1","TNF",21,27,48,0,0,0
"8831","D1HuRKO_1H_06_Cell_CP_24_IFN","HuRKO","D1","1","IFN",19,31,50,0,0,0
"8832","D1HuRKO_1H_06_Cell_CP_24_TNF","HuRKO","D1","1","TNF",18,30,48,0,0,0
"8834","D1HuRKO_1H_06_Cell_CP_25_TNF","HuRKO","D1","1","TNF",11,48,59,0,0,0
"8835","D1HuRKO_1H_06_Cell_CP_26_IFN","HuRKO","D1","1","IFN",11,21,32,0,0,0
"8836","D1HuRKO_1H_06_Cell_CP_26_TNF","HuRKO","D1","1","TNF",7,19,26,0,0,0
"8837","D1HuRKO_1H_06_Cell_CP_27_IFN","HuRKO","D1","1","IFN",1,2,3,0,0,0
"8838","D1HuRKO_1H_06_Cell_CP_27_TNF","HuRKO","D1","1","TNF",7,26,33,0,0,0
"8839","D1HuRKO_1H_06_Cell_CP_28_IFN","HuRKO","D1","1","IFN",3,6,9,0,0,0
"8840","D1HuRKO_1H_06_Cell_CP_28_TNF","HuRKO","D1","1","TNF",5,4,9,0,0,0
"8843","D1HuRKO_1H_06_Cell_CP_31_IFN","HuRKO","D1","1","IFN",14,19,33,4,0,4
"8844","D1HuRKO_1H_06_Cell_CP_31_TNF","HuRKO","D1","1","TNF",13,26,39,0,0,0
"8846","D1HuRKO_1H_06_Cell_CP_32_TNF","HuRKO","D1","1","TNF",22,35,57,0,0,0
"8847","D1HuRKO_1H_06_Cell_CP_33_IFN","HuRKO","D1","1","IFN",16,47,63,0,0,0
"8848","D1HuRKO_1H_06_Cell_CP_33_TNF","HuRKO","D1","1","TNF",10,32,42,0,0,0
"8849","D1HuRKO_1H_06_Cell_CP_34_IFN","HuRKO","D1","1","IFN",11,35,46,0,0,0
"8850","D1HuRKO_1H_06_Cell_CP_34_TNF","HuRKO","D1","1","TNF",35,69,104,0,0,0
"8851","D1HuRKO_1H_06_Cell_CP_35_IFN","HuRKO","D1","1","IFN",3,9,12,0,0,0
"8852","D1HuRKO_1H_06_Cell_CP_35_TNF","HuRKO","D1","1","TNF",10,30,40,0,0,0
"8854","D1HuRKO_1H_06_Cell_CP_36_TNF","HuRKO","D1","1","TNF",49,98,147,0,0,0
"8855","D1HuRKO_1H_06_Cell_CP_37_IFN","HuRKO","D1","1","IFN",34,37,71,0,0,0
"8856","D1HuRKO_1H_06_Cell_CP_37_TNF","HuRKO","D1","1","TNF",22,32,54,0,0,0
"8858","D1HuRKO_1H_06_Cell_CP_38_TNF","HuRKO","D1","1","TNF",1,2,3,0,0,0
"8861","D1HuRKO_1H_06_Cell_CP_40_IFN","HuRKO","D1","1","IFN",22,16,38,0,0,0
"8862","D1HuRKO_1H_06_Cell_CP_40_TNF","HuRKO","D1","1","TNF",42,61,103,0,0,0
"8863","D1HuRKO_1H_06_Cell_CP_41_IFN","HuRKO","D1","1","IFN",3,13,16,0,0,0
"8864","D1HuRKO_1H_06_Cell_CP_41_TNF","HuRKO","D1","1","TNF",2,4,6,0,0,0
"8866","D1HuRKO_1H_06_Cell_CP_42_TNF","HuRKO","D1","1","TNF",3,1,4,0,0,0
"8867","D1HuRKO_1H_06_Cell_CP_43_IFN","HuRKO","D1","1","IFN",1,2,3,0,0,0
"8869","D1HuRKO_1H_06_Cell_CP_44_IFN","HuRKO","D1","1","IFN",0,4,4,0,0,0
"8872","D1HuRKO_1H_06_Cell_CP_45_TNF","HuRKO","D1","1","TNF",2,3,5,0,0,0
"8874","D1HuRKO_1H_06_Cell_CP_46_TNF","HuRKO","D1","1","TNF",15,40,55,0,0,0
"8875","D1HuRKO_1H_06_Cell_CP_47_IFN","HuRKO","D1","1","IFN",27,62,89,0,0,0
"8876","D1HuRKO_1H_06_Cell_CP_47_TNF","HuRKO","D1","1","TNF",39,103,142,6,0,6
"8877","D1HuRKO_1H_06_Cell_CP_50_IFN","HuRKO","D1","1","IFN",0,3,3,0,0,0
"8878","D1HuRKO_1H_06_Cell_CP_50_TNF","HuRKO","D1","1","TNF",7,41,48,6,0,6
"8879","D1HuRKO_1H_06_Cell_CP_51_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8880","D1HuRKO_1H_06_Cell_CP_51_TNF","HuRKO","D1","1","TNF",2,4,6,0,0,0
"8881","D1HuRKO_1H_06_Cell_CP_52_IFN","HuRKO","D1","1","IFN",2,2,4,0,0,0
"8882","D1HuRKO_1H_06_Cell_CP_52_TNF","HuRKO","D1","1","TNF",0,1,1,0,0,0
"8883","D1HuRKO_1H_06_Cell_CP_53_IFN","HuRKO","D1","1","IFN",31,80,111,4,24,28
"8884","D1HuRKO_1H_06_Cell_CP_53_TNF","HuRKO","D1","1","TNF",12,56,68,0,0,0
"8886","D1HuRKO_1H_06_Cell_CP_54_TNF","HuRKO","D1","1","TNF",8,39,47,0,0,0
"8887","D1HuRKO_1H_06_Cell_CP_55_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8888","D1HuRKO_1H_06_Cell_CP_55_TNF","HuRKO","D1","1","TNF",47,43,90,0,0,0
"8890","D1HuRKO_1H_06_Cell_CP_56_TNF","HuRKO","D1","1","TNF",5,2,7,0,0,0
"8892","D1HuRKO_1H_06_Cell_CP_57_TNF","HuRKO","D1","1","TNF",38,83,121,0,0,0
"8894","D1HuRKO_1H_06_Cell_CP_58_TNF","HuRKO","D1","1","TNF",19,97,116,0,0,0
"8895","D1HuRKO_1H_06_Cell_CP_59_IFN","HuRKO","D1","1","IFN",0,3,3,0,0,0
"8896","D1HuRKO_1H_06_Cell_CP_59_TNF","HuRKO","D1","1","TNF",2,11,13,0,0,0
"8897","D1HuRKO_1H_06_Cell_CP_60_IFN","HuRKO","D1","1","IFN",17,45,62,0,0,0
"8898","D1HuRKO_1H_06_Cell_CP_60_TNF","HuRKO","D1","1","TNF",35,45,80,4,5,9
"8899","D1HuRKO_1H_06_Cell_CP_62_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8900","D1HuRKO_1H_06_Cell_CP_62_TNF","HuRKO","D1","1","TNF",5,37,42,0,0,0
"8901","D1HuRKO_1H_06_Cell_CP_63_IFN","HuRKO","D1","1","IFN",35,67,102,24,16,40
"8902","D1HuRKO_1H_06_Cell_CP_63_TNF","HuRKO","D1","1","TNF",43,100,143,6,0,6
"8903","D1HuRKO_1H_06_Cell_CP_64_IFN","HuRKO","D1","1","IFN",2,2,4,5,0,5
"8904","D1HuRKO_1H_06_Cell_CP_64_TNF","HuRKO","D1","1","TNF",14,29,43,0,0,0
"8905","D1HuRKO_1H_06_Cell_CP_65_IFN","HuRKO","D1","1","IFN",27,34,61,0,0,0
"8906","D1HuRKO_1H_06_Cell_CP_65_TNF","HuRKO","D1","1","TNF",69,141,210,3,5,8
"8907","D1HuRKO_1H_06_Cell_CP_66_IFN","HuRKO","D1","1","IFN",2,3,5,0,0,0
"8908","D1HuRKO_1H_06_Cell_CP_66_TNF","HuRKO","D1","1","TNF",25,50,75,0,0,0
"8909","D1HuRKO_1H_06_Cell_CP_67_IFN","HuRKO","D1","1","IFN",41,112,153,6,32,38
"8910","D1HuRKO_1H_06_Cell_CP_67_TNF","HuRKO","D1","1","TNF",52,148,200,0,0,0
"8913","D1HuRKO_1H_06_Cell_CP_70_IFN","HuRKO","D1","1","IFN",4,11,15,0,0,0
"8914","D1HuRKO_1H_06_Cell_CP_70_TNF","HuRKO","D1","1","TNF",9,39,48,0,0,0
"8916","D1HuRKO_1H_06_Cell_CP_72_TNF","HuRKO","D1","1","TNF",15,42,57,0,0,0
"8918","D1HuRKO_1H_06_Cell_CP_73_TNF","HuRKO","D1","1","TNF",4,0,4,0,0,0
"8919","D1HuRKO_1H_06_Cell_CP_75_IFN","HuRKO","D1","1","IFN",0,4,4,0,0,0
"8920","D1HuRKO_1H_06_Cell_CP_75_TNF","HuRKO","D1","1","TNF",10,38,48,0,0,0
"8921","D1HuRKO_1H_06_Cell_CP_76_IFN","HuRKO","D1","1","IFN",1,7,8,0,0,0
"8922","D1HuRKO_1H_06_Cell_CP_76_TNF","HuRKO","D1","1","TNF",5,7,12,0,0,0
"8923","D1HuRKO_1H_06_Cell_CP_77_IFN","HuRKO","D1","1","IFN",16,36,52,0,0,0
"8924","D1HuRKO_1H_06_Cell_CP_77_TNF","HuRKO","D1","1","TNF",27,93,120,7,0,7
"8925","D1HuRKO_1H_06_Cell_CP_78_IFN","HuRKO","D1","1","IFN",9,59,68,0,0,0
"8926","D1HuRKO_1H_06_Cell_CP_78_TNF","HuRKO","D1","1","TNF",3,25,28,0,0,0
"8927","D1HuRKO_1H_06_Cell_CP_79_IFN","HuRKO","D1","1","IFN",2,7,9,0,0,0
"8928","D1HuRKO_1H_06_Cell_CP_79_TNF","HuRKO","D1","1","TNF",6,23,29,0,0,0
"8929","D1HuRKO_1H_06_Cell_CP_8_IFN","HuRKO","D1","1","IFN",6,10,16,0,0,0
"8930","D1HuRKO_1H_06_Cell_CP_8_TNF","HuRKO","D1","1","TNF",18,48,66,6,0,6
"8931","D1HuRKO_1H_06_Cell_CP_80_IFN","HuRKO","D1","1","IFN",14,20,34,0,0,0
"8932","D1HuRKO_1H_06_Cell_CP_80_TNF","HuRKO","D1","1","TNF",17,15,32,13,0,13
"8934","D1HuRKO_1H_06_Cell_CP_81_TNF","HuRKO","D1","1","TNF",31,85,116,0,0,0
"8935","D1HuRKO_1H_06_Cell_CP_83_IFN","HuRKO","D1","1","IFN",4,7,11,0,0,0
"8936","D1HuRKO_1H_06_Cell_CP_83_TNF","HuRKO","D1","1","TNF",7,10,17,0,0,0
"8938","D1HuRKO_1H_06_Cell_CP_84_TNF","HuRKO","D1","1","TNF",16,69,85,0,0,0
"8939","D1HuRKO_1H_06_Cell_CP_85_IFN","HuRKO","D1","1","IFN",0,2,2,0,0,0
"8940","D1HuRKO_1H_06_Cell_CP_85_TNF","HuRKO","D1","1","TNF",6,16,22,0,0,0
"8942","D1HuRKO_1H_06_Cell_CP_86_TNF","HuRKO","D1","1","TNF",0,3,3,0,0,0
"8944","D1HuRKO_1H_06_Cell_CP_87_TNF","HuRKO","D1","1","TNF",9,4,13,0,0,0
"8945","D1HuRKO_1H_06_Cell_CP_89_IFN","HuRKO","D1","1","IFN",12,30,42,0,0,0
"8946","D1HuRKO_1H_06_Cell_CP_89_TNF","HuRKO","D1","1","TNF",12,14,26,0,0,0
"8947","D1HuRKO_1H_06_Cell_CP_9_IFN","HuRKO","D1","1","IFN",7,10,17,0,0,0
"8948","D1HuRKO_1H_06_Cell_CP_9_TNF","HuRKO","D1","1","TNF",21,57,78,5,0,5
"8949","D1HuRKO_1H_06_Cell_CP_90_IFN","HuRKO","D1","1","IFN",2,12,14,0,0,0
"8950","D1HuRKO_1H_06_Cell_CP_90_TNF","HuRKO","D1","1","TNF",7,23,30,13,3,16
"8951","D1HuRKO_1H_06_Cell_CP_91_IFN","HuRKO","D1","1","IFN",0,10,10,0,0,0
"8952","D1HuRKO_1H_06_Cell_CP_91_TNF","HuRKO","D1","1","TNF",21,36,57,10,0,10
"8953","D1HuRKO_1H_06_Cell_CP_92_IFN","HuRKO","D1","1","IFN",0,3,3,0,0,0
"8954","D1HuRKO_1H_06_Cell_CP_92_TNF","HuRKO","D1","1","TNF",23,34,57,4,0,4
"8955","D1HuRKO_1H_06_Cell_CP_93_IFN","HuRKO","D1","1","IFN",0,3,3,0,0,0
"8956","D1HuRKO_1H_06_Cell_CP_93_TNF","HuRKO","D1","1","TNF",27,98,125,0,0,0
"8957","D1HuRKO_1H_06_Cell_CP_94_IFN","HuRKO","D1","1","IFN",8,36,44,0,0,0
"8958","D1HuRKO_1H_06_Cell_CP_94_TNF","HuRKO","D1","1","TNF",35,120,155,0,0,0
"8960","D1HuRKO_1H_06_Cell_CP_95_TNF","HuRKO","D1","1","TNF",20,47,67,0,0,0
"8961","D1HuRKO_1H_06_Cell_CP_96_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8962","D1HuRKO_1H_06_Cell_CP_96_TNF","HuRKO","D1","1","TNF",3,10,13,0,0,0
"8963","D1HuRKO_1H_06_Cell_CP_98_IFN","HuRKO","D1","1","IFN",13,27,40,0,0,0
"8964","D1HuRKO_1H_06_Cell_CP_98_TNF","HuRKO","D1","1","TNF",18,22,40,0,0,0
"8965","D1HuRKO_1H_07_Cell_CP_10_IFN","HuRKO","D1","1","IFN",0,4,4,0,0,0
"8966","D1HuRKO_1H_07_Cell_CP_10_TNF","HuRKO","D1","1","TNF",7,75,82,0,0,0
"8967","D1HuRKO_1H_07_Cell_CP_11_IFN","HuRKO","D1","1","IFN",0,3,3,0,0,0
"8968","D1HuRKO_1H_07_Cell_CP_11_TNF","HuRKO","D1","1","TNF",0,4,4,0,0,0
"8969","D1HuRKO_1H_07_Cell_CP_14_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8970","D1HuRKO_1H_07_Cell_CP_14_TNF","HuRKO","D1","1","TNF",10,1,11,0,0,0
"8971","D1HuRKO_1H_07_Cell_CP_15_IFN","HuRKO","D1","1","IFN",11,14,25,0,0,0
"8972","D1HuRKO_1H_07_Cell_CP_15_TNF","HuRKO","D1","1","TNF",3,5,8,0,0,0
"8973","D1HuRKO_1H_07_Cell_CP_16_IFN","HuRKO","D1","1","IFN",1,7,8,8,0,8
"8974","D1HuRKO_1H_07_Cell_CP_16_TNF","HuRKO","D1","1","TNF",4,19,23,0,0,0
"8975","D1HuRKO_1H_07_Cell_CP_17_IFN","HuRKO","D1","1","IFN",0,4,4,0,0,0
"8976","D1HuRKO_1H_07_Cell_CP_17_TNF","HuRKO","D1","1","TNF",1,14,15,0,0,0
"8977","D1HuRKO_1H_07_Cell_CP_19_IFN","HuRKO","D1","1","IFN",11,31,42,30,10,40
"8978","D1HuRKO_1H_07_Cell_CP_19_TNF","HuRKO","D1","1","TNF",87,93,180,18,5,23
"8979","D1HuRKO_1H_07_Cell_CP_20_IFN","HuRKO","D1","1","IFN",0,1,1,0,0,0
"8980","D1HuRKO_1H_07_Cell_CP_20_TNF","HuRKO","D1","1","TNF",2,0,2,0,0,0
"8982","D1HuRKO_1H_07_Cell_CP_21_TNF","HuRKO","D1","1","TNF",32,64,96,0,0,0
