"","IFNG","TNF","Donor","timepoint","quadrant","NA"
"13595","26517.78515625","17818.65234375","D1","4h","double_producer","KO"
"13596","24883.4140625","2192.63671875","D1","4h","double_producer","KO"
"13597","24389.16015625","38338.828125","D1","4h","double_producer","KO"
"13598","4016.24194335938","645.571899414062","D1","4h","double_producer","KO"
"13599","25107.8125","2065.40234375","D1","4h","double_producer","KO"
"13600","6613.14794921875","7600.09228515625","D1","4h","double_producer","KO"
"13601","2219.82177734375","1033.83093261719","D1","4h","double_producer","KO"
"13602","2747.8466796875","1622.474609375","D1","4h","double_producer","KO"
"13603","28903.349609375","25673.203125","D1","4h","double_producer","KO"
"13604","18789.353515625","29901.33984375","D1","4h","double_producer","KO"
"13605","15579.2978515625","29600.69921875","D1","4h","double_producer","KO"
"13606","20785.7890625","521.453979492188","D1","4h","double_producer","KO"
"13607","4348.455078125","657.871948242188","D1","4h","double_producer","KO"
"13608","6529.07861328125","2594.50732421875","D1","4h","double_producer","KO"
"13609","8340.1650390625","1636.69909667969","D1","4h","double_producer","KO"
"13610","3036.873046875","3263.05688476562","D1","4h","double_producer","KO"
"13611","14655.396484375","9842.408203125","D1","4h","double_producer","KO"
"13612","12585.4765625","35406.1484375","D1","4h","double_producer","KO"
"13613","36966.67578125","47710.21875","D1","4h","double_producer","KO"
"13614","26845.369140625","6466.90869140625","D1","4h","double_producer","KO"
"13615","2934.01928710938","5866.88623046875","D1","4h","double_producer","KO"
"13616","17029.95703125","1761.37719726562","D1","4h","double_producer","KO"
"13617","20336.6328125","1437.99047851562","D1","4h","double_producer","KO"
"13618","19872.576171875","31704.14453125","D1","4h","double_producer","KO"
"13619","15101.986328125","794.471984863281","D1","4h","double_producer","KO"
"13620","5501.24853515625","1521.98291015625","D1","4h","double_producer","KO"
"13621","25658.1484375","1140.96618652344","D1","4h","double_producer","KO"
"13622","18594.626953125","55391.69140625","D1","4h","double_producer","KO"
"13623","36308.8203125","1516.5009765625","D1","4h","double_producer","KO"
"13624","15220.021484375","4023.1357421875","D1","4h","double_producer","KO"
"13625","3843.80004882812","13974.28515625","D1","4h","double_producer","KO"
"13626","2006.91882324219","1331.32312011719","D1","4h","double_producer","KO"
"13627","2945.97680664062","1867.13745117188","D1","4h","double_producer","KO"
"13628","16934.689453125","39573.27734375","D1","4h","double_producer","KO"
"13629","14080.3193359375","4454.8447265625","D1","4h","double_producer","KO"
"13630","37790.671875","11320.7158203125","D1","4h","double_producer","KO"
"13631","5587.13818359375","12668.9599609375","D1","4h","double_producer","KO"
"13632","44316.28515625","19926.08984375","D1","4h","double_producer","KO"
"13633","46110.72265625","99972.984375","D1","4h","double_producer","KO"
"13634","58572.9453125","85745.4375","D1","4h","double_producer","KO"
"13635","5583.39404296875","13285.4560546875","D1","4h","double_producer","KO"
"13636","20841.419921875","24263.08203125","D1","4h","double_producer","KO"
"13637","1982.6953125","6224.0263671875","D1","4h","double_producer","KO"
"13638","4347.14306640625","692.137634277344","D1","4h","double_producer","KO"
"13639","5277.44970703125","1490.18933105469","D1","4h","double_producer","KO"
"13640","34138.58203125","4722.86279296875","D1","4h","double_producer","KO"
"13641","2127.69116210938","568.796997070312","D1","4h","double_producer","KO"
"13642","22543.4921875","2048.29321289062","D1","4h","double_producer","KO"
"13643","14091.86328125","1773.41918945312","D1","4h","double_producer","KO"
"13644","7188.43212890625","837.421997070312","D1","4h","double_producer","KO"
"13645","79765.296875","92914.6640625","D1","4h","double_producer","KO"
"13646","5324.3466796875","3248.66577148438","D1","4h","double_producer","KO"
"13647","28937.423828125","2607.73754882812","D1","4h","double_producer","KO"
"13648","12157.453125","3582.62475585938","D1","4h","double_producer","KO"
"13649","5083.78125","881.557067871094","D1","4h","double_producer","KO"
"13650","26926.8984375","1853.12658691406","D1","4h","double_producer","KO"
"13651","1825.87866210938","1953.39392089844","D1","4h","double_producer","KO"
"13652","45286.67578125","15098.9775390625","D1","4h","double_producer","KO"
"13653","1647.48217773438","930.585266113281","D1","4h","double_producer","KO"
"13654","16208.8955078125","3632.80444335938","D1","4h","double_producer","KO"
"13655","57474.9609375","70062.3125","D1","4h","double_producer","KO"
"13656","2043.84826660156","4879.31005859375","D1","4h","double_producer","KO"
"13657","19584.75390625","1580.89514160156","D1","4h","double_producer","KO"
"13658","7221.029296875","5059.66357421875","D1","4h","double_producer","KO"
"13659","9375.146484375","2239.080078125","D1","4h","double_producer","KO"
"13660","12113.974609375","38983.78515625","D1","4h","double_producer","KO"
"13661","45648.9921875","8421.015625","D1","4h","double_producer","KO"
"13662","15118.80078125","516.190795898438","D1","4h","double_producer","KO"
"13663","2643.32788085938","1330.69616699219","D1","4h","double_producer","KO"
"13664","6506.45263671875","590.524658203125","D1","4h","double_producer","KO"
"13665","17762.798828125","763.668884277344","D1","4h","double_producer","KO"
"13666","15125.2744140625","2893.61987304688","D1","4h","double_producer","KO"
"13667","27641.900390625","931.546875","D1","4h","double_producer","KO"
"13668","5546.98388671875","2408.35327148438","D1","4h","double_producer","KO"
"13669","58875.41015625","42800.83984375","D1","4h","double_producer","KO"
"13670","10831.6826171875","4681.04345703125","D1","4h","double_producer","KO"
"13671","11976.216796875","10006.2724609375","D1","4h","double_producer","KO"
"13672","19789.95703125","37199.45703125","D1","4h","double_producer","KO"
"13673","38891.6015625","15415.7080078125","D1","4h","double_producer","KO"
"13674","26877.439453125","10744.8447265625","D1","4h","double_producer","KO"
"13675","33811.3984375","4159.078125","D1","4h","double_producer","KO"
"13676","20915.10546875","1047.60925292969","D1","4h","double_producer","KO"
"13677","22637.490234375","7929.93505859375","D1","4h","double_producer","KO"
"13678","33698.28515625","11215.11328125","D1","4h","double_producer","KO"
"13679","30792.134765625","1391.45324707031","D1","4h","double_producer","KO"
"13680","6409.84814453125","587.999755859375","D1","4h","double_producer","KO"
"13681","8675.564453125","1096.74047851562","D1","4h","double_producer","KO"
"13682","38290.07421875","14269.1083984375","D1","4h","double_producer","KO"
"13683","14477.6845703125","9343.115234375","D1","4h","double_producer","KO"
"13684","24417.498046875","8770.814453125","D1","4h","double_producer","KO"
"13685","13372.638671875","6611.669921875","D1","4h","double_producer","KO"
"13686","3215.36572265625","1734.15246582031","D1","4h","double_producer","KO"
"13687","47838.3671875","1930.02600097656","D1","4h","double_producer","KO"
"13688","21507.146484375","5792.31640625","D1","4h","double_producer","KO"
"13689","27186.203125","26647.751953125","D1","4h","double_producer","KO"
"13690","35485.6640625","1741.46838378906","D1","4h","double_producer","KO"
"13691","27611.330078125","43605.2578125","D1","4h","double_producer","KO"
"13692","11999.3203125","57258.0546875","D1","4h","double_producer","KO"
"13693","6198.63818359375","1842.91687011719","D1","4h","double_producer","KO"
"13694","12060.5625","3229.44555664062","D1","4h","double_producer","KO"
"13695","13019.8330078125","1235.322265625","D1","4h","double_producer","KO"
"13696","10356.1015625","2005.40966796875","D1","4h","double_producer","KO"
"13697","2537.34375","1332.03491210938","D1","4h","double_producer","KO"
"13698","31804.83984375","2888.11083984375","D1","4h","double_producer","KO"
"13699","35118.77734375","34442.60546875","D1","4h","double_producer","KO"
"13700","5985.84716796875","2934.65454101562","D1","4h","double_producer","KO"
"13701","35513.83203125","14534.28515625","D1","4h","double_producer","KO"
"13702","16534.130859375","9794.3583984375","D1","4h","double_producer","KO"
"13703","18184.078125","8335.36328125","D1","4h","double_producer","KO"
"13704","26417.380859375","16412.078125","D1","4h","double_producer","KO"
"13705","8497.861328125","28728.119140625","D1","4h","double_producer","KO"
"13706","1735.28295898438","1661.49670410156","D1","4h","double_producer","KO"
"13707","3638.97216796875","1254.88928222656","D1","4h","double_producer","KO"
"13708","20553.70703125","3990.603515625","D1","4h","double_producer","KO"
"13709","67125.6875","30502.583984375","D1","4h","double_producer","KO"
"13710","12801.8271484375","8314.3466796875","D1","4h","double_producer","KO"
"13711","52257.8359375","15929.505859375","D1","4h","double_producer","KO"
"13712","17506.3828125","15693.9560546875","D1","4h","double_producer","KO"
"13713","25384.271484375","18209.064453125","D1","4h","double_producer","KO"
"13714","31428.701171875","23285.380859375","D1","4h","double_producer","KO"
"13715","25886.1640625","4449.3681640625","D1","4h","double_producer","KO"
"13716","9684.7890625","10246.9794921875","D1","4h","double_producer","KO"
"13717","8917.7666015625","712.381225585938","D1","4h","double_producer","KO"
"13718","3190.88818359375","1756.7890625","D1","4h","double_producer","KO"
"13719","24116.0859375","702.657043457031","D1","4h","double_producer","KO"
"13720","5519.32177734375","2299.70629882812","D1","4h","double_producer","KO"
"13721","49780.58984375","22617.763671875","D1","4h","double_producer","KO"
"13722","16766.34765625","8058.56640625","D1","4h","double_producer","KO"
"13723","11231.9951171875","1335.52526855469","D1","4h","double_producer","KO"
"13724","5375.4794921875","679.169250488281","D1","4h","double_producer","KO"
"13725","28253.146484375","15193.7275390625","D1","4h","double_producer","KO"
"13726","51425.85546875","43120.61328125","D1","4h","double_producer","KO"
"13727","11221.591796875","16785.9609375","D1","4h","double_producer","KO"
"13728","12406.4306640625","13498.22265625","D1","4h","double_producer","KO"
"13729","14451.4169921875","5295.30908203125","D1","4h","double_producer","KO"
"13730","18059.76171875","2209.16479492188","D1","4h","double_producer","KO"
"13731","12073.962890625","945.869689941406","D1","4h","double_producer","KO"
"13732","4066.60424804688","3259.26611328125","D1","4h","double_producer","KO"
"13733","10349.7666015625","967.992614746094","D1","4h","double_producer","KO"
"13734","19412.654296875","81005.1171875","D1","4h","double_producer","KO"
"13735","22911.076171875","7371.37451171875","D1","4h","double_producer","KO"
"13736","11555.0380859375","35299.8359375","D1","4h","double_producer","KO"
"13737","1620.44152832031","2198.0322265625","D1","4h","double_producer","KO"
"13738","4157.5078125","716.977294921875","D1","4h","double_producer","KO"
"13739","25473.251953125","3321.83178710938","D1","4h","double_producer","KO"
"13740","13972.447265625","6021.44921875","D1","4h","double_producer","KO"
"13741","12822.8212890625","6708.1708984375","D1","4h","double_producer","KO"
"13742","6940.9580078125","1976.03381347656","D1","4h","double_producer","KO"
"13743","5620.3154296875","1040.27502441406","D1","4h","double_producer","KO"
"13744","13394.916015625","4328.26025390625","D1","4h","double_producer","KO"
"13745","4269.029296875","18187.330078125","D1","4h","double_producer","KO"
"13746","21098.298828125","2108.05493164062","D1","4h","double_producer","KO"
"13747","2305.19970703125","1241.13110351562","D1","4h","double_producer","KO"
"13748","5555.50439453125","476.236389160156","D1","4h","double_producer","KO"
"13749","14393.0263671875","3051.31030273438","D1","4h","double_producer","KO"
"13750","19070.03515625","2076.77563476562","D1","4h","double_producer","KO"
"13751","13183.1923828125","11783.171875","D1","4h","double_producer","KO"
"13752","19043.7578125","22178.736328125","D1","4h","double_producer","KO"
"13753","44558.72265625","9948.7333984375","D1","4h","double_producer","KO"
"13754","52333.68359375","15636.67578125","D1","4h","double_producer","KO"
"13755","9671.5439453125","5322.7578125","D1","4h","double_producer","KO"
"13756","26462.765625","6465.20166015625","D1","4h","double_producer","KO"
"13757","34048.765625","12035.2001953125","D1","4h","double_producer","KO"
"13758","3800.93310546875","560.042297363281","D1","4h","double_producer","KO"
"13759","72584.453125","16162.337890625","D1","4h","double_producer","KO"
"13760","37819.46875","41920.85546875","D1","4h","double_producer","KO"
"13761","36209.37890625","57326.1015625","D1","4h","double_producer","KO"
"13762","31590.529296875","7717.1943359375","D1","4h","double_producer","KO"
"13763","7564.40625","3967.50756835938","D1","4h","double_producer","KO"
"13764","37595.84765625","49292.53515625","D1","4h","double_producer","KO"
"13765","2611.0205078125","975.1572265625","D1","4h","double_producer","KO"
"13766","1686.20581054688","567.103637695312","D2","0h","double_producer","KO"
"13767","1596.57495117188","526.317199707031","D2","0h","double_producer","KO"
"13768","2672.29150390625","2391.0556640625","D2","0h","double_producer","KO"
"13769","1917.85815429688","1500.5458984375","D2","0h","double_producer","KO"
"13770","1729.36828613281","516.028503417969","D2","0h","double_producer","KO"
"13771","1882.40026855469","478.741455078125","D2","0h","double_producer","KO"
"13772","2566.31323242188","3327.49169921875","D2","0h","double_producer","KO"
"13773","37081.92578125","2858.09423828125","D2","0h","double_producer","KO"
"13774","2908.73950195312","625.222717285156","D2","0h","double_producer","KO"
"13775","2110.75756835938","522.860473632812","D2","0h","double_producer","KO"
"13776","1714.07470703125","742.304504394531","D2","0h","double_producer","KO"
"13777","2323.90551757812","4221.0146484375","D2","1h","double_producer","KO"
"13778","2698.759765625","12820.2080078125","D2","1h","double_producer","KO"
"13779","5091.89453125","8512.015625","D2","1h","double_producer","KO"
"13780","3569.54272460938","19581.59765625","D2","1h","double_producer","KO"
"13781","1649.56750488281","3346.05419921875","D2","1h","double_producer","KO"
"13782","2236.63623046875","5484.1201171875","D2","1h","double_producer","KO"
"13783","2587.04150390625","9611.408203125","D2","1h","double_producer","KO"
"13784","4712.1533203125","13108.3857421875","D2","1h","double_producer","KO"
"13785","3575.36157226562","34296.421875","D2","1h","double_producer","KO"
"13786","2203.73657226562","6471.26611328125","D2","1h","double_producer","KO"
"13787","1888.13061523438","7146.0126953125","D2","1h","double_producer","KO"
"13788","2206.60180664062","2573.6474609375","D2","1h","double_producer","KO"
"13789","2787.775390625","39376.35546875","D2","1h","double_producer","KO"
"13790","1660.8310546875","14943.5673828125","D2","1h","double_producer","KO"
"13791","5691.3876953125","9425.794921875","D2","1h","double_producer","KO"
"13792","4355.482421875","37298.73828125","D2","1h","double_producer","KO"
"13793","2254.50048828125","25891.40625","D2","1h","double_producer","KO"
"13794","2119.17602539062","2811.81127929688","D2","1h","double_producer","KO"
"13795","1716.62084960938","18860.173828125","D2","1h","double_producer","KO"
"13796","2309.63940429688","17528.126953125","D2","1h","double_producer","KO"
"13797","1863.67626953125","9312.4169921875","D2","1h","double_producer","KO"
"13798","1686.591796875","2434.240234375","D2","1h","double_producer","KO"
"13799","1620.38708496094","10142.240234375","D2","1h","double_producer","KO"
"13800","1806.1416015625","16390.60546875","D2","1h","double_producer","KO"
"13801","2121.69702148438","6184.3759765625","D2","1h","double_producer","KO"
"13802","2499.14721679688","12896.099609375","D2","1h","double_producer","KO"
"13803","2392.92358398438","17925.92578125","D2","1h","double_producer","KO"
"13804","1858.76428222656","3465.658203125","D2","1h","double_producer","KO"
"13805","2066.31030273438","4779.568359375","D2","1h","double_producer","KO"
"13806","2601.28881835938","1637.28723144531","D2","1h","double_producer","KO"
"13807","2370.43994140625","4539.71826171875","D2","1h","double_producer","KO"
"13808","3109.849609375","16884.638671875","D2","1h","double_producer","KO"
"13809","2700.97021484375","11537.7841796875","D2","1h","double_producer","KO"
"13810","2486.31591796875","8405.205078125","D2","1h","double_producer","KO"
"13811","3532.66479492188","19816.00390625","D2","1h","double_producer","KO"
"13812","1677.41821289062","644.322143554688","D2","1h","double_producer","KO"
"13813","2243.72705078125","5278.15478515625","D2","1h","double_producer","KO"
"13814","2286.4033203125","13893.90234375","D2","1h","double_producer","KO"
"13815","2748.67114257812","1517.6064453125","D2","1h","double_producer","KO"
"13816","2191.15209960938","6611.72412109375","D2","1h","double_producer","KO"
"13817","2306.2666015625","2203.8720703125","D2","1h","double_producer","KO"
"13818","2151.92944335938","4230.5849609375","D2","1h","double_producer","KO"
"13819","1708.53991699219","10922.751953125","D2","1h","double_producer","KO"
"13820","2903.00732421875","9680.9775390625","D2","1h","double_producer","KO"
"13821","5357.45263671875","22143.65234375","D2","1h","double_producer","KO"
"13822","2420.703125","11086.0185546875","D2","1h","double_producer","KO"
"13823","3949.05493164062","7890.03173828125","D2","1h","double_producer","KO"
"13824","2033.515625","11914.5830078125","D2","1h","double_producer","KO"
"13825","2704.49780273438","13676.822265625","D2","1h","double_producer","KO"
"13826","3954.39233398438","22401.03515625","D2","1h","double_producer","KO"
"13827","3484.55737304688","5121.455078125","D2","1h","double_producer","KO"
"13828","1836.54431152344","7477.58935546875","D2","1h","double_producer","KO"
"13829","3344.7216796875","3323.67358398438","D2","1h","double_producer","KO"
"13830","1848.95947265625","769.877990722656","D2","1h","double_producer","KO"
"13831","3832.65063476562","5846.3486328125","D2","1h","double_producer","KO"
"13832","5651.6630859375","40402.375","D2","1h","double_producer","KO"
"13833","1848.69738769531","7147.36572265625","D2","1h","double_producer","KO"
"13834","1731.29772949219","4714.89990234375","D2","1h","double_producer","KO"
"13835","5682.74755859375","17106.623046875","D2","1h","double_producer","KO"
"13836","4852.048828125","7069.23046875","D2","1h","double_producer","KO"
"13837","4035.77490234375","9220.8037109375","D2","1h","double_producer","KO"
"13838","2479.80615234375","3718.0966796875","D2","1h","double_producer","KO"
"13839","3772.60888671875","1544.15405273438","D2","1h","double_producer","KO"
"13840","2591.30981445312","2984.7734375","D2","1h","double_producer","KO"
"13841","1633.28295898438","6278.87646484375","D2","1h","double_producer","KO"
"13842","2461.96240234375","12519.69140625","D2","1h","double_producer","KO"
"13843","2402.07275390625","10179.18359375","D2","1h","double_producer","KO"
"13844","2526.76904296875","18293.380859375","D2","1h","double_producer","KO"
"13845","2476.0224609375","3346.70629882812","D2","1h","double_producer","KO"
"13846","2398.76538085938","13949.05078125","D2","1h","double_producer","KO"
"13847","1727.54675292969","21955.87890625","D2","1h","double_producer","KO"
"13848","2715.03564453125","5136.0263671875","D2","1h","double_producer","KO"
"13849","1958.58361816406","9498.1435546875","D2","1h","double_producer","KO"
"13850","1624.31494140625","3067.65795898438","D2","1h","double_producer","KO"
"13851","1874.57629394531","3075.69873046875","D2","1h","double_producer","KO"
"13852","2566.75634765625","2974.82592773438","D2","1h","double_producer","KO"
"13853","2080.86547851562","5265.11083984375","D2","1h","double_producer","KO"
"13854","2518.1572265625","512.566589355469","D2","1h","double_producer","KO"
"13855","1834.24426269531","26108.6328125","D2","1h","double_producer","KO"
"13856","2592.58935546875","7805.7783203125","D2","1h","double_producer","KO"
"13857","6487.5361328125","11503.2861328125","D2","1h","double_producer","KO"
"13858","1661.12744140625","12507.9677734375","D2","1h","double_producer","KO"
"13859","1609.078125","6727.07373046875","D2","1h","double_producer","KO"
"13860","2546.40551757812","12205.896484375","D2","1h","double_producer","KO"
"13861","4179.9443359375","4007.33154296875","D2","1h","double_producer","KO"
"13862","1778.89599609375","12046.1240234375","D2","1h","double_producer","KO"
"13863","2021.99108886719","18984.373046875","D2","1h","double_producer","KO"
"13864","1783.79382324219","6529.7880859375","D2","1h","double_producer","KO"
"13865","1859.36706542969","4257.318359375","D2","1h","double_producer","KO"
"13866","2386.71142578125","5378.2119140625","D2","1h","double_producer","KO"
"13867","3482.22314453125","9453.0517578125","D2","1h","double_producer","KO"
"13868","2427.01489257812","4938.8193359375","D2","1h","double_producer","KO"
"13869","3593.66772460938","7231.580078125","D2","1h","double_producer","KO"
"13870","1989.69885253906","3275.04760742188","D2","1h","double_producer","KO"
"13871","2423.63354492188","9611.7763671875","D2","1h","double_producer","KO"
"13872","2570.80981445312","20095.19140625","D2","1h","double_producer","KO"
"13873","3093.32055664062","2367.31909179688","D2","1h","double_producer","KO"
"13874","2166.78491210938","9072.8212890625","D2","1h","double_producer","KO"
"13875","3071.5869140625","39527.484375","D2","1h","double_producer","KO"
"13876","2305.39306640625","1586.47631835938","D2","1h","double_producer","KO"
"13877","2872.1044921875","8456.1982421875","D2","1h","double_producer","KO"
"13878","1857.05065917969","9197.26171875","D2","1h","double_producer","KO"
"13879","1725.00329589844","12370.865234375","D2","1h","double_producer","KO"
"13880","4493.81005859375","25031.755859375","D2","1h","double_producer","KO"
"13881","1856.74523925781","8634.2783203125","D2","1h","double_producer","KO"
"13882","4449.88134765625","15562.4873046875","D2","1h","double_producer","KO"
"13883","5341.86474609375","24144.951171875","D2","1h","double_producer","KO"
"13884","4485.48974609375","41278.25390625","D2","1h","double_producer","KO"
"13885","4997.65234375","25500.326171875","D2","1h","double_producer","KO"
"13886","1644.06469726562","11671.80078125","D2","1h","double_producer","KO"
"13887","3040.60546875","28080.755859375","D2","1h","double_producer","KO"
"13888","2158.07275390625","649.508850097656","D2","1h","double_producer","KO"
"13889","1796.923828125","21198.615234375","D2","1h","double_producer","KO"
"13890","2456.75708007812","18349.462890625","D2","1h","double_producer","KO"
"13891","1871.54528808594","10198.99609375","D2","1h","double_producer","KO"
"13892","3483.27734375","12362.7802734375","D2","1h","double_producer","KO"
"13893","4934.9931640625","40660.7734375","D2","1h","double_producer","KO"
"13894","2832.90087890625","7775.60693359375","D2","1h","double_producer","KO"
"13895","1614.31774902344","3050.73950195312","D2","1h","double_producer","KO"
"13896","1796.17004394531","1018.05749511719","D2","1h","double_producer","KO"
"13897","5164.2822265625","13249.62109375","D2","1h","double_producer","KO"
"13898","3868.12426757812","20667.69140625","D2","1h","double_producer","KO"
"13899","3168.61767578125","7663.1943359375","D2","1h","double_producer","KO"
"13900","4617.21728515625","6447.43896484375","D2","1h","double_producer","KO"
"13901","1645.11206054688","8413.8017578125","D2","1h","double_producer","KO"
"13902","4307.05029296875","23785.16796875","D2","1h","double_producer","KO"
"13903","3862.60278320312","12350.3564453125","D2","1h","double_producer","KO"
"13904","2056.49609375","9358.87890625","D2","1h","double_producer","KO"
"13905","2204.24536132812","1052.56579589844","D2","1h","double_producer","KO"
"13906","2778.3466796875","695.420776367188","D2","1h","double_producer","KO"
"13907","1970.12145996094","10443.0595703125","D2","1h","double_producer","KO"
"13908","2705.146484375","7990.23583984375","D2","1h","double_producer","KO"
"13909","2477.20288085938","27870.6015625","D2","1h","double_producer","KO"
"13910","2556.2568359375","8471.189453125","D2","1h","double_producer","KO"
"13911","2309.6181640625","1149.58190917969","D2","1h","double_producer","KO"
"13912","1984.15307617188","5404.35791015625","D2","1h","double_producer","KO"
"13913","4032.37377929688","11377.5869140625","D2","1h","double_producer","KO"
"13914","4574.3876953125","12996.8701171875","D2","1h","double_producer","KO"
"13915","2957.97778320312","13197.1650390625","D2","1h","double_producer","KO"
"13916","1627.30615234375","7414.2353515625","D2","1h","double_producer","KO"
"13917","3639.32397460938","21407.87109375","D2","1h","double_producer","KO"
"13918","2232.55932617188","9336.03515625","D2","1h","double_producer","KO"
"13919","1700.83923339844","6545.9150390625","D2","1h","double_producer","KO"
"13920","4419.595703125","22159.66015625","D2","1h","double_producer","KO"
"13921","2393.572265625","2649.70043945312","D2","1h","double_producer","KO"
"13922","3275.36352539062","11674.533203125","D2","1h","double_producer","KO"
"13923","1691.00415039062","723.641662597656","D2","1h","double_producer","KO"
"13924","2679.54809570312","5260.6796875","D2","1h","double_producer","KO"
"13925","3654.0205078125","20557.146484375","D2","1h","double_producer","KO"
"13926","2017.13537597656","11950.078125","D2","1h","double_producer","KO"
"13927","1723.61364746094","5699.6435546875","D2","1h","double_producer","KO"
"13928","1775.64721679688","10163.384765625","D2","1h","double_producer","KO"
"13929","3443.44018554688","4475.357421875","D2","1h","double_producer","KO"
"13930","1827.23718261719","9398.998046875","D2","1h","double_producer","KO"
"13931","2079.82788085938","7549.0087890625","D2","1h","double_producer","KO"
"13932","3085.81982421875","8920.2958984375","D2","1h","double_producer","KO"
"13933","3478.14208984375","31632.876953125","D2","1h","double_producer","KO"
"13934","2034.05200195312","6070.4482421875","D2","1h","double_producer","KO"
"13935","3239.75146484375","9735.4697265625","D2","1h","double_producer","KO"
"13936","2539.4501953125","16477.341796875","D2","1h","double_producer","KO"
"13937","2525.6357421875","1321.22509765625","D2","1h","double_producer","KO"
"13938","1601.23315429688","13625.037109375","D2","1h","double_producer","KO"
"13939","3114.337890625","18723.41015625","D2","1h","double_producer","KO"
"13940","1866.62780761719","1304.88195800781","D2","1h","double_producer","KO"
"13941","2550.29052734375","5043.8359375","D2","1h","double_producer","KO"
"13942","1646.01452636719","7357.1337890625","D2","1h","double_producer","KO"
"13943","2449.95092773438","4540.23828125","D2","1h","double_producer","KO"
"13944","4153.70654296875","33906.76171875","D2","1h","double_producer","KO"
"13945","1632.45581054688","2711.73168945312","D2","1h","double_producer","KO"
"13946","2344.09741210938","5787.5927734375","D2","1h","double_producer","KO"
"13947","2235.25927734375","2519.02099609375","D2","1h","double_producer","KO"
"13948","1803.54895019531","13140.537109375","D2","1h","double_producer","KO"
"13949","2538.9951171875","5478.58837890625","D2","1h","double_producer","KO"
"13950","1713.818359375","4430.17919921875","D2","1h","double_producer","KO"
"13951","2279.25366210938","12239.326171875","D2","1h","double_producer","KO"
"13952","1627.94543457031","8102.498046875","D2","1h","double_producer","KO"
"13953","1874.20727539062","4325.703125","D2","1h","double_producer","KO"
"13954","2272.96875","1422.30065917969","D2","1h","double_producer","KO"
"13955","2535.29516601562","18484.58203125","D2","1h","double_producer","KO"
"13956","1998.65380859375","571.958984375","D2","1h","double_producer","KO"
"13957","2310.8427734375","11850.4140625","D2","1h","double_producer","KO"
"13958","2249.58911132812","577.2607421875","D2","1h","double_producer","KO"
"13959","2605.76904296875","9298.5615234375","D2","1h","double_producer","KO"
"13960","4399.72265625","5718.859375","D2","1h","double_producer","KO"
"13961","2531.68310546875","4324.55029296875","D2","1h","double_producer","KO"
"13962","1773.97277832031","13150.7568359375","D2","1h","double_producer","KO"
"13963","3615.40454101562","1299.75988769531","D2","1h","double_producer","KO"
"13964","1885.91296386719","14622.658203125","D2","1h","double_producer","KO"
"13965","2217.57739257812","2094.80908203125","D2","1h","double_producer","KO"
"13966","1602.6513671875","7880.42431640625","D2","1h","double_producer","KO"
"13967","4187.0556640625","14827.0625","D2","1h","double_producer","KO"
"13968","3043.89086914062","6576.3203125","D2","1h","double_producer","KO"
"13969","1848.12219238281","7886.48046875","D2","1h","double_producer","KO"
"13970","1612.03356933594","9904.6748046875","D2","1h","double_producer","KO"
"13971","1846.12719726562","616.172119140625","D2","1h","double_producer","KO"
"13972","1697.17749023438","9402.611328125","D2","1h","double_producer","KO"
"13973","1803.38452148438","3079.70092773438","D2","1h","double_producer","KO"
"13974","3076.50268554688","6619.11865234375","D2","1h","double_producer","KO"
"13975","1607.41857910156","721.998718261719","D2","1h","double_producer","KO"
"13976","1891.787109375","9559.1728515625","D2","1h","double_producer","KO"
"13977","2644.73364257812","5070.1025390625","D2","1h","double_producer","KO"
"13978","1990.23803710938","1402.98254394531","D2","1h","double_producer","KO"
"13979","2146.64477539062","17613.408203125","D2","1h","double_producer","KO"
"13980","2937.88549804688","12787.078125","D2","1h","double_producer","KO"
"13981","2923.31567382812","12376.2041015625","D2","1h","double_producer","KO"
"13982","1919.18041992188","5796.88134765625","D2","1h","double_producer","KO"
"13983","1748.12268066406","23361.62109375","D2","1h","double_producer","KO"
"13984","2119.63989257812","16713.470703125","D2","1h","double_producer","KO"
"13985","2013.6376953125","10765.4189453125","D2","1h","double_producer","KO"
"13986","1995.50891113281","14859.138671875","D2","1h","double_producer","KO"
"13987","1900.97692871094","24476.02734375","D2","1h","double_producer","KO"
"13988","2016.16369628906","3959.068359375","D2","1h","double_producer","KO"
"13989","1891.85803222656","9881.119140625","D2","1h","double_producer","KO"
"13990","2547.63256835938","3594.87036132812","D2","1h","double_producer","KO"
"13991","1645.74755859375","617.396850585938","D2","1h","double_producer","KO"
"13992","2528.49389648438","5310.24169921875","D2","1h","double_producer","KO"
"13993","3548.6083984375","23384.654296875","D2","1h","double_producer","KO"
"13994","3749.45922851562","20852.517578125","D2","1h","double_producer","KO"
"13995","4076.16162109375","26371.669921875","D2","1h","double_producer","KO"
"13996","3143.23315429688","3930.88134765625","D2","1h","double_producer","KO"
"13997","4161.93896484375","15505.5927734375","D2","1h","double_producer","KO"
"13998","1900.11926269531","7892.76513671875","D2","1h","double_producer","KO"
"13999","2545","25749.185546875","D2","1h","double_producer","KO"
"14000","2370.23461914062","8601.484375","D2","1h","double_producer","KO"
"14001","2745.74072265625","8704.78515625","D2","1h","double_producer","KO"
"14002","2802.791015625","10833.0361328125","D2","1h","double_producer","KO"
"14003","4582.349609375","28267.52734375","D2","1h","double_producer","KO"
"14004","2411.63793945312","10750.52734375","D2","1h","double_producer","KO"
