"","ID","donor","timepoint","cytokine","N_mature_nucleus","N_mature_cytoplasm","N_mature_total","N_nascent_Ts_1","N_nascent_Ts_2","N_nascent_total"
"11725","D2_6HCD3CD28_03_Cell_CP_139_IFN","D2","6","IFN",64,17,81,0,0,0
"11726","D2_6HCD3CD28_03_Cell_CP_139_TNF","D2","6","TNF",3,0,3,0,0,0
"11727","D2_6HCD3CD28_03_Cell_CP_14_IFN","D2","6","IFN",4,5,9,0,0,0
"11729","D2_6HCD3CD28_03_Cell_CP_15_IFN","D2","6","IFN",2,0,2,0,0,0
"11730","D2_6HCD3CD28_03_Cell_CP_15_TNF","D2","6","TNF",2,2,4,0,0,0
"11732","D2_6HCD3CD28_03_Cell_CP_16_TNF","D2","6","TNF",0,1,1,0,0,0
"11733","D2_6HCD3CD28_03_Cell_CP_17_IFN","D2","6","IFN",1,0,1,0,0,0
"11734","D2_6HCD3CD28_03_Cell_CP_17_TNF","D2","6","TNF",8,3,11,0,0,0
"11735","D2_6HCD3CD28_03_Cell_CP_18_IFN","D2","6","IFN",0,1,1,0,0,0
"11737","D2_6HCD3CD28_03_Cell_CP_19_IFN","D2","6","IFN",1,0,1,0,0,0
"11739","D2_6HCD3CD28_03_Cell_CP_20_IFN","D2","6","IFN",1,2,3,0,0,0
"11740","D2_6HCD3CD28_03_Cell_CP_20_TNF","D2","6","TNF",14,4,18,0,0,0
"11741","D2_6HCD3CD28_03_Cell_CP_21_IFN","D2","6","IFN",12,7,19,0,0,0
"11742","D2_6HCD3CD28_03_Cell_CP_21_TNF","D2","6","TNF",3,2,5,0,0,0
"11745","D2_6HCD3CD28_03_Cell_CP_23_IFN","D2","6","IFN",3,7,10,0,0,0
"11746","D2_6HCD3CD28_03_Cell_CP_23_TNF","D2","6","TNF",0,5,5,0,0,0
"11748","D2_6HCD3CD28_03_Cell_CP_24_TNF","D2","6","TNF",1,0,1,0,0,0
"11749","D2_6HCD3CD28_03_Cell_CP_25_IFN","D2","6","IFN",0,1,1,0,0,0
"11751","D2_6HCD3CD28_03_Cell_CP_27_IFN","D2","6","IFN",6,12,18,0,0,0
"11752","D2_6HCD3CD28_03_Cell_CP_27_TNF","D2","6","TNF",1,1,2,0,0,0
"11753","D2_6HCD3CD28_03_Cell_CP_28_IFN","D2","6","IFN",2,19,21,0,0,0
"11754","D2_6HCD3CD28_03_Cell_CP_28_TNF","D2","6","TNF",0,1,1,0,0,0
"11755","D2_6HCD3CD28_03_Cell_CP_29_IFN","D2","6","IFN",1,1,2,0,0,0
"11756","D2_6HCD3CD28_03_Cell_CP_29_TNF","D2","6","TNF",0,2,2,0,0,0
"11757","D2_6HCD3CD28_03_Cell_CP_30_IFN","D2","6","IFN",0,2,2,0,0,0
"11758","D2_6HCD3CD28_03_Cell_CP_30_TNF","D2","6","TNF",1,10,11,4,0,4
"11759","D2_6HCD3CD28_03_Cell_CP_31_IFN","D2","6","IFN",1,0,1,0,0,0
"11761","D2_6HCD3CD28_03_Cell_CP_32_IFN","D2","6","IFN",2,1,3,0,0,0
"11762","D2_6HCD3CD28_03_Cell_CP_32_TNF","D2","6","TNF",0,1,1,0,0,0
"11763","D2_6HCD3CD28_03_Cell_CP_33_IFN","D2","6","IFN",0,1,1,0,0,0
"11765","D2_6HCD3CD28_03_Cell_CP_35_IFN","D2","6","IFN",6,8,14,0,0,0
"11766","D2_6HCD3CD28_03_Cell_CP_35_TNF","D2","6","TNF",2,5,7,0,0,0
"11767","D2_6HCD3CD28_03_Cell_CP_36_IFN","D2","6","IFN",0,1,1,0,0,0
"11768","D2_6HCD3CD28_03_Cell_CP_36_TNF","D2","6","TNF",3,1,4,0,0,0
"11773","D2_6HCD3CD28_03_Cell_CP_40_IFN","D2","6","IFN",0,1,1,0,0,0
"11775","D2_6HCD3CD28_03_Cell_CP_41_IFN","D2","6","IFN",8,2,10,0,0,0
"11776","D2_6HCD3CD28_03_Cell_CP_41_TNF","D2","6","TNF",7,3,10,0,0,0
"11777","D2_6HCD3CD28_03_Cell_CP_42_IFN","D2","6","IFN",0,2,2,0,0,0
"11779","D2_6HCD3CD28_03_Cell_CP_43_IFN","D2","6","IFN",3,4,7,0,0,0
"11780","D2_6HCD3CD28_03_Cell_CP_43_TNF","D2","6","TNF",1,0,1,0,0,0
"11781","D2_6HCD3CD28_03_Cell_CP_44_IFN","D2","6","IFN",2,3,5,0,0,0
"11783","D2_6HCD3CD28_03_Cell_CP_45_IFN","D2","6","IFN",0,3,3,0,0,0
"11785","D2_6HCD3CD28_03_Cell_CP_46_IFN","D2","6","IFN",3,1,4,0,0,0
"11786","D2_6HCD3CD28_03_Cell_CP_46_TNF","D2","6","TNF",9,3,12,0,0,0
"11787","D2_6HCD3CD28_03_Cell_CP_47_IFN","D2","6","IFN",0,1,1,0,0,0
"11789","D2_6HCD3CD28_03_Cell_CP_48_IFN","D2","6","IFN",0,1,1,0,0,0
"11791","D2_6HCD3CD28_03_Cell_CP_49_IFN","D2","6","IFN",0,3,3,0,0,0
"11792","D2_6HCD3CD28_03_Cell_CP_49_TNF","D2","6","TNF",6,8,14,0,0,0
"11793","D2_6HCD3CD28_03_Cell_CP_50_IFN","D2","6","IFN",5,2,7,0,0,0
"11794","D2_6HCD3CD28_03_Cell_CP_50_TNF","D2","6","TNF",4,2,6,0,0,0
"11797","D2_6HCD3CD28_03_Cell_CP_52_IFN","D2","6","IFN",2,1,3,0,0,0
"11798","D2_6HCD3CD28_03_Cell_CP_52_TNF","D2","6","TNF",2,1,3,0,0,0
"11799","D2_6HCD3CD28_03_Cell_CP_53_IFN","D2","6","IFN",1,0,1,0,0,0
"11800","D2_6HCD3CD28_03_Cell_CP_53_TNF","D2","6","TNF",2,1,3,0,0,0
"11801","D2_6HCD3CD28_03_Cell_CP_54_IFN","D2","6","IFN",1,3,4,0,0,0
"11805","D2_6HCD3CD28_03_Cell_CP_57_IFN","D2","6","IFN",0,4,4,0,0,0
"11806","D2_6HCD3CD28_03_Cell_CP_57_TNF","D2","6","TNF",2,3,5,0,0,0
"11807","D2_6HCD3CD28_03_Cell_CP_58_IFN","D2","6","IFN",1,2,3,0,0,0
"11808","D2_6HCD3CD28_03_Cell_CP_58_TNF","D2","6","TNF",9,4,13,0,0,0
"11809","D2_6HCD3CD28_03_Cell_CP_59_IFN","D2","6","IFN",5,5,10,0,0,0
"11810","D2_6HCD3CD28_03_Cell_CP_59_TNF","D2","6","TNF",0,1,1,0,0,0
"11811","D2_6HCD3CD28_03_Cell_CP_60_IFN","D2","6","IFN",1,3,4,0,0,0
"11812","D2_6HCD3CD28_03_Cell_CP_60_TNF","D2","6","TNF",7,0,7,0,0,0
"11813","D2_6HCD3CD28_03_Cell_CP_61_IFN","D2","6","IFN",13,17,30,0,0,0
"11814","D2_6HCD3CD28_03_Cell_CP_61_TNF","D2","6","TNF",2,1,3,0,0,0
"11815","D2_6HCD3CD28_03_Cell_CP_62_IFN","D2","6","IFN",3,2,5,0,0,0
"11816","D2_6HCD3CD28_03_Cell_CP_62_TNF","D2","6","TNF",4,0,4,0,0,0
"11818","D2_6HCD3CD28_03_Cell_CP_63_TNF","D2","6","TNF",1,0,1,0,0,0
"11819","D2_6HCD3CD28_03_Cell_CP_64_IFN","D2","6","IFN",10,2,12,0,0,0
"11820","D2_6HCD3CD28_03_Cell_CP_64_TNF","D2","6","TNF",0,1,1,0,0,0
"11821","D2_6HCD3CD28_03_Cell_CP_66_IFN","D2","6","IFN",38,25,63,3,0,3
"11822","D2_6HCD3CD28_03_Cell_CP_66_TNF","D2","6","TNF",0,1,1,0,0,0
"11823","D2_6HCD3CD28_03_Cell_CP_67_IFN","D2","6","IFN",1,2,3,0,0,0
"11825","D2_6HCD3CD28_03_Cell_CP_68_IFN","D2","6","IFN",1,1,2,0,0,0
"11827","D2_6HCD3CD28_03_Cell_CP_69_IFN","D2","6","IFN",2,1,3,0,0,0
"11829","D2_6HCD3CD28_03_Cell_CP_7_IFN","D2","6","IFN",2,0,2,0,0,0
"11830","D2_6HCD3CD28_03_Cell_CP_7_TNF","D2","6","TNF",1,0,1,0,0,0
"11832","D2_6HCD3CD28_03_Cell_CP_70_TNF","D2","6","TNF",1,0,1,0,0,0
"11833","D2_6HCD3CD28_03_Cell_CP_71_IFN","D2","6","IFN",4,1,5,0,0,0
"11834","D2_6HCD3CD28_03_Cell_CP_71_TNF","D2","6","TNF",4,2,6,0,0,0
"11835","D2_6HCD3CD28_03_Cell_CP_72_IFN","D2","6","IFN",0,4,4,0,0,0
"11837","D2_6HCD3CD28_03_Cell_CP_73_IFN","D2","6","IFN",0,5,5,0,0,0
"11839","D2_6HCD3CD28_03_Cell_CP_75_IFN","D2","6","IFN",2,1,3,0,0,0
"11840","D2_6HCD3CD28_03_Cell_CP_75_TNF","D2","6","TNF",1,2,3,0,0,0
"11843","D2_6HCD3CD28_03_Cell_CP_78_IFN","D2","6","IFN",69,21,90,4,3,7
"11844","D2_6HCD3CD28_03_Cell_CP_78_TNF","D2","6","TNF",1,1,2,0,0,0
"11846","D2_6HCD3CD28_03_Cell_CP_79_TNF","D2","6","TNF",0,3,3,0,0,0
"11849","D2_6HCD3CD28_03_Cell_CP_80_IFN","D2","6","IFN",1,0,1,0,0,0
"11851","D2_6HCD3CD28_03_Cell_CP_81_IFN","D2","6","IFN",4,5,9,0,0,0
"11852","D2_6HCD3CD28_03_Cell_CP_81_TNF","D2","6","TNF",1,3,4,0,0,0
"11854","D2_6HCD3CD28_03_Cell_CP_82_TNF","D2","6","TNF",1,0,1,0,0,0
"11855","D2_6HCD3CD28_03_Cell_CP_83_IFN","D2","6","IFN",0,1,1,0,0,0
"11856","D2_6HCD3CD28_03_Cell_CP_83_TNF","D2","6","TNF",4,7,11,0,0,0
"11857","D2_6HCD3CD28_03_Cell_CP_84_IFN","D2","6","IFN",1,9,10,0,0,0
"11859","D2_6HCD3CD28_03_Cell_CP_85_IFN","D2","6","IFN",23,7,30,0,0,0
"11860","D2_6HCD3CD28_03_Cell_CP_85_TNF","D2","6","TNF",3,1,4,0,0,0
"11861","D2_6HCD3CD28_03_Cell_CP_86_IFN","D2","6","IFN",15,9,24,0,0,0
"11862","D2_6HCD3CD28_03_Cell_CP_86_TNF","D2","6","TNF",7,9,16,0,0,0
"11863","D2_6HCD3CD28_03_Cell_CP_88_IFN","D2","6","IFN",0,1,1,0,0,0
"11865","D2_6HCD3CD28_03_Cell_CP_89_IFN","D2","6","IFN",1,0,1,0,0,0
"11869","D2_6HCD3CD28_03_Cell_CP_90_IFN","D2","6","IFN",7,4,11,0,0,0
"11870","D2_6HCD3CD28_03_Cell_CP_90_TNF","D2","6","TNF",6,6,12,0,0,0
"11871","D2_6HCD3CD28_03_Cell_CP_91_IFN","D2","6","IFN",8,7,15,0,0,0
"11872","D2_6HCD3CD28_03_Cell_CP_91_TNF","D2","6","TNF",0,7,7,0,0,0
"11873","D2_6HCD3CD28_03_Cell_CP_93_IFN","D2","6","IFN",0,2,2,0,0,0
"11875","D2_6HCD3CD28_03_Cell_CP_94_IFN","D2","6","IFN",4,2,6,0,0,0
"11876","D2_6HCD3CD28_03_Cell_CP_94_TNF","D2","6","TNF",6,3,9,0,0,0
"11877","D2_6HCD3CD28_03_Cell_CP_95_IFN","D2","6","IFN",2,5,7,0,0,0
"11879","D2_6HCD3CD28_03_Cell_CP_96_IFN","D2","6","IFN",3,4,7,0,0,0
"11880","D2_6HCD3CD28_03_Cell_CP_96_TNF","D2","6","TNF",2,5,7,0,0,0
"11882","D2_6HCD3CD28_03_Cell_CP_97_TNF","D2","6","TNF",3,6,9,0,0,0
"11885","D2_6HCD3CD28_04_Cell_CP_10_IFN","D2","6","IFN",0,4,4,0,0,0
"11886","D2_6HCD3CD28_04_Cell_CP_10_TNF","D2","6","TNF",0,1,1,0,0,0
"11887","D2_6HCD3CD28_04_Cell_CP_100_IFN","D2","6","IFN",2,0,2,0,0,0
"11888","D2_6HCD3CD28_04_Cell_CP_100_TNF","D2","6","TNF",2,0,2,0,0,0
"11889","D2_6HCD3CD28_04_Cell_CP_101_IFN","D2","6","IFN",9,14,23,0,0,0
"11890","D2_6HCD3CD28_04_Cell_CP_101_TNF","D2","6","TNF",0,1,1,0,0,0
"11891","D2_6HCD3CD28_04_Cell_CP_102_IFN","D2","6","IFN",2,2,4,3,0,3
"11892","D2_6HCD3CD28_04_Cell_CP_102_TNF","D2","6","TNF",0,1,1,0,0,0
"11893","D2_6HCD3CD28_04_Cell_CP_103_IFN","D2","6","IFN",8,5,13,0,0,0
"11894","D2_6HCD3CD28_04_Cell_CP_103_TNF","D2","6","TNF",2,1,3,0,0,0
"11895","D2_6HCD3CD28_04_Cell_CP_104_IFN","D2","6","IFN",0,2,2,0,0,0
"11896","D2_6HCD3CD28_04_Cell_CP_104_TNF","D2","6","TNF",4,2,6,0,0,0
"11897","D2_6HCD3CD28_04_Cell_CP_105_IFN","D2","6","IFN",2,1,3,0,0,0
"11899","D2_6HCD3CD28_04_Cell_CP_106_IFN","D2","6","IFN",1,1,2,0,0,0
"11901","D2_6HCD3CD28_04_Cell_CP_107_IFN","D2","6","IFN",1,0,1,0,0,0
"11902","D2_6HCD3CD28_04_Cell_CP_107_TNF","D2","6","TNF",0,1,1,0,0,0
"11903","D2_6HCD3CD28_04_Cell_CP_108_IFN","D2","6","IFN",51,29,80,0,5,5
"11904","D2_6HCD3CD28_04_Cell_CP_108_TNF","D2","6","TNF",4,2,6,0,0,0
"11905","D2_6HCD3CD28_04_Cell_CP_109_IFN","D2","6","IFN",3,0,3,0,0,0
"11906","D2_6HCD3CD28_04_Cell_CP_109_TNF","D2","6","TNF",2,4,6,0,0,0
"11907","D2_6HCD3CD28_04_Cell_CP_11_IFN","D2","6","IFN",8,3,11,0,0,0
"11908","D2_6HCD3CD28_04_Cell_CP_11_TNF","D2","6","TNF",9,3,12,0,0,0
"11909","D2_6HCD3CD28_04_Cell_CP_110_IFN","D2","6","IFN",4,3,7,0,0,0
"11910","D2_6HCD3CD28_04_Cell_CP_110_TNF","D2","6","TNF",0,1,1,0,0,0
"11911","D2_6HCD3CD28_04_Cell_CP_111_IFN","D2","6","IFN",0,5,5,0,0,0
"11912","D2_6HCD3CD28_04_Cell_CP_111_TNF","D2","6","TNF",1,0,1,0,0,0
"11913","D2_6HCD3CD28_04_Cell_CP_112_IFN","D2","6","IFN",1,0,1,0,0,0
"11914","D2_6HCD3CD28_04_Cell_CP_112_TNF","D2","6","TNF",1,0,1,0,0,0
"11915","D2_6HCD3CD28_04_Cell_CP_113_IFN","D2","6","IFN",0,1,1,0,0,0
"11917","D2_6HCD3CD28_04_Cell_CP_114_IFN","D2","6","IFN",1,0,1,0,0,0
"11919","D2_6HCD3CD28_04_Cell_CP_115_IFN","D2","6","IFN",5,2,7,0,0,0
"11921","D2_6HCD3CD28_04_Cell_CP_117_IFN","D2","6","IFN",7,2,9,0,0,0
"11922","D2_6HCD3CD28_04_Cell_CP_117_TNF","D2","6","TNF",10,2,12,3,0,3
"11923","D2_6HCD3CD28_04_Cell_CP_118_IFN","D2","6","IFN",5,0,5,0,0,0
"11926","D2_6HCD3CD28_04_Cell_CP_12_TNF","D2","6","TNF",1,1,2,0,0,0
"11927","D2_6HCD3CD28_04_Cell_CP_120_IFN","D2","6","IFN",5,2,7,0,0,0
"11928","D2_6HCD3CD28_04_Cell_CP_120_TNF","D2","6","TNF",0,1,1,0,0,0
"11929","D2_6HCD3CD28_04_Cell_CP_121_IFN","D2","6","IFN",1,1,2,0,0,0
"11931","D2_6HCD3CD28_04_Cell_CP_122_IFN","D2","6","IFN",1,0,1,0,0,0
"11933","D2_6HCD3CD28_04_Cell_CP_123_IFN","D2","6","IFN",13,11,24,0,0,0
"11934","D2_6HCD3CD28_04_Cell_CP_123_TNF","D2","6","TNF",2,3,5,0,0,0
"11935","D2_6HCD3CD28_04_Cell_CP_124_IFN","D2","6","IFN",18,4,22,0,0,0
"11936","D2_6HCD3CD28_04_Cell_CP_124_TNF","D2","6","TNF",3,1,4,0,0,0
"11937","D2_6HCD3CD28_04_Cell_CP_125_IFN","D2","6","IFN",1,0,1,0,0,0
"11938","D2_6HCD3CD28_04_Cell_CP_125_TNF","D2","6","TNF",15,6,21,0,0,0
"11939","D2_6HCD3CD28_04_Cell_CP_126_IFN","D2","6","IFN",1,5,6,0,0,0
"11940","D2_6HCD3CD28_04_Cell_CP_126_TNF","D2","6","TNF",5,6,11,0,0,0
"11941","D2_6HCD3CD28_04_Cell_CP_127_IFN","D2","6","IFN",8,3,11,0,0,0
"11942","D2_6HCD3CD28_04_Cell_CP_127_TNF","D2","6","TNF",2,2,4,0,0,0
"11943","D2_6HCD3CD28_04_Cell_CP_128_IFN","D2","6","IFN",3,13,16,0,0,0
"11944","D2_6HCD3CD28_04_Cell_CP_128_TNF","D2","6","TNF",6,3,9,0,0,0
"11947","D2_6HCD3CD28_04_Cell_CP_13_IFN","D2","6","IFN",3,2,5,0,0,0
"11951","D2_6HCD3CD28_04_Cell_CP_131_IFN","D2","6","IFN",38,12,50,3,3,6
"11952","D2_6HCD3CD28_04_Cell_CP_131_TNF","D2","6","TNF",1,1,2,0,0,0
"11953","D2_6HCD3CD28_04_Cell_CP_132_IFN","D2","6","IFN",0,8,8,0,0,0
"11954","D2_6HCD3CD28_04_Cell_CP_132_TNF","D2","6","TNF",1,0,1,0,0,0
"11958","D2_6HCD3CD28_04_Cell_CP_134_TNF","D2","6","TNF",1,0,1,0,0,0
"11959","D2_6HCD3CD28_04_Cell_CP_135_IFN","D2","6","IFN",0,1,1,0,0,0
"11961","D2_6HCD3CD28_04_Cell_CP_136_IFN","D2","6","IFN",1,0,1,0,0,0
"11963","D2_6HCD3CD28_04_Cell_CP_137_IFN","D2","6","IFN",17,37,54,0,0,0
"11964","D2_6HCD3CD28_04_Cell_CP_137_TNF","D2","6","TNF",4,2,6,0,0,0
"11965","D2_6HCD3CD28_04_Cell_CP_138_IFN","D2","6","IFN",13,9,22,0,0,0
"11967","D2_6HCD3CD28_04_Cell_CP_139_IFN","D2","6","IFN",1,0,1,0,0,0
"11968","D2_6HCD3CD28_04_Cell_CP_139_TNF","D2","6","TNF",23,10,33,0,0,0
"11969","D2_6HCD3CD28_04_Cell_CP_14_IFN","D2","6","IFN",2,3,5,0,0,0
"11970","D2_6HCD3CD28_04_Cell_CP_14_TNF","D2","6","TNF",4,6,10,0,0,0
"11971","D2_6HCD3CD28_04_Cell_CP_140_IFN","D2","6","IFN",3,1,4,0,0,0
"11973","D2_6HCD3CD28_04_Cell_CP_141_IFN","D2","6","IFN",1,1,2,0,0,0
"11975","D2_6HCD3CD28_04_Cell_CP_142_IFN","D2","6","IFN",4,3,7,0,0,0
"11976","D2_6HCD3CD28_04_Cell_CP_142_TNF","D2","6","TNF",2,1,3,0,0,0
"11977","D2_6HCD3CD28_04_Cell_CP_143_IFN","D2","6","IFN",1,1,2,0,0,0
"11978","D2_6HCD3CD28_04_Cell_CP_143_TNF","D2","6","TNF",0,2,2,0,0,0
"11979","D2_6HCD3CD28_04_Cell_CP_145_IFN","D2","6","IFN",2,1,3,0,0,0
"11981","D2_6HCD3CD28_04_Cell_CP_146_IFN","D2","6","IFN",1,1,2,0,0,0
"11982","D2_6HCD3CD28_04_Cell_CP_146_TNF","D2","6","TNF",0,1,1,0,0,0
"11983","D2_6HCD3CD28_04_Cell_CP_147_IFN","D2","6","IFN",0,3,3,0,0,0
"11985","D2_6HCD3CD28_04_Cell_CP_148_IFN","D2","6","IFN",1,0,1,0,0,0
"11987","D2_6HCD3CD28_04_Cell_CP_149_IFN","D2","6","IFN",0,1,1,0,0,0
"11990","D2_6HCD3CD28_04_Cell_CP_15_TNF","D2","6","TNF",6,4,10,0,0,0
"11993","D2_6HCD3CD28_04_Cell_CP_151_IFN","D2","6","IFN",0,1,1,0,0,0
"11994","D2_6HCD3CD28_04_Cell_CP_151_TNF","D2","6","TNF",33,6,39,0,0,0
"11995","D2_6HCD3CD28_04_Cell_CP_152_IFN","D2","6","IFN",1,0,1,0,0,0
"11999","D2_6HCD3CD28_04_Cell_CP_16_IFN","D2","6","IFN",0,3,3,0,0,0
"12000","D2_6HCD3CD28_04_Cell_CP_16_TNF","D2","6","TNF",6,7,13,0,0,0
"12001","D2_6HCD3CD28_04_Cell_CP_17_IFN","D2","6","IFN",0,1,1,0,0,0
"12003","D2_6HCD3CD28_04_Cell_CP_19_IFN","D2","6","IFN",0,1,1,0,0,0
"12005","D2_6HCD3CD28_04_Cell_CP_21_IFN","D2","6","IFN",0,3,3,0,0,0
"12006","D2_6HCD3CD28_04_Cell_CP_21_TNF","D2","6","TNF",1,0,1,0,0,0
"12007","D2_6HCD3CD28_04_Cell_CP_22_IFN","D2","6","IFN",8,6,14,0,0,0
"12008","D2_6HCD3CD28_04_Cell_CP_22_TNF","D2","6","TNF",0,1,1,0,0,0
"12009","D2_6HCD3CD28_04_Cell_CP_23_IFN","D2","6","IFN",2,4,6,0,0,0
"12010","D2_6HCD3CD28_04_Cell_CP_23_TNF","D2","6","TNF",0,1,1,0,0,0
"12011","D2_6HCD3CD28_04_Cell_CP_24_IFN","D2","6","IFN",0,2,2,0,0,0
"12012","D2_6HCD3CD28_04_Cell_CP_24_TNF","D2","6","TNF",0,1,1,0,0,0
"12013","D2_6HCD3CD28_04_Cell_CP_25_IFN","D2","6","IFN",2,0,2,0,0,0
"12014","D2_6HCD3CD28_04_Cell_CP_25_TNF","D2","6","TNF",3,1,4,0,0,0
"12018","D2_6HCD3CD28_04_Cell_CP_27_TNF","D2","6","TNF",1,1,2,0,0,0
"12019","D2_6HCD3CD28_04_Cell_CP_28_IFN","D2","6","IFN",4,1,5,0,0,0
"12020","D2_6HCD3CD28_04_Cell_CP_28_TNF","D2","6","TNF",0,2,2,0,0,0
"12021","D2_6HCD3CD28_04_Cell_CP_29_IFN","D2","6","IFN",3,1,4,0,0,0
"12023","D2_6HCD3CD28_04_Cell_CP_30_IFN","D2","6","IFN",1,4,5,0,0,0
"12024","D2_6HCD3CD28_04_Cell_CP_30_TNF","D2","6","TNF",0,1,1,0,0,0
"12025","D2_6HCD3CD28_04_Cell_CP_31_IFN","D2","6","IFN",1,4,5,0,0,0
"12026","D2_6HCD3CD28_04_Cell_CP_31_TNF","D2","6","TNF",4,6,10,0,0,0
"12027","D2_6HCD3CD28_04_Cell_CP_33_IFN","D2","6","IFN",0,1,1,0,0,0
"12031","D2_6HCD3CD28_04_Cell_CP_36_IFN","D2","6","IFN",3,6,9,0,0,0
"12032","D2_6HCD3CD28_04_Cell_CP_36_TNF","D2","6","TNF",1,2,3,0,0,0
"12033","D2_6HCD3CD28_04_Cell_CP_37_IFN","D2","6","IFN",60,6,66,0,0,0
"12034","D2_6HCD3CD28_04_Cell_CP_37_TNF","D2","6","TNF",3,1,4,0,0,0
"12035","D2_6HCD3CD28_04_Cell_CP_38_IFN","D2","6","IFN",1,0,1,0,0,0
"12037","D2_6HCD3CD28_04_Cell_CP_39_IFN","D2","6","IFN",1,1,2,0,0,0
"12039","D2_6HCD3CD28_04_Cell_CP_40_IFN","D2","6","IFN",4,5,9,0,0,0
"12040","D2_6HCD3CD28_04_Cell_CP_40_TNF","D2","6","TNF",3,3,6,0,0,0
"12041","D2_6HCD3CD28_04_Cell_CP_42_IFN","D2","6","IFN",4,5,9,0,0,0
"12043","D2_6HCD3CD28_04_Cell_CP_43_IFN","D2","6","IFN",2,0,2,0,0,0
"12045","D2_6HCD3CD28_04_Cell_CP_44_IFN","D2","6","IFN",4,0,4,0,0,0
"12046","D2_6HCD3CD28_04_Cell_CP_44_TNF","D2","6","TNF",4,3,7,0,0,0
"12047","D2_6HCD3CD28_04_Cell_CP_45_IFN","D2","6","IFN",2,1,3,0,0,0
"12051","D2_6HCD3CD28_04_Cell_CP_47_IFN","D2","6","IFN",0,4,4,0,0,0
"12053","D2_6HCD3CD28_04_Cell_CP_48_IFN","D2","6","IFN",1,0,1,0,0,0
"12057","D2_6HCD3CD28_04_Cell_CP_50_IFN","D2","6","IFN",1,1,2,0,0,0
"12059","D2_6HCD3CD28_04_Cell_CP_51_IFN","D2","6","IFN",8,1,9,0,0,0
"12060","D2_6HCD3CD28_04_Cell_CP_51_TNF","D2","6","TNF",1,0,1,0,0,0
"12061","D2_6HCD3CD28_04_Cell_CP_52_IFN","D2","6","IFN",1,2,3,0,0,0
"12062","D2_6HCD3CD28_04_Cell_CP_52_TNF","D2","6","TNF",10,4,14,0,0,0
"12063","D2_6HCD3CD28_04_Cell_CP_53_IFN","D2","6","IFN",1,1,2,0,0,0
"12067","D2_6HCD3CD28_04_Cell_CP_55_IFN","D2","6","IFN",0,1,1,0,0,0
"12069","D2_6HCD3CD28_04_Cell_CP_58_IFN","D2","6","IFN",2,3,5,0,0,0
"12071","D2_6HCD3CD28_04_Cell_CP_59_IFN","D2","6","IFN",0,1,1,0,0,0
"12075","D2_6HCD3CD28_04_Cell_CP_62_IFN","D2","6","IFN",22,8,30,0,0,0
"12076","D2_6HCD3CD28_04_Cell_CP_62_TNF","D2","6","TNF",4,3,7,0,0,0
"12077","D2_6HCD3CD28_04_Cell_CP_63_IFN","D2","6","IFN",6,1,7,0,0,0
"12079","D2_6HCD3CD28_04_Cell_CP_64_IFN","D2","6","IFN",0,1,1,0,0,0
"12081","D2_6HCD3CD28_04_Cell_CP_65_IFN","D2","6","IFN",8,4,12,0,0,0
"12085","D2_6HCD3CD28_04_Cell_CP_67_IFN","D2","6","IFN",3,3,6,0,0,0
"12086","D2_6HCD3CD28_04_Cell_CP_67_TNF","D2","6","TNF",2,2,4,0,0,0
"12087","D2_6HCD3CD28_04_Cell_CP_68_IFN","D2","6","IFN",3,3,6,0,0,0
"12088","D2_6HCD3CD28_04_Cell_CP_68_TNF","D2","6","TNF",4,5,9,0,0,0
"12089","D2_6HCD3CD28_04_Cell_CP_69_IFN","D2","6","IFN",1,0,1,0,0,0
"12090","D2_6HCD3CD28_04_Cell_CP_69_TNF","D2","6","TNF",7,0,7,0,0,0
"12091","D2_6HCD3CD28_04_Cell_CP_70_IFN","D2","6","IFN",0,4,4,0,0,0
"12092","D2_6HCD3CD28_04_Cell_CP_70_TNF","D2","6","TNF",3,2,5,0,0,0
"12093","D2_6HCD3CD28_04_Cell_CP_71_IFN","D2","6","IFN",2,0,2,0,0,0
"12094","D2_6HCD3CD28_04_Cell_CP_71_TNF","D2","6","TNF",1,1,2,0,0,0
"12095","D2_6HCD3CD28_04_Cell_CP_72_IFN","D2","6","IFN",0,2,2,0,0,0
"12097","D2_6HCD3CD28_04_Cell_CP_73_IFN","D2","6","IFN",2,5,7,0,0,0
"12098","D2_6HCD3CD28_04_Cell_CP_73_TNF","D2","6","TNF",0,1,1,0,0,0
"12099","D2_6HCD3CD28_04_Cell_CP_74_IFN","D2","6","IFN",19,5,24,4,4,8
"12100","D2_6HCD3CD28_04_Cell_CP_74_TNF","D2","6","TNF",2,1,3,0,0,0
"12101","D2_6HCD3CD28_04_Cell_CP_76_IFN","D2","6","IFN",3,1,4,0,0,0
"12105","D2_6HCD3CD28_04_Cell_CP_78_IFN","D2","6","IFN",3,1,4,0,0,0
"12107","D2_6HCD3CD28_04_Cell_CP_79_IFN","D2","6","IFN",2,0,2,0,0,0
"12108","D2_6HCD3CD28_04_Cell_CP_79_TNF","D2","6","TNF",1,1,2,0,0,0
"12109","D2_6HCD3CD28_04_Cell_CP_80_IFN","D2","6","IFN",3,4,7,0,0,0
"12110","D2_6HCD3CD28_04_Cell_CP_80_TNF","D2","6","TNF",9,7,16,0,0,0
"12111","D2_6HCD3CD28_04_Cell_CP_81_IFN","D2","6","IFN",3,3,6,0,0,0
