"","ID","N_nascent_Ts_1","N_nascent_Ts_2"
"1989","D1_3HCD3CD28_07_Cell_CP_49_TNF",NA,NA
"1990","D1_3HCD3CD28_07_Cell_CP_5_TNF",NA,NA
"1991","D1_3HCD3CD28_07_Cell_CP_50_TNF",NA,NA
"1992","D1_3HCD3CD28_07_Cell_CP_51_TNF",NA,NA
"1993","D1_3HCD3CD28_07_Cell_CP_53_TNF",NA,NA
"1994","D1_3HCD3CD28_07_Cell_CP_54_TNF",NA,NA
"1995","D1_3HCD3CD28_07_Cell_CP_55_TNF",NA,NA
"1996","D1_3HCD3CD28_07_Cell_CP_56_TNF",NA,NA
"1997","D1_3HCD3CD28_07_Cell_CP_57_TNF",NA,NA
"1998","D1_3HCD3CD28_07_Cell_CP_58_TNF",NA,NA
"1999","D1_3HCD3CD28_07_Cell_CP_59_TNF",NA,NA
"2000","D1_3HCD3CD28_07_Cell_CP_60_TNF",NA,NA
"2001","D1_3HCD3CD28_07_Cell_CP_62_TNF",NA,NA
"2002","D1_3HCD3CD28_07_Cell_CP_63_TNF",NA,NA
"2003","D1_3HCD3CD28_07_Cell_CP_64_TNF",NA,NA
"2004","D1_3HCD3CD28_07_Cell_CP_66_TNF",NA,NA
"2005","D1_3HCD3CD28_07_Cell_CP_67_TNF",NA,NA
"2006","D1_3HCD3CD28_07_Cell_CP_68_TNF",NA,NA
"2007","D1_3HCD3CD28_07_Cell_CP_69_TNF",NA,NA
"2008","D1_3HCD3CD28_07_Cell_CP_70_TNF",NA,NA
"2009","D1_3HCD3CD28_07_Cell_CP_71_TNF",NA,NA
"2010","D1_3HCD3CD28_07_Cell_CP_72_TNF",NA,NA
"2011","D1_3HCD3CD28_07_Cell_CP_73_TNF",NA,NA
"2012","D1_3HCD3CD28_07_Cell_CP_74_TNF",NA,NA
"2013","D1_3HCD3CD28_07_Cell_CP_75_TNF",NA,NA
"2014","D1_3HCD3CD28_07_Cell_CP_76_TNF",NA,NA
"2015","D1_3HCD3CD28_07_Cell_CP_77_TNF",NA,NA
"2016","D1_3HCD3CD28_07_Cell_CP_78_TNF",NA,NA
"2017","D1_3HCD3CD28_07_Cell_CP_79_TNF",NA,NA
"2018","D1_3HCD3CD28_07_Cell_CP_8_TNF",NA,NA
"2019","D1_3HCD3CD28_07_Cell_CP_80_TNF",NA,NA
"2020","D1_3HCD3CD28_07_Cell_CP_81_TNF",NA,NA
"2021","D1_3HCD3CD28_07_Cell_CP_82_TNF",NA,NA
"2022","D1_3HCD3CD28_07_Cell_CP_83_TNF",NA,NA
"2023","D1_3HCD3CD28_07_Cell_CP_85_TNF",NA,NA
"2024","D1_3HCD3CD28_07_Cell_CP_86_TNF",NA,NA
"2025","D1_3HCD3CD28_07_Cell_CP_87_TNF",NA,NA
"2026","D1_3HCD3CD28_07_Cell_CP_88_TNF",NA,NA
"2027","D1_3HCD3CD28_07_Cell_CP_89_TNF",NA,NA
"2028","D1_3HCD3CD28_07_Cell_CP_9_TNF",NA,NA
"2029","D1_3HCD3CD28_07_Cell_CP_91_TNF",NA,NA
"2030","D1_4HCD3CD28_01_Cell_CP_10_TNF",NA,NA
"2031","D1_4HCD3CD28_01_Cell_CP_11_TNF",NA,NA
"2032","D1_4HCD3CD28_01_Cell_CP_12_TNF",NA,NA
"2033","D1_4HCD3CD28_01_Cell_CP_13_TNF",NA,NA
"2034","D1_4HCD3CD28_01_Cell_CP_14_TNF",NA,NA
"2035","D1_4HCD3CD28_01_Cell_CP_15_TNF",NA,NA
"2036","D1_4HCD3CD28_01_Cell_CP_18_TNF",6,NA
"2037","D1_4HCD3CD28_01_Cell_CP_19_TNF",2,NA
"2038","D1_4HCD3CD28_01_Cell_CP_21_TNF",NA,NA
"2039","D1_4HCD3CD28_01_Cell_CP_23_TNF",NA,NA
"2040","D1_4HCD3CD28_01_Cell_CP_24_TNF",NA,NA
"2041","D1_4HCD3CD28_01_Cell_CP_25_TNF",NA,NA
"2042","D1_4HCD3CD28_01_Cell_CP_26_TNF",NA,NA
"2043","D1_4HCD3CD28_01_Cell_CP_27_TNF",NA,NA
"2044","D1_4HCD3CD28_01_Cell_CP_28_TNF",NA,NA
"2045","D1_4HCD3CD28_01_Cell_CP_29_TNF",NA,NA
"2046","D1_4HCD3CD28_01_Cell_CP_32_TNF",NA,NA
"2047","D1_4HCD3CD28_01_Cell_CP_33_TNF",NA,NA
"2048","D1_4HCD3CD28_01_Cell_CP_34_TNF",NA,NA
"2049","D1_4HCD3CD28_01_Cell_CP_35_TNF",NA,NA
"2050","D1_4HCD3CD28_01_Cell_CP_37_TNF",NA,NA
"2051","D1_4HCD3CD28_01_Cell_CP_38_TNF",NA,NA
"2052","D1_4HCD3CD28_01_Cell_CP_4_TNF",NA,NA
"2053","D1_4HCD3CD28_01_Cell_CP_40_TNF",NA,NA
"2054","D1_4HCD3CD28_01_Cell_CP_42_TNF",NA,NA
"2055","D1_4HCD3CD28_01_Cell_CP_44_TNF",NA,NA
"2056","D1_4HCD3CD28_01_Cell_CP_5_TNF",NA,NA
"2057","D1_4HCD3CD28_01_Cell_CP_6_TNF",NA,NA
"2058","D1_4HCD3CD28_01_Cell_CP_8_TNF",NA,NA
"2059","D1_4HCD3CD28_02_Cell_CP_10_TNF",NA,NA
"2060","D1_4HCD3CD28_02_Cell_CP_11_TNF",NA,NA
"2061","D1_4HCD3CD28_02_Cell_CP_12_TNF",NA,NA
"2062","D1_4HCD3CD28_02_Cell_CP_14_TNF",NA,NA
"2063","D1_4HCD3CD28_02_Cell_CP_15_TNF",NA,NA
"2064","D1_4HCD3CD28_02_Cell_CP_17_TNF",NA,NA
"2065","D1_4HCD3CD28_02_Cell_CP_18_TNF",NA,NA
"2066","D1_4HCD3CD28_02_Cell_CP_19_TNF",NA,NA
"2067","D1_4HCD3CD28_02_Cell_CP_21_TNF",NA,NA
"2068","D1_4HCD3CD28_02_Cell_CP_22_TNF",NA,NA
"2069","D1_4HCD3CD28_02_Cell_CP_23_TNF",NA,NA
"2070","D1_4HCD3CD28_02_Cell_CP_24_TNF",NA,NA
"2071","D1_4HCD3CD28_02_Cell_CP_25_TNF",NA,NA
"2072","D1_4HCD3CD28_02_Cell_CP_26_TNF",NA,NA
"2073","D1_4HCD3CD28_02_Cell_CP_28_TNF",NA,NA
"2074","D1_4HCD3CD28_02_Cell_CP_3_TNF",NA,NA
"2075","D1_4HCD3CD28_02_Cell_CP_31_TNF",NA,NA
"2076","D1_4HCD3CD28_02_Cell_CP_32_TNF",NA,NA
"2077","D1_4HCD3CD28_02_Cell_CP_33_TNF",NA,NA
"2078","D1_4HCD3CD28_02_Cell_CP_34_TNF",NA,NA
"2079","D1_4HCD3CD28_02_Cell_CP_35_TNF",NA,NA
"2080","D1_4HCD3CD28_02_Cell_CP_36_TNF",NA,NA
"2081","D1_4HCD3CD28_02_Cell_CP_37_TNF",NA,NA
"2082","D1_4HCD3CD28_02_Cell_CP_38_TNF",NA,NA
"2083","D1_4HCD3CD28_02_Cell_CP_4_TNF",NA,NA
"2084","D1_4HCD3CD28_02_Cell_CP_40_TNF",NA,NA
"2085","D1_4HCD3CD28_02_Cell_CP_41_TNF",NA,NA
"2086","D1_4HCD3CD28_02_Cell_CP_42_TNF",NA,NA
"2087","D1_4HCD3CD28_02_Cell_CP_5_TNF",NA,NA
"2088","D1_4HCD3CD28_02_Cell_CP_6_TNF",NA,NA
"2089","D1_4HCD3CD28_02_Cell_CP_7_TNF",NA,NA
"2090","D1_4HCD3CD28_02_Cell_CP_8_TNF",NA,NA
"2091","D1_4HCD3CD28_02_Cell_CP_9_TNF",NA,NA
"2092","D1_4HCD3CD28_03_Cell_CP_11_TNF",NA,NA
"2093","D1_4HCD3CD28_03_Cell_CP_12_TNF",NA,NA
"2094","D1_4HCD3CD28_03_Cell_CP_13_TNF",NA,NA
"2095","D1_4HCD3CD28_03_Cell_CP_14_TNF",4,3
"2096","D1_4HCD3CD28_03_Cell_CP_15_TNF",NA,NA
"2097","D1_4HCD3CD28_03_Cell_CP_17_TNF",NA,NA
"2098","D1_4HCD3CD28_03_Cell_CP_19_TNF",NA,NA
"2099","D1_4HCD3CD28_03_Cell_CP_21_TNF",NA,NA
"2100","D1_4HCD3CD28_03_Cell_CP_22_TNF",NA,NA
"2101","D1_4HCD3CD28_03_Cell_CP_23_TNF",4,3
"2102","D1_4HCD3CD28_03_Cell_CP_24_TNF",3,NA
"2103","D1_4HCD3CD28_03_Cell_CP_25_TNF",NA,NA
"2104","D1_4HCD3CD28_03_Cell_CP_27_TNF",NA,NA
"2105","D1_4HCD3CD28_03_Cell_CP_29_TNF",NA,NA
"2106","D1_4HCD3CD28_03_Cell_CP_31_TNF",NA,NA
"2107","D1_4HCD3CD28_03_Cell_CP_32_TNF",NA,NA
"2108","D1_4HCD3CD28_03_Cell_CP_33_TNF",NA,NA
"2109","D1_4HCD3CD28_03_Cell_CP_34_TNF",NA,NA
"2110","D1_4HCD3CD28_03_Cell_CP_37_TNF",NA,NA
"2111","D1_4HCD3CD28_03_Cell_CP_38_TNF",NA,NA
"2112","D1_4HCD3CD28_03_Cell_CP_39_TNF",NA,NA
"2113","D1_4HCD3CD28_03_Cell_CP_4_TNF",NA,NA
"2114","D1_4HCD3CD28_03_Cell_CP_5_TNF",NA,NA
"2115","D1_4HCD3CD28_03_Cell_CP_7_TNF",NA,NA
"2116","D1_4HCD3CD28_03_Cell_CP_8_TNF",NA,NA
"2117","D1_4HCD3CD28_03_Cell_CP_9_TNF",NA,NA
"2118","D1_4HCD3CD28_04_Cell_CP_11_TNF",NA,NA
"2119","D1_4HCD3CD28_04_Cell_CP_12_TNF",NA,NA
"2120","D1_4HCD3CD28_04_Cell_CP_14_TNF",NA,NA
"2121","D1_4HCD3CD28_04_Cell_CP_15_TNF",NA,NA
"2122","D1_4HCD3CD28_04_Cell_CP_16_TNF",NA,NA
"2123","D1_4HCD3CD28_04_Cell_CP_17_TNF",NA,NA
"2124","D1_4HCD3CD28_04_Cell_CP_18_TNF",NA,NA
"2125","D1_4HCD3CD28_04_Cell_CP_19_TNF",NA,NA
"2126","D1_4HCD3CD28_04_Cell_CP_20_TNF",NA,NA
"2127","D1_4HCD3CD28_04_Cell_CP_21_TNF",NA,NA
"2128","D1_4HCD3CD28_04_Cell_CP_22_TNF",NA,NA
"2129","D1_4HCD3CD28_04_Cell_CP_23_TNF",NA,NA
"2130","D1_4HCD3CD28_04_Cell_CP_24_TNF",NA,NA
"2131","D1_4HCD3CD28_04_Cell_CP_26_TNF",NA,NA
"2132","D1_4HCD3CD28_04_Cell_CP_27_TNF",NA,NA
"2133","D1_4HCD3CD28_04_Cell_CP_28_TNF",NA,NA
"2134","D1_4HCD3CD28_04_Cell_CP_29_TNF",NA,NA
"2135","D1_4HCD3CD28_04_Cell_CP_3_TNF",NA,NA
"2136","D1_4HCD3CD28_04_Cell_CP_31_TNF",NA,NA
"2137","D1_4HCD3CD28_04_Cell_CP_32_TNF",NA,NA
"2138","D1_4HCD3CD28_04_Cell_CP_34_TNF",NA,NA
"2139","D1_4HCD3CD28_04_Cell_CP_35_TNF",NA,NA
"2140","D1_4HCD3CD28_04_Cell_CP_36_TNF",NA,NA
"2141","D1_4HCD3CD28_04_Cell_CP_37_TNF",NA,NA
"2142","D1_4HCD3CD28_04_Cell_CP_39_TNF",NA,NA
"2143","D1_4HCD3CD28_04_Cell_CP_4_TNF",NA,NA
"2144","D1_4HCD3CD28_04_Cell_CP_40_TNF",5,4
"2145","D1_4HCD3CD28_04_Cell_CP_41_TNF",NA,NA
"2146","D1_4HCD3CD28_04_Cell_CP_5_TNF",NA,NA
"2147","D1_4HCD3CD28_04_Cell_CP_6_TNF",NA,NA
"2148","D1_4HCD3CD28_04_Cell_CP_7_TNF",NA,NA
"2149","D1_4HCD3CD28_04_Cell_CP_8_TNF",NA,NA
"2150","D1_4HCD3CD28_04_Cell_CP_9_TNF",NA,NA
"2151","D1_4HCD3CD28_05_Cell_CP_12_TNF",NA,NA
"2152","D1_4HCD3CD28_05_Cell_CP_13_TNF",NA,NA
"2153","D1_4HCD3CD28_05_Cell_CP_15_TNF",NA,NA
"2154","D1_4HCD3CD28_05_Cell_CP_16_TNF",NA,NA
"2155","D1_4HCD3CD28_05_Cell_CP_18_TNF",NA,NA
"2156","D1_4HCD3CD28_05_Cell_CP_19_TNF",NA,NA
"2157","D1_4HCD3CD28_05_Cell_CP_20_TNF",NA,NA
"2158","D1_4HCD3CD28_05_Cell_CP_21_TNF",NA,NA
"2159","D1_4HCD3CD28_05_Cell_CP_22_TNF",NA,NA
"2160","D1_4HCD3CD28_05_Cell_CP_23_TNF",NA,NA
"2161","D1_4HCD3CD28_05_Cell_CP_25_TNF",NA,NA
"2162","D1_4HCD3CD28_05_Cell_CP_26_TNF",NA,NA
"2163","D1_4HCD3CD28_05_Cell_CP_28_TNF",NA,NA
"2164","D1_4HCD3CD28_05_Cell_CP_30_TNF",NA,NA
"2165","D1_4HCD3CD28_05_Cell_CP_31_TNF",NA,NA
"2166","D1_4HCD3CD28_05_Cell_CP_32_TNF",NA,NA
"2167","D1_4HCD3CD28_05_Cell_CP_33_TNF",NA,NA
"2168","D1_4HCD3CD28_05_Cell_CP_34_TNF",NA,NA
"2169","D1_4HCD3CD28_05_Cell_CP_36_TNF",NA,NA
"2170","D1_4HCD3CD28_05_Cell_CP_37_TNF",NA,NA
"2171","D1_4HCD3CD28_05_Cell_CP_38_TNF",NA,NA
"2172","D1_4HCD3CD28_05_Cell_CP_40_TNF",NA,NA
"2173","D1_4HCD3CD28_05_Cell_CP_41_TNF",NA,NA
"2174","D1_4HCD3CD28_05_Cell_CP_42_TNF",NA,NA
"2175","D1_4HCD3CD28_05_Cell_CP_43_TNF",NA,NA
"2176","D1_4HCD3CD28_05_Cell_CP_44_TNF",NA,NA
"2177","D1_4HCD3CD28_05_Cell_CP_5_TNF",NA,NA
"2178","D1_4HCD3CD28_05_Cell_CP_6_TNF",NA,NA
"2179","D1_4HCD3CD28_05_Cell_CP_7_TNF",NA,NA
"2180","D1_4HCD3CD28_05_Cell_CP_9_TNF",NA,NA
"2181","D1_4HCD3CD28_06_Cell_CP_10_TNF",NA,NA
"2182","D1_4HCD3CD28_06_Cell_CP_11_TNF",NA,NA
"2183","D1_4HCD3CD28_06_Cell_CP_12_TNF",NA,NA
"2184","D1_4HCD3CD28_06_Cell_CP_14_TNF",NA,NA
"2185","D1_4HCD3CD28_06_Cell_CP_15_TNF",NA,NA
"2186","D1_4HCD3CD28_06_Cell_CP_16_TNF",NA,NA
"2187","D1_4HCD3CD28_06_Cell_CP_17_TNF",NA,NA
"2188","D1_4HCD3CD28_06_Cell_CP_18_TNF",NA,NA
"2189","D1_4HCD3CD28_06_Cell_CP_19_TNF",NA,NA
"2190","D1_4HCD3CD28_06_Cell_CP_2_TNF",NA,NA
"2191","D1_4HCD3CD28_06_Cell_CP_20_TNF",NA,NA
"2192","D1_4HCD3CD28_06_Cell_CP_21_TNF",NA,NA
"2193","D1_4HCD3CD28_06_Cell_CP_22_TNF",NA,NA
"2194","D1_4HCD3CD28_06_Cell_CP_23_TNF",NA,NA
"2195","D1_4HCD3CD28_06_Cell_CP_25_TNF",NA,NA
"2196","D1_4HCD3CD28_06_Cell_CP_26_TNF",NA,NA
"2197","D1_4HCD3CD28_06_Cell_CP_27_TNF",NA,NA
"2198","D1_4HCD3CD28_06_Cell_CP_28_TNF",NA,NA
"2199","D1_4HCD3CD28_06_Cell_CP_29_TNF",NA,NA
"2200","D1_4HCD3CD28_06_Cell_CP_31_TNF",NA,NA
"2201","D1_4HCD3CD28_06_Cell_CP_32_TNF",NA,NA
"2202","D1_4HCD3CD28_06_Cell_CP_34_TNF",NA,NA
"2203","D1_4HCD3CD28_06_Cell_CP_35_TNF",NA,NA
"2204","D1_4HCD3CD28_06_Cell_CP_36_TNF",NA,NA
"2205","D1_4HCD3CD28_06_Cell_CP_38_TNF",NA,NA
"2206","D1_4HCD3CD28_06_Cell_CP_39_TNF",NA,NA
"2207","D1_4HCD3CD28_06_Cell_CP_40_TNF",NA,NA
"2208","D1_4HCD3CD28_06_Cell_CP_41_TNF",NA,NA
"2209","D1_4HCD3CD28_06_Cell_CP_42_TNF",NA,NA
"2210","D1_4HCD3CD28_06_Cell_CP_5_TNF",NA,NA
"2211","D1_4HCD3CD28_06_Cell_CP_6_TNF",NA,NA
"2212","D1_4HCD3CD28_06_Cell_CP_7_TNF",NA,NA
"2213","D1_4HCD3CD28_06_Cell_CP_9_TNF",NA,NA
"2214","D1_4HCD3CD28_07_Cell_CP_11_TNF",NA,NA
"2215","D1_4HCD3CD28_07_Cell_CP_13_TNF",NA,NA
"2216","D1_4HCD3CD28_07_Cell_CP_15_TNF",NA,NA
"2217","D1_4HCD3CD28_07_Cell_CP_16_TNF",NA,NA
"2218","D1_4HCD3CD28_07_Cell_CP_17_TNF",NA,NA
"2219","D1_4HCD3CD28_07_Cell_CP_18_TNF",NA,NA
"2220","D1_4HCD3CD28_07_Cell_CP_20_TNF",NA,NA
"2221","D1_4HCD3CD28_07_Cell_CP_21_TNF",NA,NA
"2222","D1_4HCD3CD28_07_Cell_CP_22_TNF",8,5
"2223","D1_4HCD3CD28_07_Cell_CP_23_TNF",2,NA
"2224","D1_4HCD3CD28_07_Cell_CP_24_TNF",NA,NA
"2225","D1_4HCD3CD28_07_Cell_CP_25_TNF",NA,NA
"2226","D1_4HCD3CD28_07_Cell_CP_26_TNF",NA,NA
"2227","D1_4HCD3CD28_07_Cell_CP_27_TNF",NA,NA
"2228","D1_4HCD3CD28_07_Cell_CP_28_TNF",NA,NA
"2229","D1_4HCD3CD28_07_Cell_CP_30_TNF",NA,NA
"2230","D1_4HCD3CD28_07_Cell_CP_31_TNF",NA,NA
"2231","D1_4HCD3CD28_07_Cell_CP_34_TNF",NA,NA
"2232","D1_4HCD3CD28_07_Cell_CP_35_TNF",NA,NA
"2233","D1_4HCD3CD28_07_Cell_CP_37_TNF",NA,NA
"2234","D1_4HCD3CD28_07_Cell_CP_39_TNF",NA,NA
"2235","D1_4HCD3CD28_07_Cell_CP_4_TNF",NA,NA
"2236","D1_4HCD3CD28_07_Cell_CP_40_TNF",5,NA
"2237","D1_4HCD3CD28_07_Cell_CP_41_TNF",5,NA
"2238","D1_4HCD3CD28_07_Cell_CP_43_TNF",NA,NA
"2239","D1_4HCD3CD28_07_Cell_CP_5_TNF",NA,NA
"2240","D1_4HCD3CD28_07_Cell_CP_6_TNF",NA,NA
"2241","D1_4HCD3CD28_07_Cell_CP_7_TNF",NA,NA
"2242","D1_4HCD3CD28_08_Cell_CP_10_TNF",NA,NA
"2243","D1_4HCD3CD28_08_Cell_CP_12_TNF",NA,NA
"2244","D1_4HCD3CD28_08_Cell_CP_13_TNF",NA,NA
"2245","D1_4HCD3CD28_08_Cell_CP_14_TNF",NA,NA
"2246","D1_4HCD3CD28_08_Cell_CP_16_TNF",NA,NA
"2247","D1_4HCD3CD28_08_Cell_CP_17_TNF",NA,NA
"2248","D1_4HCD3CD28_08_Cell_CP_18_TNF",NA,NA
"2249","D1_4HCD3CD28_08_Cell_CP_19_TNF",NA,NA
"2250","D1_4HCD3CD28_08_Cell_CP_20_TNF",NA,NA
"2251","D1_4HCD3CD28_08_Cell_CP_21_TNF",NA,NA
"2252","D1_4HCD3CD28_08_Cell_CP_22_TNF",NA,NA
"2253","D1_4HCD3CD28_08_Cell_CP_23_TNF",NA,NA
"2254","D1_4HCD3CD28_08_Cell_CP_26_TNF",NA,NA
"2255","D1_4HCD3CD28_08_Cell_CP_27_TNF",NA,NA
"2256","D1_4HCD3CD28_08_Cell_CP_28_TNF",NA,NA
"2257","D1_4HCD3CD28_08_Cell_CP_29_TNF",NA,NA
"2258","D1_4HCD3CD28_08_Cell_CP_31_TNF",4,6
"2259","D1_4HCD3CD28_08_Cell_CP_32_TNF",NA,NA
"2260","D1_4HCD3CD28_08_Cell_CP_33_TNF",NA,NA
"2261","D1_4HCD3CD28_08_Cell_CP_34_TNF",NA,NA
"2262","D1_4HCD3CD28_08_Cell_CP_35_TNF",NA,NA
"2263","D1_4HCD3CD28_08_Cell_CP_36_TNF",NA,NA
"2264","D1_4HCD3CD28_08_Cell_CP_37_TNF",NA,NA
"2265","D1_4HCD3CD28_08_Cell_CP_39_TNF",NA,NA
"2266","D1_4HCD3CD28_08_Cell_CP_40_TNF",NA,NA
"2267","D1_4HCD3CD28_08_Cell_CP_41_TNF",NA,NA
"2268","D1_4HCD3CD28_08_Cell_CP_42_TNF",2,NA
"2269","D1_4HCD3CD28_08_Cell_CP_43_TNF",NA,NA
"2270","D1_4HCD3CD28_08_Cell_CP_44_TNF",NA,NA
"2271","D1_4HCD3CD28_08_Cell_CP_45_TNF",NA,NA
"2272","D1_4HCD3CD28_08_Cell_CP_46_TNF",NA,NA
"2273","D1_4HCD3CD28_08_Cell_CP_47_TNF",NA,NA
"2274","D1_4HCD3CD28_08_Cell_CP_48_TNF",NA,NA
"2275","D1_4HCD3CD28_08_Cell_CP_49_TNF",NA,NA
"2276","D1_4HCD3CD28_08_Cell_CP_50_TNF",NA,NA
"2277","D1_4HCD3CD28_08_Cell_CP_51_TNF",NA,NA
"2278","D1_4HCD3CD28_08_Cell_CP_52_TNF",NA,NA
"2279","D1_4HCD3CD28_08_Cell_CP_53_TNF",NA,NA
"2280","D1_4HCD3CD28_08_Cell_CP_55_TNF",NA,NA
"2281","D1_4HCD3CD28_08_Cell_CP_7_TNF",NA,NA
"2282","D1_4HCD3CD28_08_Cell_CP_8_TNF",NA,NA
"2283","D1_4HCD3CD28_08_Cell_CP_9_TNF",NA,NA
"2284","D1_4HCD3CD28_09_Cell_CP_10_TNF",NA,NA
"2285","D1_4HCD3CD28_09_Cell_CP_11_TNF",NA,NA
"2286","D1_4HCD3CD28_09_Cell_CP_13_TNF",NA,NA
"2287","D1_4HCD3CD28_09_Cell_CP_14_TNF",NA,NA
"2288","D1_4HCD3CD28_09_Cell_CP_15_TNF",NA,NA
"2289","D1_4HCD3CD28_09_Cell_CP_16_TNF",NA,NA
"2290","D1_4HCD3CD28_09_Cell_CP_18_TNF",NA,NA
"2291","D1_4HCD3CD28_09_Cell_CP_19_TNF",NA,NA
"2292","D1_4HCD3CD28_09_Cell_CP_2_TNF",NA,NA
"2293","D1_4HCD3CD28_09_Cell_CP_21_TNF",2,1
"2294","D1_4HCD3CD28_09_Cell_CP_22_TNF",NA,NA
"2295","D1_4HCD3CD28_09_Cell_CP_24_TNF",NA,NA
"2296","D1_4HCD3CD28_09_Cell_CP_26_TNF",3,NA
"2297","D1_4HCD3CD28_09_Cell_CP_27_TNF",NA,NA
"2298","D1_4HCD3CD28_09_Cell_CP_28_TNF",NA,NA
"2299","D1_4HCD3CD28_09_Cell_CP_3_TNF",NA,NA
"2300","D1_4HCD3CD28_09_Cell_CP_30_TNF",NA,NA
"2301","D1_4HCD3CD28_09_Cell_CP_31_TNF",NA,NA
"2302","D1_4HCD3CD28_09_Cell_CP_32_TNF",NA,NA
"2303","D1_4HCD3CD28_09_Cell_CP_33_TNF",NA,NA
"2304","D1_4HCD3CD28_09_Cell_CP_34_TNF",NA,NA
"2305","D1_4HCD3CD28_09_Cell_CP_35_TNF",NA,NA
"2306","D1_4HCD3CD28_09_Cell_CP_36_TNF",NA,NA
"2307","D1_4HCD3CD28_09_Cell_CP_37_TNF",NA,NA
"2308","D1_4HCD3CD28_09_Cell_CP_4_TNF",NA,NA
"2309","D1_4HCD3CD28_09_Cell_CP_40_TNF",NA,NA
"2310","D1_4HCD3CD28_09_Cell_CP_41_TNF",NA,NA
"2311","D1_4HCD3CD28_09_Cell_CP_42_TNF",NA,NA
"2312","D1_4HCD3CD28_09_Cell_CP_44_TNF",NA,NA
"2313","D1_4HCD3CD28_09_Cell_CP_45_TNF",NA,NA
"2314","D1_4HCD3CD28_09_Cell_CP_47_TNF",NA,NA
"2315","D1_4HCD3CD28_09_Cell_CP_6_TNF",NA,NA
"2316","D1_4HCD3CD28_09_Cell_CP_8_TNF",NA,NA
"2317","D1_4HCD3CD28_09_Cell_CP_9_TNF",NA,NA
"2318","D1_4HCD3CD28_10_Cell_CP_11_TNF",NA,NA
"2319","D1_4HCD3CD28_10_Cell_CP_12_TNF",NA,NA
"2320","D1_4HCD3CD28_10_Cell_CP_14_TNF",NA,NA
"2321","D1_4HCD3CD28_10_Cell_CP_15_TNF",NA,NA
"2322","D1_4HCD3CD28_10_Cell_CP_16_TNF",NA,NA
"2323","D1_4HCD3CD28_10_Cell_CP_17_TNF",NA,NA
"2324","D1_4HCD3CD28_10_Cell_CP_18_TNF",NA,NA
"2325","D1_4HCD3CD28_10_Cell_CP_19_TNF",NA,NA
"2326","D1_4HCD3CD28_10_Cell_CP_2_TNF",NA,NA
"2327","D1_4HCD3CD28_10_Cell_CP_20_TNF",NA,NA
"2328","D1_4HCD3CD28_10_Cell_CP_21_TNF",NA,NA
"2329","D1_4HCD3CD28_10_Cell_CP_22_TNF",NA,NA
"2330","D1_4HCD3CD28_10_Cell_CP_23_TNF",NA,NA
"2331","D1_4HCD3CD28_10_Cell_CP_24_TNF",NA,NA
"2332","D1_4HCD3CD28_10_Cell_CP_25_TNF",NA,NA
"2333","D1_4HCD3CD28_10_Cell_CP_26_TNF",NA,NA
"2334","D1_4HCD3CD28_10_Cell_CP_27_TNF",NA,NA
"2335","D1_4HCD3CD28_10_Cell_CP_28_TNF",NA,NA
"2336","D1_4HCD3CD28_10_Cell_CP_29_TNF",NA,NA
"2337","D1_4HCD3CD28_10_Cell_CP_30_TNF",NA,NA
"2338","D1_4HCD3CD28_10_Cell_CP_31_TNF",NA,NA
"2339","D1_4HCD3CD28_10_Cell_CP_32_TNF",NA,NA
"2340","D1_4HCD3CD28_10_Cell_CP_33_TNF",NA,NA
"2341","D1_4HCD3CD28_10_Cell_CP_34_TNF",NA,NA
"2342","D1_4HCD3CD28_10_Cell_CP_35_TNF",NA,NA
"2343","D1_4HCD3CD28_10_Cell_CP_36_TNF",NA,NA
"2344","D1_4HCD3CD28_10_Cell_CP_37_TNF",NA,NA
"2345","D1_4HCD3CD28_10_Cell_CP_4_TNF",NA,NA
"2346","D1_4HCD3CD28_10_Cell_CP_5_TNF",4,NA
"2347","D1_4HCD3CD28_10_Cell_CP_7_TNF",NA,NA
"2348","D1_4HCD3CD28_10_Cell_CP_8_TNF",NA,NA
"2349","D1_4HCD3CD28_10_Cell_CP_9_TNF",NA,NA
"2350","D1_6HCD3CD28_01_Cell_CP_101_TNF",NA,NA
"2351","D1_6HCD3CD28_01_Cell_CP_102_TNF",NA,NA
"2352","D1_6HCD3CD28_01_Cell_CP_103_TNF",NA,NA
"2353","D1_6HCD3CD28_01_Cell_CP_104_TNF",2,NA
"2354","D1_6HCD3CD28_01_Cell_CP_105_TNF",NA,NA
"2355","D1_6HCD3CD28_01_Cell_CP_108_TNF",NA,NA
"2356","D1_6HCD3CD28_01_Cell_CP_109_TNF",NA,NA
"2357","D1_6HCD3CD28_01_Cell_CP_11_TNF",NA,NA
"2358","D1_6HCD3CD28_01_Cell_CP_110_TNF",NA,NA
"2359","D1_6HCD3CD28_01_Cell_CP_111_TNF",NA,NA
"2360","D1_6HCD3CD28_01_Cell_CP_112_TNF",NA,NA
"2361","D1_6HCD3CD28_01_Cell_CP_113_TNF",NA,NA
"2362","D1_6HCD3CD28_01_Cell_CP_114_TNF",NA,NA
"2363","D1_6HCD3CD28_01_Cell_CP_115_TNF",NA,NA
"2364","D1_6HCD3CD28_01_Cell_CP_116_TNF",NA,NA
"2365","D1_6HCD3CD28_01_Cell_CP_117_TNF",NA,NA
"2366","D1_6HCD3CD28_01_Cell_CP_118_TNF",NA,NA
