"","ID","N_nascent_Ts_1","N_nascent_Ts_2"
"8108","D3_3HCD3CD28_05_Cell_CP_64_TNF",4,5
"8109","D3_3HCD3CD28_05_Cell_CP_65_TNF",2,NA
"8110","D3_3HCD3CD28_05_Cell_CP_66_TNF",NA,NA
"8111","D3_3HCD3CD28_05_Cell_CP_67_TNF",NA,NA
"8112","D3_3HCD3CD28_05_Cell_CP_68_TNF",NA,NA
"8113","D3_3HCD3CD28_05_Cell_CP_69_TNF",NA,NA
"8114","D3_3HCD3CD28_05_Cell_CP_70_TNF",NA,NA
"8115","D3_3HCD3CD28_05_Cell_CP_71_TNF",NA,NA
"8116","D3_3HCD3CD28_05_Cell_CP_72_TNF",NA,NA
"8117","D3_3HCD3CD28_05_Cell_CP_73_TNF",NA,NA
"8118","D3_3HCD3CD28_05_Cell_CP_74_TNF",NA,NA
"8119","D3_3HCD3CD28_05_Cell_CP_75_TNF",NA,NA
"8120","D3_3HCD3CD28_05_Cell_CP_76_TNF",NA,NA
"8121","D3_3HCD3CD28_05_Cell_CP_77_TNF",NA,NA
"8122","D3_3HCD3CD28_05_Cell_CP_78_TNF",NA,NA
"8123","D3_3HCD3CD28_05_Cell_CP_79_TNF",NA,NA
"8124","D3_3HCD3CD28_05_Cell_CP_8_TNF",NA,NA
"8125","D3_3HCD3CD28_05_Cell_CP_80_TNF",2,NA
"8126","D3_3HCD3CD28_05_Cell_CP_81_TNF",2,NA
"8127","D3_3HCD3CD28_05_Cell_CP_82_TNF",NA,NA
"8128","D3_3HCD3CD28_05_Cell_CP_83_TNF",4,3
"8129","D3_3HCD3CD28_05_Cell_CP_84_TNF",NA,NA
"8130","D3_3HCD3CD28_05_Cell_CP_85_TNF",NA,NA
"8131","D3_3HCD3CD28_05_Cell_CP_86_TNF",NA,NA
"8132","D3_3HCD3CD28_05_Cell_CP_88_TNF",NA,NA
"8133","D3_3HCD3CD28_05_Cell_CP_9_TNF",NA,NA
"8134","D3_3HCD3CD28_05_Cell_CP_90_TNF",NA,NA
"8135","D3_3HCD3CD28_05_Cell_CP_91_TNF",NA,NA
"8136","D3_3HCD3CD28_05_Cell_CP_92_TNF",NA,NA
"8137","D3_3HCD3CD28_05_Cell_CP_94_TNF",4,NA
"8138","D3_3HCD3CD28_05_Cell_CP_95_TNF",NA,NA
"8139","D3_3HCD3CD28_05_Cell_CP_96_TNF",NA,NA
"8140","D3_3HCD3CD28_05_Cell_CP_98_TNF",NA,NA
"8141","D3_3HCD3CD28_05_Cell_CP_99_TNF",NA,NA
"8142","D3_3HCD3CD28_06_Cell_CP_10_TNF",NA,NA
"8143","D3_3HCD3CD28_06_Cell_CP_100_TNF",NA,NA
"8144","D3_3HCD3CD28_06_Cell_CP_101_TNF",NA,NA
"8145","D3_3HCD3CD28_06_Cell_CP_102_TNF",NA,NA
"8146","D3_3HCD3CD28_06_Cell_CP_104_TNF",NA,NA
"8147","D3_3HCD3CD28_06_Cell_CP_105_TNF",NA,NA
"8148","D3_3HCD3CD28_06_Cell_CP_106_TNF",NA,NA
"8149","D3_3HCD3CD28_06_Cell_CP_107_TNF",NA,NA
"8150","D3_3HCD3CD28_06_Cell_CP_109_TNF",2,NA
"8151","D3_3HCD3CD28_06_Cell_CP_110_TNF",NA,NA
"8152","D3_3HCD3CD28_06_Cell_CP_111_TNF",NA,NA
"8153","D3_3HCD3CD28_06_Cell_CP_112_TNF",NA,NA
"8154","D3_3HCD3CD28_06_Cell_CP_113_TNF",NA,NA
"8155","D3_3HCD3CD28_06_Cell_CP_114_TNF",NA,NA
"8156","D3_3HCD3CD28_06_Cell_CP_12_TNF",NA,NA
"8157","D3_3HCD3CD28_06_Cell_CP_13_TNF",NA,NA
"8158","D3_3HCD3CD28_06_Cell_CP_14_TNF",5,3
"8159","D3_3HCD3CD28_06_Cell_CP_15_TNF",NA,NA
"8160","D3_3HCD3CD28_06_Cell_CP_16_TNF",NA,NA
"8161","D3_3HCD3CD28_06_Cell_CP_17_TNF",NA,NA
"8162","D3_3HCD3CD28_06_Cell_CP_18_TNF",NA,NA
"8163","D3_3HCD3CD28_06_Cell_CP_20_TNF",2,NA
"8164","D3_3HCD3CD28_06_Cell_CP_21_TNF",NA,NA
"8165","D3_3HCD3CD28_06_Cell_CP_22_TNF",2,NA
"8166","D3_3HCD3CD28_06_Cell_CP_23_TNF",2,NA
"8167","D3_3HCD3CD28_06_Cell_CP_24_TNF",NA,NA
"8168","D3_3HCD3CD28_06_Cell_CP_25_TNF",NA,NA
"8169","D3_3HCD3CD28_06_Cell_CP_26_TNF",NA,NA
"8170","D3_3HCD3CD28_06_Cell_CP_28_TNF",2,NA
"8171","D3_3HCD3CD28_06_Cell_CP_29_TNF",4,NA
"8172","D3_3HCD3CD28_06_Cell_CP_30_TNF",NA,NA
"8173","D3_3HCD3CD28_06_Cell_CP_31_TNF",NA,NA
"8174","D3_3HCD3CD28_06_Cell_CP_32_TNF",NA,NA
"8175","D3_3HCD3CD28_06_Cell_CP_33_TNF",3,3
"8176","D3_3HCD3CD28_06_Cell_CP_34_TNF",NA,NA
"8177","D3_3HCD3CD28_06_Cell_CP_35_TNF",NA,NA
"8178","D3_3HCD3CD28_06_Cell_CP_36_TNF",NA,NA
"8179","D3_3HCD3CD28_06_Cell_CP_37_TNF",NA,NA
"8180","D3_3HCD3CD28_06_Cell_CP_39_TNF",NA,NA
"8181","D3_3HCD3CD28_06_Cell_CP_40_TNF",NA,NA
"8182","D3_3HCD3CD28_06_Cell_CP_41_TNF",NA,NA
"8183","D3_3HCD3CD28_06_Cell_CP_42_TNF",NA,NA
"8184","D3_3HCD3CD28_06_Cell_CP_43_TNF",NA,NA
"8185","D3_3HCD3CD28_06_Cell_CP_44_TNF",NA,NA
"8186","D3_3HCD3CD28_06_Cell_CP_45_TNF",NA,NA
"8187","D3_3HCD3CD28_06_Cell_CP_46_TNF",5,NA
"8188","D3_3HCD3CD28_06_Cell_CP_47_TNF",NA,NA
"8189","D3_3HCD3CD28_06_Cell_CP_48_TNF",NA,NA
"8190","D3_3HCD3CD28_06_Cell_CP_49_TNF",NA,NA
"8191","D3_3HCD3CD28_06_Cell_CP_51_TNF",NA,NA
"8192","D3_3HCD3CD28_06_Cell_CP_52_TNF",NA,NA
"8193","D3_3HCD3CD28_06_Cell_CP_53_TNF",NA,NA
"8194","D3_3HCD3CD28_06_Cell_CP_54_TNF",NA,NA
"8195","D3_3HCD3CD28_06_Cell_CP_55_TNF",5,10
"8196","D3_3HCD3CD28_06_Cell_CP_56_TNF",NA,NA
"8197","D3_3HCD3CD28_06_Cell_CP_57_TNF",NA,NA
"8198","D3_3HCD3CD28_06_Cell_CP_58_TNF",NA,NA
"8199","D3_3HCD3CD28_06_Cell_CP_59_TNF",NA,NA
"8200","D3_3HCD3CD28_06_Cell_CP_60_TNF",NA,NA
"8201","D3_3HCD3CD28_06_Cell_CP_61_TNF",NA,NA
"8202","D3_3HCD3CD28_06_Cell_CP_62_TNF",3,2
"8203","D3_3HCD3CD28_06_Cell_CP_63_TNF",NA,NA
"8204","D3_3HCD3CD28_06_Cell_CP_64_TNF",NA,NA
"8205","D3_3HCD3CD28_06_Cell_CP_65_TNF",NA,NA
"8206","D3_3HCD3CD28_06_Cell_CP_66_TNF",NA,NA
"8207","D3_3HCD3CD28_06_Cell_CP_67_TNF",NA,NA
"8208","D3_3HCD3CD28_06_Cell_CP_68_TNF",NA,NA
"8209","D3_3HCD3CD28_06_Cell_CP_69_TNF",NA,NA
"8210","D3_3HCD3CD28_06_Cell_CP_70_TNF",NA,NA
"8211","D3_3HCD3CD28_06_Cell_CP_71_TNF",2,NA
"8212","D3_3HCD3CD28_06_Cell_CP_72_TNF",NA,NA
"8213","D3_3HCD3CD28_06_Cell_CP_73_TNF",NA,NA
"8214","D3_3HCD3CD28_06_Cell_CP_75_TNF",NA,NA
"8215","D3_3HCD3CD28_06_Cell_CP_76_TNF",3,3
"8216","D3_3HCD3CD28_06_Cell_CP_77_TNF",2,NA
"8217","D3_3HCD3CD28_06_Cell_CP_78_TNF",NA,NA
"8218","D3_3HCD3CD28_06_Cell_CP_79_TNF",NA,NA
"8219","D3_3HCD3CD28_06_Cell_CP_8_TNF",NA,NA
"8220","D3_3HCD3CD28_06_Cell_CP_81_TNF",NA,NA
"8221","D3_3HCD3CD28_06_Cell_CP_82_TNF",NA,NA
"8222","D3_3HCD3CD28_06_Cell_CP_83_TNF",NA,NA
"8223","D3_3HCD3CD28_06_Cell_CP_84_TNF",NA,NA
"8224","D3_3HCD3CD28_06_Cell_CP_85_TNF",NA,NA
"8225","D3_3HCD3CD28_06_Cell_CP_87_TNF",NA,NA
"8226","D3_3HCD3CD28_06_Cell_CP_88_TNF",NA,NA
"8227","D3_3HCD3CD28_06_Cell_CP_89_TNF",NA,NA
"8228","D3_3HCD3CD28_06_Cell_CP_90_TNF",NA,NA
"8229","D3_3HCD3CD28_06_Cell_CP_91_TNF",NA,NA
"8230","D3_3HCD3CD28_06_Cell_CP_92_TNF",NA,NA
"8231","D3_3HCD3CD28_06_Cell_CP_93_TNF",NA,NA
"8232","D3_3HCD3CD28_06_Cell_CP_94_TNF",NA,NA
"8233","D3_3HCD3CD28_06_Cell_CP_96_TNF",NA,NA
"8234","D3_3HCD3CD28_06_Cell_CP_97_TNF",NA,NA
"8235","D3_3HCD3CD28_06_Cell_CP_98_TNF",NA,NA
"8236","D3_3HCD3CD28_06_Cell_CP_99_TNF",NA,NA
"8237","D3_3HCD3CD28_07_Cell_CP_10_TNF",NA,NA
"8238","D3_3HCD3CD28_07_Cell_CP_100_TNF",NA,NA
"8239","D3_3HCD3CD28_07_Cell_CP_102_TNF",NA,NA
"8240","D3_3HCD3CD28_07_Cell_CP_103_TNF",NA,NA
"8241","D3_3HCD3CD28_07_Cell_CP_104_TNF",NA,NA
"8242","D3_3HCD3CD28_07_Cell_CP_105_TNF",NA,NA
"8243","D3_3HCD3CD28_07_Cell_CP_106_TNF",NA,NA
"8244","D3_3HCD3CD28_07_Cell_CP_107_TNF",NA,NA
"8245","D3_3HCD3CD28_07_Cell_CP_108_TNF",4,NA
"8246","D3_3HCD3CD28_07_Cell_CP_109_TNF",NA,NA
"8247","D3_3HCD3CD28_07_Cell_CP_11_TNF",NA,NA
"8248","D3_3HCD3CD28_07_Cell_CP_110_TNF",NA,NA
"8249","D3_3HCD3CD28_07_Cell_CP_111_TNF",5,5
"8250","D3_3HCD3CD28_07_Cell_CP_112_TNF",NA,NA
"8251","D3_3HCD3CD28_07_Cell_CP_113_TNF",NA,NA
"8252","D3_3HCD3CD28_07_Cell_CP_114_TNF",NA,NA
"8253","D3_3HCD3CD28_07_Cell_CP_116_TNF",NA,NA
"8254","D3_3HCD3CD28_07_Cell_CP_117_TNF",NA,NA
"8255","D3_3HCD3CD28_07_Cell_CP_118_TNF",NA,NA
"8256","D3_3HCD3CD28_07_Cell_CP_119_TNF",NA,NA
"8257","D3_3HCD3CD28_07_Cell_CP_12_TNF",NA,NA
"8258","D3_3HCD3CD28_07_Cell_CP_120_TNF",NA,NA
"8259","D3_3HCD3CD28_07_Cell_CP_121_TNF",NA,NA
"8260","D3_3HCD3CD28_07_Cell_CP_123_TNF",NA,NA
"8261","D3_3HCD3CD28_07_Cell_CP_124_TNF",NA,NA
"8262","D3_3HCD3CD28_07_Cell_CP_125_TNF",NA,NA
"8263","D3_3HCD3CD28_07_Cell_CP_126_TNF",NA,NA
"8264","D3_3HCD3CD28_07_Cell_CP_13_TNF",NA,NA
"8265","D3_3HCD3CD28_07_Cell_CP_14_TNF",NA,NA
"8266","D3_3HCD3CD28_07_Cell_CP_15_TNF",NA,NA
"8267","D3_3HCD3CD28_07_Cell_CP_16_TNF",NA,NA
"8268","D3_3HCD3CD28_07_Cell_CP_17_TNF",NA,NA
"8269","D3_3HCD3CD28_07_Cell_CP_18_TNF",NA,NA
"8270","D3_3HCD3CD28_07_Cell_CP_19_TNF",NA,NA
"8271","D3_3HCD3CD28_07_Cell_CP_20_TNF",NA,NA
"8272","D3_3HCD3CD28_07_Cell_CP_21_TNF",NA,NA
"8273","D3_3HCD3CD28_07_Cell_CP_22_TNF",NA,NA
"8274","D3_3HCD3CD28_07_Cell_CP_23_TNF",NA,NA
"8275","D3_3HCD3CD28_07_Cell_CP_24_TNF",NA,NA
"8276","D3_3HCD3CD28_07_Cell_CP_25_TNF",NA,NA
"8277","D3_3HCD3CD28_07_Cell_CP_26_TNF",NA,NA
"8278","D3_3HCD3CD28_07_Cell_CP_27_TNF",NA,NA
"8279","D3_3HCD3CD28_07_Cell_CP_28_TNF",NA,NA
"8280","D3_3HCD3CD28_07_Cell_CP_29_TNF",7,3
"8281","D3_3HCD3CD28_07_Cell_CP_30_TNF",NA,NA
"8282","D3_3HCD3CD28_07_Cell_CP_31_TNF",NA,NA
"8283","D3_3HCD3CD28_07_Cell_CP_32_TNF",NA,NA
"8284","D3_3HCD3CD28_07_Cell_CP_33_TNF",NA,NA
"8285","D3_3HCD3CD28_07_Cell_CP_34_TNF",NA,NA
"8286","D3_3HCD3CD28_07_Cell_CP_35_TNF",NA,NA
"8287","D3_3HCD3CD28_07_Cell_CP_36_TNF",NA,NA
"8288","D3_3HCD3CD28_07_Cell_CP_37_TNF",NA,NA
"8289","D3_3HCD3CD28_07_Cell_CP_38_TNF",NA,NA
"8290","D3_3HCD3CD28_07_Cell_CP_39_TNF",NA,NA
"8291","D3_3HCD3CD28_07_Cell_CP_4_TNF",NA,NA
"8292","D3_3HCD3CD28_07_Cell_CP_40_TNF",NA,NA
"8293","D3_3HCD3CD28_07_Cell_CP_41_TNF",NA,NA
"8294","D3_3HCD3CD28_07_Cell_CP_42_TNF",NA,NA
"8295","D3_3HCD3CD28_07_Cell_CP_45_TNF",NA,NA
"8296","D3_3HCD3CD28_07_Cell_CP_47_TNF",NA,NA
"8297","D3_3HCD3CD28_07_Cell_CP_48_TNF",NA,NA
"8298","D3_3HCD3CD28_07_Cell_CP_49_TNF",NA,NA
"8299","D3_3HCD3CD28_07_Cell_CP_5_TNF",NA,NA
"8300","D3_3HCD3CD28_07_Cell_CP_50_TNF",NA,NA
"8301","D3_3HCD3CD28_07_Cell_CP_51_TNF",7,2
"8302","D3_3HCD3CD28_07_Cell_CP_52_TNF",NA,NA
"8303","D3_3HCD3CD28_07_Cell_CP_53_TNF",NA,NA
"8304","D3_3HCD3CD28_07_Cell_CP_54_TNF",NA,NA
"8305","D3_3HCD3CD28_07_Cell_CP_56_TNF",NA,NA
"8306","D3_3HCD3CD28_07_Cell_CP_57_TNF",NA,NA
"8307","D3_3HCD3CD28_07_Cell_CP_58_TNF",NA,NA
"8308","D3_3HCD3CD28_07_Cell_CP_59_TNF",5,NA
"8309","D3_3HCD3CD28_07_Cell_CP_6_TNF",NA,NA
"8310","D3_3HCD3CD28_07_Cell_CP_60_TNF",NA,NA
"8311","D3_3HCD3CD28_07_Cell_CP_61_TNF",1,NA
"8312","D3_3HCD3CD28_07_Cell_CP_62_TNF",NA,NA
"8313","D3_3HCD3CD28_07_Cell_CP_65_TNF",NA,NA
"8314","D3_3HCD3CD28_07_Cell_CP_66_TNF",NA,NA
"8315","D3_3HCD3CD28_07_Cell_CP_67_TNF",NA,NA
"8316","D3_3HCD3CD28_07_Cell_CP_68_TNF",NA,NA
"8317","D3_3HCD3CD28_07_Cell_CP_69_TNF",NA,NA
"8318","D3_3HCD3CD28_07_Cell_CP_7_TNF",NA,NA
"8319","D3_3HCD3CD28_07_Cell_CP_70_TNF",NA,NA
"8320","D3_3HCD3CD28_07_Cell_CP_71_TNF",NA,NA
"8321","D3_3HCD3CD28_07_Cell_CP_72_TNF",2,NA
"8322","D3_3HCD3CD28_07_Cell_CP_73_TNF",NA,NA
"8323","D3_3HCD3CD28_07_Cell_CP_74_TNF",NA,NA
"8324","D3_3HCD3CD28_07_Cell_CP_75_TNF",NA,NA
"8325","D3_3HCD3CD28_07_Cell_CP_76_TNF",NA,NA
"8326","D3_3HCD3CD28_07_Cell_CP_77_TNF",7,4
"8327","D3_3HCD3CD28_07_Cell_CP_78_TNF",NA,NA
"8328","D3_3HCD3CD28_07_Cell_CP_79_TNF",NA,NA
"8329","D3_3HCD3CD28_07_Cell_CP_8_TNF",NA,NA
"8330","D3_3HCD3CD28_07_Cell_CP_81_TNF",NA,NA
"8331","D3_3HCD3CD28_07_Cell_CP_82_TNF",NA,NA
"8332","D3_3HCD3CD28_07_Cell_CP_83_TNF",NA,NA
"8333","D3_3HCD3CD28_07_Cell_CP_85_TNF",2,NA
"8334","D3_3HCD3CD28_07_Cell_CP_86_TNF",NA,NA
"8335","D3_3HCD3CD28_07_Cell_CP_87_TNF",2,NA
"8336","D3_3HCD3CD28_07_Cell_CP_88_TNF",NA,NA
"8337","D3_3HCD3CD28_07_Cell_CP_89_TNF",NA,NA
"8338","D3_3HCD3CD28_07_Cell_CP_9_TNF",NA,NA
"8339","D3_3HCD3CD28_07_Cell_CP_90_TNF",NA,NA
"8340","D3_3HCD3CD28_07_Cell_CP_92_TNF",NA,NA
"8341","D3_3HCD3CD28_07_Cell_CP_93_TNF",NA,NA
"8342","D3_3HCD3CD28_07_Cell_CP_94_TNF",NA,NA
"8343","D3_3HCD3CD28_07_Cell_CP_95_TNF",NA,NA
"8344","D3_3HCD3CD28_07_Cell_CP_96_TNF",2,NA
"8345","D3_3HCD3CD28_07_Cell_CP_97_TNF",NA,NA
"8346","D3_3HCD3CD28_07_Cell_CP_98_TNF",NA,NA
"8347","D3_3HCD3CD28_07_Cell_CP_99_TNF",NA,NA
"8348","D3_3HCD3CD28_08_Cell_CP_10_TNF",NA,NA
"8349","D3_3HCD3CD28_08_Cell_CP_100_TNF",NA,NA
"8350","D3_3HCD3CD28_08_Cell_CP_102_TNF",NA,NA
"8351","D3_3HCD3CD28_08_Cell_CP_103_TNF",NA,NA
"8352","D3_3HCD3CD28_08_Cell_CP_105_TNF",NA,NA
"8353","D3_3HCD3CD28_08_Cell_CP_106_TNF",3,NA
"8354","D3_3HCD3CD28_08_Cell_CP_107_TNF",NA,NA
"8355","D3_3HCD3CD28_08_Cell_CP_108_TNF",NA,NA
"8356","D3_3HCD3CD28_08_Cell_CP_109_TNF",NA,NA
"8357","D3_3HCD3CD28_08_Cell_CP_11_TNF",NA,NA
"8358","D3_3HCD3CD28_08_Cell_CP_110_TNF",NA,NA
"8359","D3_3HCD3CD28_08_Cell_CP_111_TNF",NA,NA
"8360","D3_3HCD3CD28_08_Cell_CP_112_TNF",NA,NA
"8361","D3_3HCD3CD28_08_Cell_CP_113_TNF",NA,NA
"8362","D3_3HCD3CD28_08_Cell_CP_114_TNF",NA,NA
"8363","D3_3HCD3CD28_08_Cell_CP_117_TNF",NA,NA
"8364","D3_3HCD3CD28_08_Cell_CP_119_TNF",NA,NA
"8365","D3_3HCD3CD28_08_Cell_CP_120_TNF",NA,NA
"8366","D3_3HCD3CD28_08_Cell_CP_121_TNF",NA,NA
"8367","D3_3HCD3CD28_08_Cell_CP_122_TNF",NA,NA
"8368","D3_3HCD3CD28_08_Cell_CP_13_TNF",NA,NA
"8369","D3_3HCD3CD28_08_Cell_CP_14_TNF",NA,NA
"8370","D3_3HCD3CD28_08_Cell_CP_15_TNF",NA,NA
"8371","D3_3HCD3CD28_08_Cell_CP_16_TNF",NA,NA
"8372","D3_3HCD3CD28_08_Cell_CP_17_TNF",NA,NA
"8373","D3_3HCD3CD28_08_Cell_CP_18_TNF",NA,NA
"8374","D3_3HCD3CD28_08_Cell_CP_19_TNF",NA,NA
"8375","D3_3HCD3CD28_08_Cell_CP_20_TNF",NA,NA
"8376","D3_3HCD3CD28_08_Cell_CP_21_TNF",NA,NA
"8377","D3_3HCD3CD28_08_Cell_CP_22_TNF",NA,NA
"8378","D3_3HCD3CD28_08_Cell_CP_23_TNF",NA,NA
"8379","D3_3HCD3CD28_08_Cell_CP_25_TNF",NA,NA
"8380","D3_3HCD3CD28_08_Cell_CP_26_TNF",NA,NA
"8381","D3_3HCD3CD28_08_Cell_CP_27_TNF",4,3
"8382","D3_3HCD3CD28_08_Cell_CP_28_TNF",NA,NA
"8383","D3_3HCD3CD28_08_Cell_CP_29_TNF",NA,NA
"8384","D3_3HCD3CD28_08_Cell_CP_30_TNF",NA,NA
"8385","D3_3HCD3CD28_08_Cell_CP_31_TNF",NA,NA
"8386","D3_3HCD3CD28_08_Cell_CP_32_TNF",NA,NA
"8387","D3_3HCD3CD28_08_Cell_CP_36_TNF",NA,NA
"8388","D3_3HCD3CD28_08_Cell_CP_37_TNF",NA,NA
"8389","D3_3HCD3CD28_08_Cell_CP_39_TNF",NA,NA
"8390","D3_3HCD3CD28_08_Cell_CP_4_TNF",NA,NA
"8391","D3_3HCD3CD28_08_Cell_CP_40_TNF",2,NA
"8392","D3_3HCD3CD28_08_Cell_CP_41_TNF",NA,NA
"8393","D3_3HCD3CD28_08_Cell_CP_42_TNF",NA,NA
"8394","D3_3HCD3CD28_08_Cell_CP_43_TNF",NA,NA
"8395","D3_3HCD3CD28_08_Cell_CP_44_TNF",NA,NA
"8396","D3_3HCD3CD28_08_Cell_CP_46_TNF",NA,NA
"8397","D3_3HCD3CD28_08_Cell_CP_47_TNF",NA,NA
"8398","D3_3HCD3CD28_08_Cell_CP_48_TNF",NA,NA
"8399","D3_3HCD3CD28_08_Cell_CP_49_TNF",NA,NA
"8400","D3_3HCD3CD28_08_Cell_CP_50_TNF",NA,NA
"8401","D3_3HCD3CD28_08_Cell_CP_51_TNF",NA,NA
"8402","D3_3HCD3CD28_08_Cell_CP_52_TNF",NA,NA
"8403","D3_3HCD3CD28_08_Cell_CP_53_TNF",NA,NA
"8404","D3_3HCD3CD28_08_Cell_CP_54_TNF",NA,NA
"8405","D3_3HCD3CD28_08_Cell_CP_56_TNF",NA,NA
"8406","D3_3HCD3CD28_08_Cell_CP_57_TNF",NA,NA
"8407","D3_3HCD3CD28_08_Cell_CP_58_TNF",NA,NA
"8408","D3_3HCD3CD28_08_Cell_CP_59_TNF",NA,NA
"8409","D3_3HCD3CD28_08_Cell_CP_6_TNF",NA,NA
"8410","D3_3HCD3CD28_08_Cell_CP_60_TNF",NA,NA
"8411","D3_3HCD3CD28_08_Cell_CP_61_TNF",NA,NA
"8412","D3_3HCD3CD28_08_Cell_CP_63_TNF",NA,NA
"8413","D3_3HCD3CD28_08_Cell_CP_64_TNF",NA,NA
"8414","D3_3HCD3CD28_08_Cell_CP_65_TNF",NA,NA
"8415","D3_3HCD3CD28_08_Cell_CP_66_TNF",NA,NA
"8416","D3_3HCD3CD28_08_Cell_CP_67_TNF",NA,NA
"8417","D3_3HCD3CD28_08_Cell_CP_68_TNF",NA,NA
"8418","D3_3HCD3CD28_08_Cell_CP_69_TNF",NA,NA
"8419","D3_3HCD3CD28_08_Cell_CP_7_TNF",NA,NA
"8420","D3_3HCD3CD28_08_Cell_CP_70_TNF",NA,NA
"8421","D3_3HCD3CD28_08_Cell_CP_71_TNF",NA,NA
"8422","D3_3HCD3CD28_08_Cell_CP_72_TNF",NA,NA
"8423","D3_3HCD3CD28_08_Cell_CP_73_TNF",NA,NA
"8424","D3_3HCD3CD28_08_Cell_CP_74_TNF",NA,NA
"8425","D3_3HCD3CD28_08_Cell_CP_75_TNF",NA,NA
"8426","D3_3HCD3CD28_08_Cell_CP_76_TNF",NA,NA
"8427","D3_3HCD3CD28_08_Cell_CP_77_TNF",NA,NA
"8428","D3_3HCD3CD28_08_Cell_CP_78_TNF",NA,NA
"8429","D3_3HCD3CD28_08_Cell_CP_8_TNF",NA,NA
"8430","D3_3HCD3CD28_08_Cell_CP_80_TNF",2,NA
"8431","D3_3HCD3CD28_08_Cell_CP_81_TNF",NA,NA
"8432","D3_3HCD3CD28_08_Cell_CP_82_TNF",NA,NA
"8433","D3_3HCD3CD28_08_Cell_CP_83_TNF",NA,NA
"8434","D3_3HCD3CD28_08_Cell_CP_84_TNF",NA,NA
"8435","D3_3HCD3CD28_08_Cell_CP_86_TNF",NA,NA
"8436","D3_3HCD3CD28_08_Cell_CP_88_TNF",NA,NA
"8437","D3_3HCD3CD28_08_Cell_CP_89_TNF",NA,NA
"8438","D3_3HCD3CD28_08_Cell_CP_9_TNF",NA,NA
"8439","D3_3HCD3CD28_08_Cell_CP_90_TNF",NA,NA
"8440","D3_3HCD3CD28_08_Cell_CP_91_TNF",NA,NA
"8441","D3_3HCD3CD28_08_Cell_CP_92_TNF",NA,NA
"8442","D3_3HCD3CD28_08_Cell_CP_93_TNF",NA,NA
"8443","D3_3HCD3CD28_08_Cell_CP_94_TNF",NA,NA
"8444","D3_3HCD3CD28_08_Cell_CP_95_TNF",NA,NA
"8445","D3_3HCD3CD28_08_Cell_CP_96_TNF",NA,NA
"8446","D3_3HCD3CD28_08_Cell_CP_97_TNF",NA,NA
"8447","D3_3HCD3CD28_08_Cell_CP_98_TNF",NA,NA
"8448","D3_3HCD3CD28_08_Cell_CP_99_TNF",NA,NA
"8449","D3_4HCD3CD28_01_Cell_CP_10_TNF",NA,NA
"8450","D3_4HCD3CD28_01_Cell_CP_11_TNF",NA,NA
"8451","D3_4HCD3CD28_01_Cell_CP_12_TNF",6,7
"8452","D3_4HCD3CD28_01_Cell_CP_14_TNF",NA,NA
"8453","D3_4HCD3CD28_01_Cell_CP_15_TNF",NA,NA
"8454","D3_4HCD3CD28_01_Cell_CP_16_TNF",NA,NA
"8455","D3_4HCD3CD28_01_Cell_CP_17_TNF",NA,NA
"8456","D3_4HCD3CD28_01_Cell_CP_19_TNF",NA,NA
"8457","D3_4HCD3CD28_01_Cell_CP_20_TNF",NA,NA
"8458","D3_4HCD3CD28_01_Cell_CP_21_TNF",NA,NA
"8459","D3_4HCD3CD28_01_Cell_CP_22_TNF",NA,NA
"8460","D3_4HCD3CD28_01_Cell_CP_23_TNF",NA,NA
"8461","D3_4HCD3CD28_01_Cell_CP_24_TNF",3,NA
"8462","D3_4HCD3CD28_01_Cell_CP_25_TNF",NA,NA
"8463","D3_4HCD3CD28_01_Cell_CP_26_TNF",NA,NA
"8464","D3_4HCD3CD28_01_Cell_CP_27_TNF",NA,NA
"8465","D3_4HCD3CD28_01_Cell_CP_28_TNF",NA,NA
"8466","D3_4HCD3CD28_01_Cell_CP_29_TNF",NA,NA
"8467","D3_4HCD3CD28_01_Cell_CP_30_TNF",NA,NA
"8468","D3_4HCD3CD28_01_Cell_CP_31_TNF",4,2
"8469","D3_4HCD3CD28_01_Cell_CP_32_TNF",NA,NA
"8470","D3_4HCD3CD28_01_Cell_CP_33_TNF",11,3
"8471","D3_4HCD3CD28_01_Cell_CP_34_TNF",NA,NA
"8472","D3_4HCD3CD28_01_Cell_CP_35_TNF",NA,NA
"8473","D3_4HCD3CD28_01_Cell_CP_37_TNF",NA,NA
"8474","D3_4HCD3CD28_01_Cell_CP_38_TNF",NA,NA
"8475","D3_4HCD3CD28_01_Cell_CP_39_TNF",2,7
"8476","D3_4HCD3CD28_01_Cell_CP_4_TNF",NA,NA
"8477","D3_4HCD3CD28_01_Cell_CP_40_TNF",3,3
"8478","D3_4HCD3CD28_01_Cell_CP_41_TNF",NA,NA
"8479","D3_4HCD3CD28_01_Cell_CP_42_TNF",NA,NA
"8480","D3_4HCD3CD28_01_Cell_CP_43_TNF",NA,NA
"8481","D3_4HCD3CD28_01_Cell_CP_44_TNF",7,7
"8482","D3_4HCD3CD28_01_Cell_CP_45_TNF",NA,NA
"8483","D3_4HCD3CD28_01_Cell_CP_46_TNF",NA,NA
"8484","D3_4HCD3CD28_01_Cell_CP_47_TNF",NA,NA
"8485","D3_4HCD3CD28_01_Cell_CP_6_TNF",NA,NA
"8486","D3_4HCD3CD28_01_Cell_CP_8_TNF",NA,NA
